"P1";"P2";"P3";"P4";"P5";"time"
0,675867382148859;0,479208528257677;0,257690143975137;0,70081203754954;0,173608684644528;2017-03-08 01:00:00
0,672361014284789;0,49268761951904;0,244154929559746;0,704411607781972;0,179242363137669;2017-03-08 01:20:00
0,665960906305555;0,505927686096709;0,253945959220062;0,703364568229123;0,177673042928961;2017-03-08 01:40:00
0,659368846846304;0,523449517225037;0,252594808745786;0,700730450907799;0,191767739480614;2017-03-08 02:00:00
0,657822160796797;0,525382364225079;0,247412821005382;0,696072070429257;0,18945802157975;2017-03-08 02:20:00
0,648791481863863;0,54063575160061;0,254069797308703;0,699704839834328;0,189885022514252;2017-03-08 02:40:00
0,636944734234577;0,514356310143892;0,229126502903964;0,674124948540244;0,179749489773939;2017-03-08 03:00:00
0,622800334219901;0,540200980701173;0,23369618152348;0,670924265780648;0,197147625924154;2017-03-08 03:20:00
0,625246571263427;0,553298498312391;0,244123951916431;0,679605249086744;0,206387913985752;2017-03-08 03:40:00
0,618411246823671;0,568345213591387;0,241208971823122;0,684629373676942;0,212220728626724;2017-03-08 04:00:00
0,618529921488867;0,572698750208865;0,24504210440465;0,674678928946751;0,218927102751314;2017-03-08 04:20:00
0,605306705348261;0,574867298808293;0,239869651450091;0,672298885269421;0,225646244292309;2017-03-08 04:40:00
0,61158797721396;0,576741184060201;0,238766577260185;0,670525846036012;0,226534247028968;2017-03-08 05:00:00
0,611812985619127;0,569115840748468;0,252142653133873;0,657984532418305;0,232033790646525;2017-03-08 05:20:00
0,620492799163383;0,554386022360977;0,250181633347351;0,656262967638337;0,226319466957179;2017-03-08 05:40:00
0,614964450159599;0,55310523011294;0,260143427776983;0,651574533165801;0,232694522574204;2017-03-08 06:00:00
0,610617619615699;0,552130941431541;0,256156039897938;0,647111590311532;0,223710482208404;2017-03-08 06:20:00
0,612346897515184;0,538550086878455;0,261291297107699;0,632267691809888;0,228285824052018;2017-03-08 06:40:00
0,607753976836519;0,5189206409488;0,267368244774887;0,617440042010477;0,228584289213556;2017-03-08 07:00:00
0,592508871446592;0,502993097507481;0,279375955761549;0,564467470207431;0,223821730169736;2017-03-08 07:20:00
