"P1";"P2";"P3";"P4";"P5";"P6";"P7";"time"
0,516916859305349;0,390899764880965;0,719006931737701;0,49200243106677;0,22796973296345;0,200746758454996;0,556010554549498;2017-03-07 08:00:00
0,450892503524017;0,411053516978661;0,712921539332774;0,48837542192888;0,192563838811854;0,179075673703808;0,564441853294369;2017-03-07 08:20:00
0,387989525480179;0,457913110233407;0,680284318850363;0,479753731277346;0,170608141950632;0,159215271034817;0,587772786782179;2017-03-07 08:40:00
0,343107372701444;0,527348782265463;0,682177298953585;0,500724411027044;0,165370962820367;0,148795664920988;0,628292201557971;2017-03-07 09:00:00
0,327061638579712;0,558620668932585;0,69212123878862;0,527737020384651;0,152914440752393;0,15106524066671;0,659767595048919;2017-03-07 09:20:00
0,319519230370421;0,576419192342105;0,712351667878513;0,532803355287978;0,149207503010589;0,155970918158888;0,704399671511971;2017-03-07 09:40:00
0,319229089217674;0,580396662840848;0,719651939565305;0,521814784461767;0,167235184469726;0,159294886363466;0,71694108005999;2017-03-07 10:00:00
0,293623964349102;0,60623085601396;0,715944281331449;0,530548859902719;0,156442876687513;0,155868826008228;0,739414416757591;2017-03-07 10:20:00
0,329683283613635;0,581173740752485;0,707972613985856;0,540507464250072;0,164178392259984;0,160360344698642;0,736412814183831;2017-03-07 10:40:00
0,311844402909939;0,605136721983654;0,715199090642867;0,525280402752492;0,161980196992193;0,163260147278787;0,72915341363891;2017-03-07 11:00:00
0,302072704871605;0,580562992153543;0,711661755231686;0,513699683439046;0,163117629703269;0,1642382995508;0,733218033804379;2017-03-07 11:20:00
0,343358345032433;0,588021681120508;0,70608019016296;0,505647720242405;0,15841833427405;0,159835228182515;0,733602775159059;2017-03-07 11:40:00
0,341749869607473;0,550808798577632;0,693777594110163;0,509058292131183;0,17260650381877;0,168744063648675;0,714644880980103;2017-03-07 12:00:00
0,306989630342807;0,559989460227491;0,705707783267067;0,50566850446193;0,174627024055101;0,168789490301217;0,747999528762889;2017-03-07 12:20:00
