"P1";"time"
0,38777476541772;2017-03-11 12:40:00
0,397769092857939;2017-03-11 13:00:00
0,392778905727683;2017-03-11 13:20:00
0,391371334264438;2017-03-11 13:40:00
0,393930060986058;2017-03-11 14:00:00
0,396168113817648;2017-03-11 14:20:00
0,393097931908625;2017-03-11 14:40:00
0,390492233730914;2017-03-11 15:00:00
0,394908333233879;2017-03-11 15:20:00
0,398241874489673;2017-03-11 15:40:00
0,38763707326201;2017-03-11 16:00:00
0,389541078600549;2017-03-11 16:20:00
0,385223900748261;2017-03-11 16:40:00
0,380765554701936;2017-03-11 17:00:00
0,381239056940359;2017-03-11 17:20:00
0,374581265929246;2017-03-11 17:40:00
0,374464492212896;2017-03-11 18:00:00
0,36630448067504;2017-03-11 18:20:00
0,374871447221249;2017-03-11 18:40:00
0,376744629054468;2017-03-11 19:00:00
0,380722247704515;2017-03-11 19:20:00
0,388576415995159;2017-03-11 19:40:00
0,397294531473727;2017-03-11 20:00:00
0,401083594481411;2017-03-11 20:20:00
0,409857030329048;2017-03-11 20:40:00
0,410727876200458;2017-03-11 21:00:00
0,419724297911767;2017-03-11 21:20:00
0,42088444975652;2017-03-11 21:40:00
0,418950196116215;2017-03-11 22:00:00
0,420389410127905;2017-03-11 22:20:00
0,422476437477142;2017-03-11 22:40:00
0,422360990504005;2017-03-11 23:00:00
0,422358779913512;2017-03-11 23:20:00
0,419895678194765;2017-03-11 23:40:00
0,42379799713911;2017-03-12 00:00:00
0,422504042655531;2017-03-12 00:20:00
0,422284323570975;2017-03-12 00:40:00
0,422924476949121;2017-03-12 01:00:00
0,423433531402974;2017-03-12 01:20:00
0,420896633870471;2017-03-12 01:40:00
0,41890971035165;2017-03-12 02:00:00
0,4224800175666;2017-03-12 02:20:00
0,423570590764962;2017-03-12 02:40:00
0,41579889110993;2017-03-12 03:00:00
0,410569968005896;2017-03-12 03:20:00
0,426544840688251;2017-03-12 03:40:00
0,426902925740372;2017-03-12 04:00:00
0,426397847670334;2017-03-12 04:20:00
0,427391858934116;2017-03-12 04:40:00
0,425402275644525;2017-03-12 05:00:00
0,428631445370944;2017-03-12 05:20:00
0,428843664128427;2017-03-12 05:40:00
0,427720504296094;2017-03-12 06:00:00
0,428058752730568;2017-03-12 06:20:00
0,426755401158;2017-03-12 06:40:00
0,424267724769482;2017-03-12 07:00:00
0,424931155344728;2017-03-12 07:20:00
0,424567493864926;2017-03-12 07:40:00
0,41735618854401;2017-03-12 08:00:00
0,419433499657474;2017-03-12 08:20:00
0,413737819574409;2017-03-12 08:40:00
0,409774961707159;2017-03-12 09:00:00
0,412573465151826;2017-03-12 09:20:00
0,4040228707448;2017-03-12 09:40:00
0,403065047261409;2017-03-12 10:00:00
0,404565574071966;2017-03-12 10:20:00
0,394213715724794;2017-03-12 10:40:00
0,395212513908966;2017-03-12 11:00:00
0,390380627833368;2017-03-12 11:20:00
0,388349184010181;2017-03-12 11:40:00
0,389942236204838;2017-03-12 12:00:00
0,382337037994649;2017-03-12 12:20:00
0,385628993172687;2017-03-12 12:40:00
0,380588150349919;2017-03-12 13:00:00
0,384066082704097;2017-03-12 13:20:00
0,379860974467331;2017-03-12 13:40:00
0,38351004307165;2017-03-12 14:00:00
0,37658257848817;2017-03-12 14:20:00
0,37513754839002;2017-03-12 14:40:00
0,373295891620422;2017-03-12 15:00:00
0,370806112137568;2017-03-12 15:20:00
0,367149331257274;2017-03-12 15:40:00
0,369096625313611;2017-03-12 16:00:00
0,367097422542193;2017-03-12 16:20:00
0,367109559617223;2017-03-12 16:40:00
0,36865151569524;2017-03-12 17:00:00
0,369221949149137;2017-03-12 17:20:00
0,367971036840929;2017-03-12 17:40:00
0,370779770521641;2017-03-12 18:00:00
0,377406748576455;2017-03-12 18:20:00
0,382301107700607;2017-03-12 18:40:00
0,383375624670947;2017-03-12 19:00:00
0,386328162535445;2017-03-12 19:20:00
0,3903453491136;2017-03-12 19:40:00
0,393474535726298;2017-03-12 20:00:00
0,396307492874872;2017-03-12 20:20:00
0,402299633212826;2017-03-12 20:40:00
0,401168849948067;2017-03-12 21:00:00
0,411053681412742;2017-03-12 21:20:00
0,412129331556117;2017-03-12 21:40:00
0,409115139237693;2017-03-12 22:00:00
0,411326480760386;2017-03-12 22:20:00
0,40706411887281;2017-03-12 22:40:00
0,407853797249799;2017-03-12 23:00:00
0,408517393677352;2017-03-12 23:20:00
0,41422299332737;2017-03-12 23:40:00
