"","number","name","address","lat","lon","nombre","effectif","eff_00","eff_01","eff_02","eff_03","eff_05","eff_06","eff_07","eff_08","eff_09","eff_10","eff_11","eff_12","eff_13","eff_14","eff_15","eff_16","eff_17","eff_18","eff_19","eff_20","eff_21","eff_22","eff_23","eff_24","eff_25","eff_26","eff_27","eff_28","eff_29","eff_30","eff_31","eff_32","eff_33","eff_35","eff_36","eff_37","eff_38","eff_39","eff_41","eff_42","eff_43","eff_45","eff_46","eff_47","eff_49","eff_50","eff_51","eff_52","eff_53","eff_55","eff_56","eff_58","eff_59","eff_60","eff_61","eff_62","eff_63","eff_64","eff_65","eff_66","eff_68","eff_69","eff_70","eff_71","eff_72","eff_73","eff_74","eff_75","eff_77","eff_78","eff_79","eff_80","eff_81","eff_82","eff_84","eff_85","eff_86","eff_87","eff_88","eff_90","eff_91","eff_92","eff_93","eff_94","eff_95","eff_96","eff_99","nb_00","nb_01","nb_02","nb_03","nb_05","nb_06","nb_07","nb_08","nb_09","nb_10","nb_11","nb_12","nb_13","nb_14","nb_15","nb_16","nb_17","nb_18","nb_19","nb_20","nb_21","nb_22","nb_23","nb_24","nb_25","nb_26","nb_27","nb_28","nb_29","nb_30","nb_31","nb_32","nb_33","nb_35","nb_36","nb_37","nb_38","nb_39","nb_41","nb_42","nb_43","nb_45","nb_46","nb_47","nb_49","nb_50","nb_51","nb_52","nb_53","nb_55","nb_56","nb_58","nb_59","nb_60","nb_61","nb_62","nb_63","nb_64","nb_65","nb_66","nb_68","nb_69","nb_70","nb_71","nb_72","nb_73","nb_74","nb_75","nb_77","nb_78","nb_79","nb_80","nb_81","nb_82","nb_84","nb_85","nb_86","nb_87","nb_88","nb_90","nb_91","nb_92","nb_93","nb_94","nb_95","nb_96","nb_99"
"894",19028,"19028 - PLACE DES FETES","17 RUE DES FETES - 75019 PARIS",48.8764683397331,2.3922846297885,782,469,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,9,0,16,172,2,0,0,0,0,0,24,0,0,0,0,1,0,21,0,2,8,1,4,1,0,0,4,0,3,0,0,0,6,2,0,2,37,1,77,4,0,0,13,13,1,27,0,0,0,0,0,0,0,0,0,0,4,0,0,2,1,0,0,0,4,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,9,0,32,1,19,98,26,0,0,0,29,3,14,5,12,0,0,17,2,7,1,4,79,4,47,14,4,11,36,0,2,0,1,3,20,16,1,44,21,4,12,96,0,0,10,47,3,14,0
"895",19029,"19029 - SEINE FLANDRE","51 QUAI DE LA SEINE - 75019 PARIS",48.8867988117734,2.37471951679563,455,424,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,27,1,6,0,0,0,0,34,3,0,0,0,101,1,1,0,21,1,4,13,10,0,0,1,0,0,0,0,0,4,1,20,60,27,1,10,2,1,0,1,62,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3,0,11,1,10,14,8,1,0,1,2,0,11,3,8,0,3,13,1,5,1,4,55,6,49,8,1,2,19,0,2,1,1,0,8,10,4,30,17,2,3,67,1,0,8,46,1,2,0
"896",19030,"19030 - MOSELLE JAURES","6 PASSAGE DE MELUN - 75019 PARIS",48.883777,2.376515,567,431,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,28,3,4,23,1,0,0,0,0,13,17,0,4,0,0,4,1,0,0,0,2,1,3,8,0,1,0,0,1,0,0,0,11,0,150,74,0,0,40,5,0,0,6,7,0,5,0,0,0,1,0,0,0,0,0,0,2,0,0,0,2,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,15,0,40,1,11,40,26,0,0,0,22,3,18,6,13,0,0,24,5,6,0,3,51,2,31,21,1,4,25,0,1,0,1,1,16,12,2,20,15,0,6,65,0,0,6,27,2,11,0
"897",19031,"19031 - MANIN CRIMEE","8 RUE MANIN - 75019 PARIS",48.8830298392804,2.38634884002286,817,629,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,1,40,4,0,0,0,0,0,54,4,2,0,0,5,0,0,0,11,104,0,1,23,0,0,0,0,0,0,0,1,16,6,20,38,7,1,229,1,0,0,4,23,0,12,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,1,0,0,0,0,4,0,14,1,12,42,20,0,0,0,9,0,31,8,13,0,0,31,4,8,0,7,127,3,67,25,1,4,26,0,1,1,3,1,24,16,5,27,61,1,10,116,0,0,16,42,1,19,0
"898",19033,"19033 - CAMBRAI","30 RUE DE CAMBRAI - 75019 PARIS",48.8959473685135,2.38113380224631,388,4686,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,21,0,3,0,151,52,200,1,0,16,0,2320,26,50,0,0,0,2,6,57,160,0,51,0,151,10,0,0,0,0,0,400,100,10,1,53,420,57,0,0,22,0,0,0,0,19,0,300,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,31,0,13,1,18,24,17,3,0,3,12,16,8,2,0,0,1,12,3,30,3,3,44,1,23,5,1,4,4,0,6,1,5,5,3,11,3,13,4,1,4,6,0,0,1,29,0,8,0
"899",19034,"19034 - PANTIN","20 AVENUE DE LA PORTE DE PANTIN - 75019 PARIS",48.8903419552168,2.39781364218954,297,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,3,0,0,0,0,2,0,20,0,0,1,0,0,0,0,0,0,0,55,0,8,0,0,0,0,0,0,0,10,0,18,2,0,0,2,0,0,0,0,0,0,6,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,5,0,11,1,8,17,9,0,0,21,6,1,2,1,6,1,1,5,0,3,0,1,45,0,19,8,1,1,15,0,0,0,1,2,13,6,1,8,19,0,1,22,0,0,9,14,2,4,1
"900",19035,"19035 - PORTE CHAUMONT","RUE SIGMUND FREUD / PORTE CHAUMONT - 75019 PARIS",48.8857332998587,2.39784641538319,435,207,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,14,3,3,21,4,0,0,0,0,6,6,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,4,0,61,56,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,16,3,12,16,20,0,0,1,11,4,9,2,5,0,0,6,2,1,1,4,126,0,21,7,0,2,12,0,0,0,1,1,18,6,9,15,7,0,1,49,0,0,5,13,1,9,0
"901",19036,"19036 - HOPITAL ROBERT DEBRE","AV DE LA PTE DU PRES SAINT GERVAIS / ANGLE BD D'ALGERIE - 75019 PARIS",48.8799304155284,2.40095050201489,474,3208,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,1,9,5,0,0,0,0,0,22,0,0,1,0,0,0,0,0,1,11,0,3,20,1,1,0,0,1,0,0,10,45,6,10,20,2917,60,13,3,0,0,1,24,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,12,3,10,23,19,0,0,4,10,0,4,0,8,1,0,10,2,2,0,3,41,1,21,12,8,3,17,1,4,0,4,3,59,6,1,17,27,2,5,49,1,0,6,45,4,12,1
"902",19037,"19037 - PORTE DES LILAS","304 RUE DE BELLEVILLE - 75019 PARIS",48.8766039189276,2.40476969112948,836,796,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,46,3,9,24,9,0,0,0,10,1,82,1,5,1,2,4,0,3,0,0,2,2,3,1,0,3,6,0,0,0,0,26,30,30,53,123,203,27,36,9,0,0,13,6,0,3,0,0,2,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,11,2,36,3,19,44,24,0,0,2,20,1,20,5,14,1,2,18,3,4,0,6,63,12,61,24,0,7,40,0,1,2,3,5,30,19,2,33,72,5,8,112,1,0,15,46,5,14,0
"903",19038,"19038 - JOURDAIN","9 RUE LASSUS - 75019 PARIS",48.8755503947562,2.38903816084755,926,478,0,0,0,0,0,0,0,0,0,21,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,10,185,0,0,0,0,0,6,48,4,12,0,0,0,0,16,0,1,8,0,5,9,0,6,1,0,1,0,1,0,10,2,0,42,4,0,21,7,10,0,0,17,0,15,0,0,1,0,0,0,0,0,0,0,6,0,0,1,6,1,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,6,0,20,1,15,65,6,0,0,0,8,3,25,10,34,0,1,17,5,9,0,4,126,0,56,34,2,4,43,0,3,0,2,0,32,21,0,35,51,1,4,159,2,0,8,64,6,17,0
"904",19039,"19039 - PAILLERON","6 RUE EDOUARD PAILLERON - 75019 PARIS",48.8797752488603,2.37483435116481,598,363,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0,20,0,2,34,0,0,0,0,0,6,29,0,0,0,0,0,0,5,0,1,1,3,2,10,0,0,0,0,0,20,1,0,40,0,0,73,22,0,13,2,0,0,7,49,0,2,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,8,0,20,0,12,38,8,0,0,1,7,4,15,4,9,0,1,29,2,3,0,5,110,6,38,15,1,6,14,1,0,1,5,4,24,8,0,26,46,0,2,63,0,0,6,34,0,11,0
"905",19040,"19040 - TELEGRAPHE","265 RUE DE BELLEVILLE - 75019 PARIS",48.8756361807115,2.39946145198278,982,629,0,0,0,0,0,0,0,0,0,9,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,50,0,7,0,17,0,2,17,5,0,0,0,0,10,15,10,4,0,1,0,0,6,0,2,5,0,5,11,0,1,0,0,22,0,0,0,19,7,3,101,35,91,113,17,0,0,1,10,0,17,0,0,1,0,0,0,0,0,0,0,4,0,0,0,9,0,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,16,1,45,1,33,52,22,0,0,1,15,2,19,8,23,0,2,25,4,4,0,5,119,3,69,21,3,5,47,0,3,0,1,3,42,17,1,42,55,6,14,118,0,0,16,58,7,26,0
"906",19041,"19041 - PYRÉNÉES","101 RUE DE BELLEVILLE - 75019 PARIS",48.8743491365289,2.38609537399646,993,617,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,20,0,3,0,9,1,14,80,9,0,0,0,20,3,65,1,12,0,10,0,0,24,0,2,25,0,14,12,0,2,2,0,0,0,1,0,31,2,0,28,6,40,111,4,0,0,0,8,14,35,0,0,0,0,0,0,0,0,0,0,5,0,0,1,5,1,0,1,5,0,0,0,1,2,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,5,2,17,1,23,95,7,1,0,1,6,2,26,5,27,0,2,16,6,8,0,7,97,2,63,33,1,18,54,0,1,0,2,0,90,17,0,40,46,2,10,132,6,0,13,54,6,23,0
"907",19043,"19043 - PETITS PONTS","RUE JULES LADOUMEGUE / ANGLE ROUTES DES PETITS PONTS / ANGLE AV. DU GAL. LECLERC - 75019 PARIS",48.893800171035,2.39791036643403,287,733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,154,41,0,7,0,0,0,0,3,25,3,0,0,0,0,0,0,0,3,50,7,31,24,0,0,18,0,0,1,1,0,11,7,10,11,0,0,126,3,0,0,98,83,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,10,6,20,8,8,0,0,0,1,3,12,2,0,0,0,6,1,0,0,3,47,13,21,5,0,2,14,0,0,1,2,1,14,5,2,4,2,0,6,16,0,0,12,31,0,2,0
"908",19044,"19044 - GRANDS MOULINS","RUE DE LA CLOTURE / ANGLE RUE DU DEBARCADERE - 75019 PARIS",48.8971300530746,2.39607900820668,386,2768,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,20,0,20,0,218,0,22,67,11,0,0,10,0,2,53,0,5,0,0,0,1,2300,0,0,0,0,0,1,0,0,1,0,0,0,0,6,3,3,0,0,0,0,0,3,0,0,10,1,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3,2,0,0,0,2,1,41,0,130,12,37,19,7,0,0,6,0,4,10,1,7,0,3,4,1,2,0,1,10,0,3,4,0,3,5,0,1,0,0,4,13,3,0,5,0,0,0,13,0,0,4,5,1,2,0
"909",19045,"19045 - CANAL SAINT DENIS - BD MACDONALD","145 BOULEVARD MCDONALD - 75019 PARIS",48.8988301928079,2.37933010909776,165,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,40,0,0,0,0,0,10,5,0,0,0,3,0,0,51,0,0,0,0,6,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19,0,50,6,0,0,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,3,0,7,13,3,0,0,1,0,0,15,2,6,0,1,12,2,7,0,1,14,0,19,6,2,1,3,0,0,0,2,0,0,0,0,9,7,1,1,6,1,0,4,6,0,3,0
"910",19046,"19046 - PORTE DE PANTIN","3 PLACE DE LA PORTE DE PANTIN - 75019 PARIS",48.8890400680668,2.39528946179638,49,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,7,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,5,0,0,1,1,0,0,0,1,0,0,0,0,5,0,0,2,7,0,0,1,5,0,1,0
"911",19101,"19101 - SIMON BOLIVAR","36 AVENUE SIMON BOLIVAR - 75019 PARIS",48.8750704040631,2.38259171497997,1622,780,0,0,0,0,0,0,0,0,0,11,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,97,6,15,93,20,0,0,0,0,1,72,16,16,0,1,23,0,5,0,1,13,11,7,1,0,23,3,0,1,0,0,7,61,28,0,142,5,23,10,24,0,0,8,7,2,6,0,0,0,0,0,0,0,0,0,0,8,0,0,2,19,0,1,0,6,0,0,0,0,1,0,0,1,0,0,0,0,1,3,0,0,0,1,0,0,48,1,114,5,58,102,35,0,0,0,10,4,64,15,44,0,5,37,9,9,0,10,198,8,96,42,2,20,68,0,5,0,4,5,98,24,1,49,54,2,4,211,2,0,16,72,6,22,0
"912",19102,"19102 - BELLEVILLE RAMPAL","4 RUE DE RAMPAL - 75019 PARIS",48.8731526238582,2.37985561062796,1319,634,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,6,0,0,0,0,0,3,0,46,0,25,69,7,0,0,1,0,0,157,27,3,0,0,1,0,6,0,1,5,12,7,7,0,0,2,0,0,0,0,22,22,1,0,141,1,0,0,11,0,0,2,9,1,23,0,0,0,0,0,0,0,0,0,0,3,0,0,1,46,0,1,0,4,0,0,0,0,2,0,2,0,0,0,0,0,1,5,1,0,0,0,0,0,36,0,66,5,48,88,20,0,0,3,12,1,61,10,25,0,1,13,7,6,0,11,142,4,74,43,2,12,57,1,2,0,4,20,62,21,2,42,36,1,9,209,1,1,12,57,4,22,0
"913",19103,"19103 - MANIN CARRIERES","139 RUE MANIN - 75019 PARIS",48.8847708580339,2.39209311990105,482,144,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,7,27,5,0,0,0,10,0,13,0,1,0,0,1,0,0,0,0,0,4,7,1,0,0,0,0,0,0,0,23,5,0,0,6,13,0,3,0,0,0,2,8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,12,2,23,37,22,0,0,0,15,0,5,2,10,0,0,20,2,2,0,5,87,3,38,11,2,7,18,0,0,0,0,5,8,14,0,15,22,0,3,38,1,0,7,28,2,5,0
"914",19105,"19105 - PORTE BRUNET","FACE 1 AVENUE AMBROISE RENDU - 75019 PARIS",48.8836592109373,2.39571950819391,374,567,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,26,0,0,17,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,3,0,0,1,0,1,3,3,0,400,0,0,41,3,0,50,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,3,0,19,5,9,41,30,1,0,0,11,0,6,1,2,0,0,8,1,2,0,2,54,3,17,6,0,1,7,0,2,1,2,1,5,6,0,22,14,0,6,31,0,0,5,24,4,11,0
"915",19106,"19106 - GARE EMGP","35, rue de la Gare - 75019 PARIS",48.90162,2.37267,1301,4528,0,0,0,0,0,0,0,0,0,100,0,0,0,16,0,1,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,1,0,200,0,219,3,1143,363,6,0,0,13,20,0,128,23,150,100,20,60,116,16,0,100,231,6,26,100,0,110,0,0,9,0,3,0,1,375,700,13,0,0,0,1,0,26,7,12,0,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,0,1,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,2,7,2,3,0,65,1,15,3,641,92,14,0,0,9,8,3,32,6,11,2,4,8,8,48,0,3,176,5,15,12,2,4,6,0,13,0,1,2,3,12,5,5,1,0,2,4,0,2,5,18,1,7,0
"916",19108,"19108 - ROSA PARKS – GASTON TESSIER","12 Rue Gaston Tessier - 75019 PARIS",48.8960206,2.3739464,231,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,3,0,20,0,0,0,10,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,2,6,7,0,0,1,8,1,1,1,0,0,0,4,0,0,0,1,141,0,4,1,0,0,0,0,0,0,0,0,1,1,0,7,8,0,5,8,0,0,2,6,0,2,0
"917",19109,"19109 - PLACE DU MAROC","27 RUE DE TANGER - 75019 PARIS",48.8862334174298,2.36885639049963,297,161,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,21,22,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,2,0,0,40,1,0,16,3,10,0,6,24,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,2,11,28,10,0,0,1,26,4,8,0,3,0,0,6,4,0,0,3,33,1,13,6,2,1,8,0,0,0,1,0,8,3,1,8,7,1,3,32,1,0,5,32,2,7,0
"918",19110,"19110 - MACDONALD","180 Boulevard Macdonald - 75019 PARIS",48.89869,2.3755,110,1119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,0,0,0,1,0,0,0,0,0,0,0,0,0,20,0,0,0,0,1000,0,0,1,0,0,0,50,0,0,0,0,0,0,0,0,0,0,20,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,7,2,4,11,9,0,0,0,2,0,2,1,4,0,0,2,0,2,0,1,12,0,6,4,1,1,6,0,0,1,0,1,2,3,0,4,2,0,3,5,0,0,2,3,1,2,0
"919",19111,"19111 - ROSA PARKS – GARE RER E","Parvis Nord Gare RER E ROSA PARKS - 75019 PARIS",48.8972395463935,2.37504277378321,129,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,54,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4,0,3,10,15,0,0,0,14,0,4,4,2,0,0,2,0,0,0,1,9,1,7,4,0,0,3,0,0,0,0,2,1,3,0,3,7,0,5,9,0,0,2,8,1,2,0
"920",19113,"19113 - PRE ST GERVAIS","27 RUE DU PRE SAINT GERVAIS - 75019 PARIS",48.8779234119252,2.39598555362417,729,447,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,4,0,34,0,19,38,10,0,0,0,20,3,23,0,2,0,0,1,0,7,0,8,0,0,4,3,3,0,0,10,0,0,0,0,5,2,0,130,5,0,60,2,0,0,9,21,0,2,0,0,1,0,0,0,0,0,0,0,3,0,0,1,3,0,0,0,4,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,4,1,25,3,25,47,18,0,0,0,8,1,13,3,25,0,1,18,4,10,0,9,110,1,52,14,2,3,29,6,1,2,0,1,14,9,1,37,47,2,11,75,0,0,11,53,2,15,0
"921",19114,"19114 - MANIN SECRETAN","31 RUE MANIN - 75019 PARIS",48.879275195696,2.37863702192026,385,1152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,7,0,4,16,0,0,0,0,0,0,6,2,0,0,0,0,0,3,0,0,8,4,8,0,0,4,3,0,0,0,9,0,7,0,0,47,1006,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,7,0,16,10,3,0,0,0,4,0,7,7,10,0,1,10,1,4,1,3,62,6,42,8,6,6,21,1,2,1,5,0,17,3,0,18,25,0,0,36,1,0,3,22,0,3,0
"922",19115,"19115 - PORTE DE LA VILLETTE","1 AVENUE DE LA PORTE DE LA VILLETTE - 75019 PARIS",48.8984900530738,2.38612000821051,886,959,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,3,1,0,0,0,0,0,0,40,6,137,8,13,13,147,0,0,0,1,0,20,23,21,0,200,24,0,1,0,0,0,0,13,43,0,52,0,0,23,0,0,2,59,21,0,0,0,0,20,30,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,11,1,0,0,2,0,0,0,0,0,0,2,0,1,1,0,0,2,2,0,1,0,0,1,0,76,1,221,16,79,45,87,0,1,2,3,2,8,9,11,0,5,24,2,10,0,5,57,0,38,15,0,12,12,0,8,0,2,16,28,8,2,11,2,1,3,13,0,1,6,15,2,0,0
"923",19116,"19116 - JAURES VILLETTE","180 BOULEVARD DE LA VILLETTE - 75019 PARIS",48.881472498481,2.37026248225988,445,1068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,20,0,0,0,5,1,6,13,1,0,0,0,0,9,31,0,3,0,6,0,0,0,400,50,0,1,1,23,0,0,100,0,0,0,0,0,1,203,113,21,1,0,20,4,0,0,8,16,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,0,1,1,12,1,10,28,9,0,0,1,8,6,11,2,15,0,2,7,2,6,2,3,40,4,25,8,0,5,15,0,1,0,1,2,13,7,5,18,4,0,4,74,0,0,8,69,1,3,0
"924",19117,"19117 - EURYALE DEHAYNIN","22 RUE EURYALE DEHAYNIN - 75019 PARIS",48.8863000510864,2.37738886313363,540,273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,11,0,1,3,1,0,0,0,0,0,16,3,0,0,0,20,3,9,0,1,15,3,7,0,0,3,0,0,0,0,0,36,6,0,50,26,1,0,26,2,0,0,3,23,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,4,0,30,1,19,29,8,0,0,0,6,0,13,4,13,0,0,17,3,3,1,6,64,9,42,20,1,9,18,0,0,1,3,14,10,11,1,26,16,0,3,66,0,0,6,47,1,9,0
