"number";"cluster"
8016;4
8017;7
8018;5
8019;5
8020;6
8025;5
8026;5
8027;7
8028;6
8029;5
8030;5
8031;4
8032;5
8033;5
8034;5
8035;5
8036;5
8037;6
8038;5
8039;5
8040;5
8041;5
8044;6
8045;5
8046;5
8047;5
8048;5
8049;6
8050;4
8051;6
8052;6
8053;6
8054;5
8055;6
8056;6
8057;6
8101;6
8102;5
8103;5
8104;6
8105;5
8110;6
8113;4
8115;6
8549;5
9001;2
9002;1
9003;6
9004;6
9005;6
9006;6
9007;1
9008;1
9009;3
9010;3
9011;3
9012;4
9013;4
9014;3
9015;3
9016;2
9017;6
9018;6
9019;6
9020;1
9021;1
9022;5
9023;5
9024;5
9025;5
9026;1
9027;6
9028;6
9029;7
9030;5
9031;5
9032;5
9033;4
9034;4
9035;6
9036;1
9037;6
9038;6
9039;4
9101;3
9102;5
9104;4
9106;5
9108;2
9111;3
9113;3
10001;3
10002;3
10003;4
10004;3
10005;3
10006;3
10007;3
10008;3
10009;3
10010;3
10011;3
10012;3
10013;3
10014;3
10015;2
10016;7
10017;2
10018;2
10019;3
10020;2
10021;7
10022;1
10023;7
10024;1
10025;2
10026;1
10027;6
10028;1
10029;1
10031;1
10032;1
10033;6
10034;1
10035;1
10036;6
10037;6
10038;6
10039;6
10040;6
10041;6
10042;3
10105;3
10107;6
10110;6
10111;3
10113;2
10114;3
10115;1
10151;1
10152;1
10153;1
10161;6
11001;4
11002;3
11003;3
11004;3
11006;3
11007;3
11008;3
11009;2
11010;7
11011;3
11012;1
11013;6
11014;6
11016;6
11017;1
11018;2
11019;2
11020;2
11021;1
11022;3
11023;2
11024;2
11025;3
11026;2
11027;2
11028;1
11029;2
11030;2
11031;2
11032;2
11033;3
11034;2
11035;1
11036;3
11037;4
11038;3
11039;3
11040;3
11041;2
11042;3
11043;3
11044;3
11045;3
11046;4
11101;3
11102;2
11103;3
11104;1
11105;2
11107;3
11109;2
11110;1
11111;2
11112;3
11113;7
12001;4
12002;3
12003;4
12004;3
12005;3
12007;4
12008;3
12009;3
12010;3
12011;3
12012;3
12013;7
12014;6
12015;6
12016;1
12017;3
12018;1
12019;1
12020;6
12021;6
12022;3
12023;7
12024;7
12026;4
12027;3
12028;7
12029;2
12030;3
12031;3
12032;3
12033;4
12034;5
12035;2
12036;6
12037;6
12038;1
12039;3
12040;6
12041;7
12042;3
12043;3
12101;3
12102;3
12105;4
12106;4
12107;7
12108;4
12109;2
12110;4
12111;1
12112;2
12113;3
12114;1
12115;6
12119;3
12120;7
12122;3
12123;4
12124;3
12125;7
12126;2
12127;5
12128;3
12130;6
12151;4
13001;2
13002;2
13004;3
13005;3
13006;3
13007;2
13008;1
13009;5
13010;1
13011;6
13013;3
13014;3
13015;3
13016;4
13017;5
13018;5
13019;4
13020;5
13021;2
13022;1
13023;1
13024;2
13025;3
13026;2
13027;1
13028;3
13029;6
13030;1
13031;1
13032;1
13033;6
13034;1
13035;1
13036;5
13037;6
13038;2
13039;1
13040;6
13041;1
13042;7
13043;2
13044;1
13045;7
13046;7
13047;3
13048;3
13050;5
13052;7
13053;4
13054;4
13055;5
13101;3
13102;5
13103;6
13104;4
13106;1
13107;3
13109;3
13110;2
13111;7
13113;1
13114;5
13116;6
13117;6
13118;3
13120;3
13122;1
13151;4
13514;3
14001;1
14002;1
14003;1
14004;1
14005;6
14006;1
14007;7
14008;6
14009;1
14010;6
14011;2
14012;2
14013;2
14014;6
14015;6
14016;1
14018;6
14019;6
14020;6
14021;6
14023;6
14024;1
14025;1
14026;1
14027;1
14028;1
14029;1
14030;6
14031;1
14032;1
14033;1
14034;6
14035;1
14036;1
14037;6
14101;1
14103;1
14104;1
14106;1
14107;1
14108;1
14110;1
14111;5
14112;5
14113;5
14114;6
14115;6
14116;6
14117;1
14120;1
14122;1
14124;6
14125;1
14127;5
15001;7
15002;7
15003;6
15004;6
15005;6
15008;7
15009;7
15010;3
15011;7
15012;2
15013;2
15014;1
15016;1
15017;1
15018;1
15019;1
15020;3
15023;5
15024;5
15025;3
15026;4
15027;1
15028;3
15029;4
15031;2
15032;3
15033;3
15034;7
15035;3
15036;3
15037;2
15038;2
15039;2
15040;2
15041;1
15042;5
15043;6
15044;6
15045;1
15046;1
15047;1
15048;1
15049;5
15051;2
15052;3
15053;2
15054;7
15055;3
15056;4
15058;5
15059;7
15060;2
15061;4
15064;4
15065;7
15067;3
15068;5
15069;3
15070;5
15071;3
15072;4
15102;7
15103;3
15104;5
15105;3
15106;7
15107;3
15109;3
15110;4
15111;1
15112;6
15113;6
15114;6
15115;6
15118;7
15120;3
15122;2
15123;7
15125;4
15126;7
16001;5
16002;6
16003;3
16004;6
16005;1
16006;1
16007;5
16008;5
16009;6
16010;6
16011;6
16012;5
16013;6
16014;1
16015;6
16016;6
16017;6
16018;6
16019;5
16020;6
16021;1
16022;6
16023;6
16024;4
16025;3
16026;1
16027;1
16028;3
16029;3
16030;3
16031;6
16032;7
16033;3
16034;7
16035;6
16036;7
16037;3
16038;3
16039;3
16040;3
16041;3
16042;3
16043;6
16044;7
16101;5
16102;1
16103;6
16104;6
16105;6
16107;6
16108;6
16110;5
16111;6
16112;6
16116;3
16118;3
16121;7
16122;3
16123;7
16124;3
16129;6
16130;6
16135;6
17001;2
17002;1
17003;2
17004;2
17005;2
17006;2
17007;2
17009;3
17010;3
17012;1
17013;1
17014;3
17015;6
17016;2
17017;1
17018;5
17019;5
17020;1
17021;6
17022;1
17024;6
17025;6
17026;1
17027;7
17028;7
17029;2
17030;3
17031;3
17032;3
17033;6
17036;2
17037;3
17038;6
17039;7
17040;7
17041;3
17042;5
17043;7
17044;5
17045;6
17046;6
17047;7
17048;6
17050;6
17101;3
17102;3
17104;3
17105;7
17107;3
17110;2
17111;2
17115;4
17116;5
17117;2
17119;2
18001;6
18002;1
18003;6
18004;6
18005;6
18006;6
18007;6
18008;6
18009;1
18010;2
18011;2
18012;1
18013;6
18014;1
18015;1
18016;1
18017;1
18018;1
18019;1
18020;6
18021;1
18022;1
18023;1
18024;1
18025;1
18026;1
18027;1
18028;1
18029;1
18030;1
18031;2
18032;1
18033;2
18034;1
18035;7
18037;7
18038;2
18039;1
18040;6
18041;6
18042;6
18043;6
18044;6
18045;1
18046;6
18047;2
18048;7
18049;6
18101;2
18102;7
18103;7
18105;1
18107;6
18108;6
18109;1
18110;2
18111;1
18112;5
18113;1
18114;6
18122;7
19001;7
19002;1
19003;6
19004;6
19005;2
19006;2
19007;2
19008;7
19009;5
19010;3
19011;1
19012;1
19013;2
19014;2
19015;2
19016;1
19017;6
19018;6
19019;1
19020;1
19021;1
19023;6
19024;1
19025;1
19026;6
19027;6
19028;1
19029;1
19030;2
19031;1
19033;5
19034;6
19035;2
19036;6
19037;6
19038;1
19039;1
19040;6
19041;1
19043;6
19044;5
19045;5
19046;6
19101;1
19102;6
19103;1
19105;6
19106;5
19109;1
19110;5
19113;1
19114;6
19115;7
19116;6
19117;2
19118;6
19119;6
19120;1
19121;1
19123;1
19124;6
19125;2
20001;6
20002;6
20004;5
20005;6
20006;1
20007;1
20008;6
20009;6
20011;1
20012;1
20013;1
20015;1
20016;1
20017;1
20018;6
20020;1
20021;6
20022;1
20023;1
20024;1
20025;6
20026;1
20027;6
20028;1
20030;1
20031;1
20032;6
20033;2
20034;1
20035;1
20036;1
20037;1
20038;6
20039;1
20040;1
20041;6
20042;1
20043;1
20044;6
20045;6
20047;6
20048;1
20103;6
20104;1
20105;5
20106;1
20107;5
20108;6
20109;1
20110;1
20111;1
20112;1
20113;6
20115;1
20116;1
20117;6
20118;1
20119;1
20120;6
20121;1
20122;6
20131;1
20132;1
20133;6
20503;5
21001;7
21002;3
21003;3
21004;7
21005;4
21006;2
21007;3
21008;3
21009;3
21010;3
21011;3
21012;4
21013;3
21014;4
21015;3
21016;3
21017;4
21018;3
21019;7
21020;7
21021;5
21101;3
21102;3
21103;7
21104;4
21105;3
21106;3
21107;3
21108;3
21109;2
21110;3
21111;7
21112;5
21113;3
21201;1
21202;6
21203;6
21204;6
21205;6
21206;6
21207;6
21208;6
21209;1
21210;1
21211;6
21301;3
21302;3
21303;3
21304;3
21305;4
21306;4
21307;3
21309;7
21310;3
21311;3
21501;3
21502;1
21503;7
21701;1
21702;6
21703;6
21704;2
21706;6
21707;6
22001;3
22002;7
22003;5
22004;5
22005;5
22006;5
22007;7
22008;6
22009;5
22010;5
22011;7
22012;7
22013;4
22014;3
22101;3
22401;6
22402;6
22403;2
22404;6
22405;6
22406;6
22407;6
23001;4
23002;7
23003;3
23004;3
23005;3
23006;3
23007;7
23008;3
23009;7
23010;7
23011;3
28001;3
28002;5
28003;3
31001;5
31002;5
31003;6
31004;6
31005;6
31006;6
31007;6
31008;6
31009;6
31010;6
31011;6
31012;2
31013;6
31701;6
31702;1
31703;1
31704;1
31705;6
31706;6
31707;6
31708;6
31709;6
32001;7
32003;7
32004;4
32006;4
32601;6
32602;6
32603;6
32604;6
32605;6
32606;6
33001;7
33003;7
33005;3
33006;6
33009;7
33010;3
33011;5
33012;7
33013;3
33102;1
33103;6
33104;1
34002;7
34004;1
34005;2
34006;4
34007;3
34008;2
34009;5
34010;4
34011;4
35001;3
35002;3
35003;3
35004;6
35005;6
35006;5
35007;7
35008;6
35009;7
35010;1
35011;1
35012;6
35013;6
35014;7
41101;7
41102;6
41103;6
41201;6
41202;7
41203;2
41301;6
41302;6
41601;2
41602;2
41603;5
41604;5
41605;2
42002;3
42006;3
42007;1
42008;3
42009;2
42010;3
42012;6
42013;1
42014;3
42015;6
42016;6
42201;3
42202;3
42203;3
42205;3
42206;3
42207;7
42208;2
42501;3
42502;3
42504;6
42505;3
42701;6
42702;6
42703;6
42704;6
42705;6
42706;6
42707;6
43001;5
43002;5
43003;5
43004;2
43005;5
43006;3
43007;7
43008;2
43009;2
43010;2
43401;3
44101;3
44102;2
