"P1";"P2";"P3";"time"
0,70652274362294;0,27312797967311;0,299683032770441;2017-03-08 00:00:00
0,710587134009917;0,265172229330478;0,30767272817302;2017-03-08 00:20:00
0,701736256658376;0,262459583214445;0,31620423691659;2017-03-08 00:40:00
0,691939407710351;0,260848689441151;0,326968771257486;2017-03-08 01:00:00
0,690785397854623;0,247802728253265;0,335754981419104;2017-03-08 01:20:00
0,68572226826704;0,256905667963676;0,340900379838782;2017-03-08 01:40:00
0,680701386312065;0,255186727808113;0,355657546927159;2017-03-08 02:00:00
0,677846426699478;0,249456627798271;0,355725463649878;2017-03-08 02:20:00
0,672470958055862;0,255942930590673;0,362629464240262;2017-03-08 02:40:00
0,657066228878887;0,232783533862773;0,3439464279578;2017-03-08 03:00:00
0,643440188408379;0,237187523047813;0,366043951424735;2017-03-08 03:20:00
0,648410175615018;0,24787468542211;0,376190989115297;2017-03-08 03:40:00
0,645618543316648;0,244101828881482;0,385931483109148;2017-03-08 04:00:00
0,643201141830292;0,247895753619544;0,390638349651848;2017-03-08 04:20:00
0,632629130745266;0,243385501075358;0,394986021463068;2017-03-08 04:40:00
0,636364506813342;0,24142594814629;0,396850089528739;2017-03-08 05:00:00
0,634243002113297;0,255105549986783;0,394512406142637;2017-03-08 05:20:00
0,639083616068292;0,252769103119958;0,385912062848325;2017-03-08 05:40:00
0,635203245189073;0,261611558614122;0,387679558845981;2017-03-08 06:00:00
0,629223931935243;0,257586548701743;0,383579401048917;2017-03-08 06:20:00
0,626668990763428;0,263434264196926;0,378661081725302;2017-03-08 06:40:00
0,61969681897407;0,268625790652503;0,369365295220736;2017-03-08 07:00:00
0,593048281656964;0,279990028943368;0,357972364007892;2017-03-08 07:20:00
0,567983935088866;0,306494725562535;0,345336225207533;2017-03-08 07:40:00
0,54937978386098;0,335412714254283;0,303926523311177;2017-03-08 08:00:00
0,504843766295318;0,376334644600861;0,267501316638177;2017-03-08 08:20:00
0,466924278494998;0,474615473701628;0,220062925921934;2017-03-08 08:40:00
0,463555914550289;0,598071208317487;0,187115231962022;2017-03-08 09:00:00
0,463321352815144;0,683653448328003;0,179351972905181;2017-03-08 09:20:00
0,487001390481558;0,73493703281244;0,177147658073504;2017-03-08 09:40:00
0,50117623186809;0,755961112332182;0,173364520472086;2017-03-08 10:00:00
0,49681622966305;0,76064191676449;0,173928098672188;2017-03-08 10:20:00
0,505845254042467;0,769839782639238;0,179376775044837;2017-03-08 10:40:00
0,512688134097035;0,762895699022486;0,180668952797163;2017-03-08 11:00:00
0,508065096158381;0,761262414356786;0,169824014165303;2017-03-08 11:20:00
0,511371044418561;0,750814374103702;0,176862396679893;2017-03-08 11:40:00
0,51963757794098;0,747817851634214;0,169921011121638;2017-03-08 12:00:00
0,511633628795084;0,719989264581437;0,167560961639565;2017-03-08 12:20:00
0,525612273294816;0,726391880651685;0,175085641238748;2017-03-08 12:40:00
0,528909131686353;0,723881898779774;0,166643478005596;2017-03-08 13:00:00
0,529038284493153;0,72110255568414;0,164298479521098;2017-03-08 13:20:00
0,525754561230897;0,727247232572346;0,16202975622962;2017-03-08 13:40:00
0,536783436055004;0,750580214708872;0,156408597346936;2017-03-08 14:00:00
0,530904119553857;0,743910483002277;0,157645219063367;2017-03-08 14:20:00
0,53988664281071;0,746831102895936;0,151699633295554;2017-03-08 14:40:00
0,545611893394434;0,746872466960738;0,151110886934347;2017-03-08 15:00:00
0,537755267576097;0,745268813562445;0,14951651289569;2017-03-08 15:20:00
0,546243963223796;0,745943091591565;0,141367178172908;2017-03-08 15:40:00
0,550272834925489;0,733512381571035;0,144082514984649;2017-03-08 16:00:00
0,553581385060281;0,725718051347853;0,146134028572133;2017-03-08 16:20:00
0,556578158803045;0,72367172575616;0,143032793068377;2017-03-08 16:40:00
0,552570220527035;0,688017052448303;0,141918942340775;2017-03-08 17:00:00
0,561959058865586;0,660271359519041;0,138562008224457;2017-03-08 17:20:00
0,562599189278558;0,62167224731389;0,142475089714882;2017-03-08 17:40:00
0,568433092344725;0,593578077634391;0,143704415740725;2017-03-08 18:00:00
0,577783228569145;0,539050937410101;0,146827722469439;2017-03-08 18:20:00
0,595019705286309;0,488141994647401;0,15357255173098;2017-03-08 18:40:00
0,615832318040226;0,418185743687451;0,1660720349976;2017-03-08 19:00:00
0,631508544599391;0,405161329350963;0,170535428326986;2017-03-08 19:20:00
0,643893313538343;0,369324835202845;0,189956493654338;2017-03-08 19:40:00
0,67029060819172;0,358352151978022;0,192624399856779;2017-03-08 20:00:00
0,687571152039072;0,355301295900025;0,205198755472446;2017-03-08 20:20:00
0,707420949038073;0,34123519410276;0,219431636042027;2017-03-08 20:40:00
0,724989190595276;0,331645319339054;0,224228580504361;2017-03-08 21:00:00
0,724946158929813;0,331828620064748;0,227918929372994;2017-03-08 21:20:00
0,737493270262037;0,320630288763003;0,230430191861003;2017-03-08 21:40:00
0,72678050674237;0,31093785683119;0,231966158702904;2017-03-08 22:00:00
0,736628151953737;0,308925160715187;0,232937081169368;2017-03-08 22:20:00
0,738171948299882;0,2929979757461;0,23432741420915;2017-03-08 22:40:00
0,733217964336105;0,296287782658907;0,244912990820152;2017-03-08 23:00:00
0,735062357941313;0,292876327051085;0,244597983724272;2017-03-08 23:20:00
0,736400652459411;0,281711727569044;0,255008223033049;2017-03-08 23:40:00
0,732435798300713;0,280721752872629;0,264442150637609;2017-03-09 00:00:00
0,730406682691825;0,269480580557653;0,272263920419909;2017-03-09 00:20:00
0,730711815496447;0,270561860501159;0,278503775898953;2017-03-09 00:40:00
0,725322070182688;0,267380235837208;0,282460129719701;2017-03-09 01:00:00
0,720427056165115;0,265477922626108;0,29385835908736;2017-03-09 01:20:00
0,715592690530286;0,270374969155499;0,298170668625352;2017-03-09 01:40:00
0,710400087105126;0,263245124139429;0,304025448533559;2017-03-09 02:00:00
0,705124440026025;0,265571705881904;0,31163645365988;2017-03-09 02:20:00
0,704025565621344;0,259702139927415;0,315476540935309;2017-03-09 02:40:00
0,68659119000566;0,255982145905861;0,320706540973754;2017-03-09 03:00:00
0,682655735988028;0,250251453204908;0,327727650641681;2017-03-09 03:20:00
0,687676473373493;0,248977235780556;0,333204672387;2017-03-09 03:40:00
0,676549018004318;0,255900091668065;0,345148772819329;2017-03-09 04:00:00
0,677263236597698;0,249024439562952;0,350325702754191;2017-03-09 04:20:00
0,674707673364445;0,252410446868666;0,358329921330076;2017-03-09 04:40:00
0,66810621017558;0,251308905404993;0,35659219138164;2017-03-09 05:00:00
0,670815415112251;0,25689785786848;0,355410678735762;2017-03-09 05:20:00
0,670149353294533;0,256678708468925;0,353555264959965;2017-03-09 05:40:00
0,668809752007213;0,260678387880948;0,354526106973137;2017-03-09 06:00:00
0,672275924410432;0,272615110346042;0,345725353602757;2017-03-09 06:20:00
0,660132493049054;0,260363064446147;0,355645505261266;2017-03-09 06:40:00
0,648858711194389;0,269354427539179;0,340460414952453;2017-03-09 07:00:00
0,631763336957379;0,288011924514495;0,326804603695504;2017-03-09 07:20:00
0,606305307877065;0,299448251688517;0,322997295689659;2017-03-09 07:40:00
0,595557174522782;0,346254456844353;0,293982905585106;2017-03-09 08:00:00
0,559478444718244;0,394665051225473;0,264157611001892;2017-03-09 08:20:00
0,530553739420538;0,44564180015083;0,230969262372364;2017-03-09 08:40:00
0,516751685900058;0,535897504457848;0,210116843810621;2017-03-09 09:00:00
0,515868366051363;0,608321105404237;0,197428718844955;2017-03-09 09:20:00
0,534788794030825;0,652584586061272;0,198764109518947;2017-03-09 09:40:00
0,53191425375721;0,673672974416453;0,196246340252332;2017-03-09 10:00:00
0,545254450887558;0,679231028489096;0,200651186150236;2017-03-09 10:20:00
0,533750603838143;0,679702143706983;0,202425825605048;2017-03-09 10:40:00
0,532379173538924;0,673618581828587;0,199050879731126;2017-03-09 11:00:00
0,545827084150341;0,670578402097749;0,197362754951343;2017-03-09 11:20:00
0,539236895581326;0,675647267548703;0,197122285219698;2017-03-09 11:40:00
0,539483269062051;0,659135304570618;0,192869955499064;2017-03-09 12:00:00
0,534663872113208;0,637836741584785;0,199633792002496;2017-03-09 12:20:00
0,555943149634065;0,632095426485132;0,195491744894179;2017-03-09 12:40:00
0,553524849715988;0,633043329999908;0,187320985152832;2017-03-09 13:00:00
0,552103751381863;0,640564548557079;0,188392796536188;2017-03-09 13:20:00
0,563558433709722;0,617203063216193;0,195323639444169;2017-03-09 13:40:00
0,565672884396791;0,66687367952187;0,177238025783987;2017-03-09 14:00:00
0,565362730361373;0,66082557860117;0,181672031013317;2017-03-09 14:20:00
0,578675123018866;0,643987709973032;0,177166803293883;2017-03-09 14:40:00
0,576704262855425;0,665462893756314;0,169813509667368;2017-03-09 15:00:00
0,581301477134204;0,652057631367349;0,167880530843785;2017-03-09 15:20:00
0,583973643306903;0,671557304813544;0,163213053634764;2017-03-09 15:40:00
0,587374343834014;0,650466534913338;0,172210113504995;2017-03-09 16:00:00
0,58938987661664;0,646375856750299;0,16733270044391;2017-03-09 16:20:00
0,584727781871413;0,639803476240119;0,168669561184986;2017-03-09 16:40:00
0,582679134993796;0,608659082579104;0,167357018176068;2017-03-09 17:00:00
0,582057999904992;0,598501430104048;0,163796537680235;2017-03-09 17:20:00
0,584385211932128;0,559390472472377;0,165949698048408;2017-03-09 17:40:00
0,580737264265879;0,529869524924975;0,167295644704625;2017-03-09 18:00:00
0,593801276300294;0,479769660664143;0,168836859732499;2017-03-09 18:20:00
0,604849491460427;0,4436098282173;0,174884242516807;2017-03-09 18:40:00
0,615350814461921;0,397264649742825;0,186997798723972;2017-03-09 19:00:00
0,636616632011447;0,381600065752719;0,188330264184837;2017-03-09 19:20:00
0,644994994108157;0,354984887768312;0,199790642765589;2017-03-09 19:40:00
0,671874147784949;0,339401017577846;0,201874547655164;2017-03-09 20:00:00
0,686187069818736;0,333335986489458;0,221837142344221;2017-03-09 20:20:00
0,703035241665989;0,316298427536173;0,22516193472065;2017-03-09 20:40:00
0,708014879139774;0,317386175642455;0,236690922809316;2017-03-09 21:00:00
0,714390505232822;0,322582004573325;0,24108896447749;2017-03-09 21:20:00
0,717300069883132;0,294627324524381;0,238389751550079;2017-03-09 21:40:00
0,720363499866905;0,295070467323958;0,240475148288451;2017-03-09 22:00:00
0,724544336368452;0,281747052905758;0,244542574060605;2017-03-09 22:20:00
0,712250641604051;0,274265656483702;0,252315926033776;2017-03-09 22:40:00
0,720623408332095;0,273046179530091;0,250569483060275;2017-03-09 23:00:00
0,729908808598074;0,259313997375931;0,257228142459775;2017-03-09 23:20:00
0,712342548775543;0,255521158723256;0,264134947957159;2017-03-09 23:40:00
0,726596341467879;0,248131086045198;0,272638231044835;2017-03-10 00:00:00
0,715293936897591;0,260608666333101;0,281733520585269;2017-03-10 00:20:00
0,716231926436195;0,248910450036264;0,287980733533672;2017-03-10 00:40:00
0,713499928742887;0,248911211760178;0,296442090927508;2017-03-10 01:00:00
0,706640143864224;0,247532949991886;0,301103679140759;2017-03-10 01:20:00
0,709767415894967;0,243738388929529;0,309172844387444;2017-03-10 01:40:00
0,703231084130683;0,248405496606863;0,314497600134201;2017-03-10 02:00:00
0,699797682361721;0,241624383515296;0,317835564982288;2017-03-10 02:20:00
0,694499844945902;0,248043987090949;0,321687146360662;2017-03-10 02:40:00
0,674473386206108;0,242965657566813;0,318370801683876;2017-03-10 03:00:00
0,681238893577804;0,234834071491316;0,318952171818919;2017-03-10 03:20:00
0,677834039703254;0,241476469477423;0,340495560767138;2017-03-10 03:40:00
0,674206633015235;0,24475277224861;0,343571985235736;2017-03-10 04:00:00
0,677342562796942;0,237892203301098;0,345951003821212;2017-03-10 04:20:00
0,66739530211083;0,243677501487921;0,35249769848535;2017-03-10 04:40:00
0,668827211431736;0,24281502118578;0,351555090178796;2017-03-10 05:00:00
0,666333850418353;0,241227273540498;0,351735228103366;2017-03-10 05:20:00
0,669328448945469;0,244620393452411;0,345189645185123;2017-03-10 05:40:00
0,662634197640657;0,251904921756735;0,349614397884013;2017-03-10 06:00:00
0,665888045395509;0,248463845488549;0,344337239792088;2017-03-10 06:20:00
0,660722511790474;0,255001799433181;0,341108075090032;2017-03-10 06:40:00
0,646970800472912;0,26323336276728;0,326816826093387;2017-03-10 07:00:00
0,626605917760211;0,270674939164519;0,325360738303655;2017-03-10 07:20:00
0,604694717377258;0,300140311995906;0,312821076261445;2017-03-10 07:40:00
0,588622106475912;0,328616853974411;0,291171191947503;2017-03-10 08:00:00
0,555465370966437;0,386636005378195;0,249835780818604;2017-03-10 08:20:00
0,512825735400797;0,433497800481151;0,218064301244326;2017-03-10 08:40:00
0,499279285296665;0,534604562664259;0,199161424603163;2017-03-10 09:00:00
0,504539426498998;0,622242094826813;0,187751063215207;2017-03-10 09:20:00
0,512629275293764;0,652555344422103;0,196849125622453;2017-03-10 09:40:00
0,519333364582504;0,672116143445969;0,19033966810621;2017-03-10 10:00:00
0,529608906719135;0,676623537988665;0,196896728094298;2017-03-10 10:20:00
0,531400405509649;0,68695659650165;0,194538422070567;2017-03-10 10:40:00
0,521039567630938;0,687212184974269;0,195682375456762;2017-03-10 11:00:00
0,527036120377447;0,676710529059786;0,191374293591646;2017-03-10 11:20:00
0,528792402288301;0,668623396442936;0,196960524757258;2017-03-10 11:40:00
0,533430559274284;0,657707274848521;0,19386990177702;2017-03-10 12:00:00
0,537258335236796;0,653831676945102;0,186305511452916;2017-03-10 12:20:00
0,529292458097154;0,625870881131554;0,19244504406314;2017-03-10 12:40:00
0,543290945872395;0,647270314155329;0,181963032100904;2017-03-10 13:00:00
0,550745136957273;0,646350328380424;0,185726648532436;2017-03-10 13:20:00
0,547164081544174;0,646248095889676;0,17605832068547;2017-03-10 13:40:00
0,545665345811391;0,665157773597344;0,182372255021699;2017-03-10 14:00:00
0,555292216778714;0,670730983871776;0,179622981714718;2017-03-10 14:20:00
0,558584351239381;0,663328629138483;0,178720448650384;2017-03-10 14:40:00
0,560436173679373;0,669971585975946;0,17646145815469;2017-03-10 15:00:00
0,553214402075364;0,660040302010914;0,174119101528669;2017-03-10 15:20:00
0,568635498686593;0,661532910895105;0,178117110686205;2017-03-10 15:40:00
0,548687039081857;0,648976666624508;0,180643541770894;2017-03-10 16:00:00
0,561356135207555;0,630333814251899;0,175633062029421;2017-03-10 16:20:00
0,559427942786055;0,632371829956316;0,167790797729049;2017-03-10 16:40:00
0,561266427902398;0,597870033279393;0,178660579245791;2017-03-10 17:00:00
0,552654448786364;0,570607161963752;0,181586711156792;2017-03-10 17:20:00
0,561015262079292;0,547681411487573;0,178318234364505;2017-03-10 17:40:00
0,564400735126719;0,505273235095179;0,184032903959407;2017-03-10 18:00:00
0,581809204534675;0,453256756818543;0,189908295631934;2017-03-10 18:20:00
0,595668206569394;0,410322715609227;0,196252387460065;2017-03-10 18:40:00
0,598273120700922;0,371658842376495;0,201440753831027;2017-03-10 19:00:00
0,62504966119069;0,348542887874022;0,206269628970199;2017-03-10 19:20:00
0,65156784311304;0,319944158983637;0,221254547380364;2017-03-10 19:40:00
0,661238742496778;0,303890650268737;0,236820448428659;2017-03-10 20:00:00
0,678981621850006;0,303382272789642;0,235048368987247;2017-03-10 20:20:00
0,696206357607355;0,283375252435935;0,24856794803054;2017-03-10 20:40:00
0,70778301326;0,284476563422271;0,258812524904307;2017-03-10 21:00:00
0,712354189537423;0,277416513766127;0,265190449093866;2017-03-10 21:20:00
0,715899873245854;0,264772119543376;0,269699034622734;2017-03-10 21:40:00
0,726989266511398;0,261688708588126;0,266812914729537;2017-03-10 22:00:00
0,717167744456978;0,259483820611372;0,264591811187875;2017-03-10 22:20:00
0,732483263443868;0,253391362824269;0,272957086408935;2017-03-10 22:40:00
0,720564871195399;0,245101527226719;0,268975930153271;2017-03-10 23:00:00
0,713338385090916;0,239527887414431;0,279655376792417;2017-03-10 23:20:00
0,719951957257273;0,237548783217315;0,285285114518035;2017-03-10 23:40:00
0,715576575712294;0,236127690252265;0,294073725111003;2017-03-11 00:00:00
0,713249334866721;0,225332276181626;0,299041836960384;2017-03-11 00:20:00
0,712876956744108;0,223443860370459;0,305903554830741;2017-03-11 00:40:00
0,698042140961527;0,221943184611275;0,313672172842943;2017-03-11 01:00:00
0,697871464801617;0,218106939229355;0,322047387079254;2017-03-11 01:20:00
0,694930840587059;0,218705004838002;0,332907326742131;2017-03-11 01:40:00
0,688533560406541;0,221510496871446;0,334906441037171;2017-03-11 02:00:00
0,686202993617544;0,21655367270659;0,34007481741535;2017-03-11 02:20:00
0,684066319509971;0,218270823079987;0,344081758241332;2017-03-11 02:40:00
0,677304926965755;0,205123665604408;0,345717350606462;2017-03-11 03:00:00
0,662643780788444;0,207333238696095;0,353010287042754;2017-03-11 03:20:00
0,669590991498342;0,212084475649891;0,358659447123145;2017-03-11 03:40:00
0,666406401501462;0,210327463546945;0,365982977955745;2017-03-11 04:00:00
0,658499792796914;0,215111990670465;0,373027434842373;2017-03-11 04:20:00
0,662891946148814;0,218682831264331;0,36847505521689;2017-03-11 04:40:00
0,657643708624708;0,21562906665442;0,377791548345202;2017-03-11 05:00:00
