"number";"cluster"
19020;2
19021;3
19023;2
19024;3
19025;2
19026;2
19027;2
19028;2
19029;3
19030;3
19031;3
19033;2
19034;2
19035;3
19036;2
19037;2
19038;2
19039;2
19040;2
19041;2
19043;2
19044;2
19045;2
19046;2
19101;2
19102;2
19103;2
19105;2
19106;2
19109;2
19110;2
19113;2
19114;2
19115;1
19116;2
19117;3
19118;2
19119;2
19120;2
19121;2
19123;3
19124;2
19125;3
20001;2
20002;2
20004;2
20005;2
20006;3
20007;3
20008;2
20009;2
20011;3
20012;3
20013;2
20015;2
20016;2
20017;2
20018;2
20020;2
20021;2
20022;2
20023;2
20024;2
20025;2
20026;2
20027;2
20028;2
20030;2
20031;2
20032;2
20033;3
20034;2
20035;2
20036;2
20037;2
20038;2
20039;3
20040;2
20041;2
20042;2
20043;2
20044;2
20045;2
20047;2
20048;2
20103;2
20104;2
20105;2
20106;2
20107;2
20108;2
20109;2
20110;2
20111;2
20112;2
20113;2
20115;2
20116;2
20117;2
20118;3
20119;2
20120;2
20121;2
20122;2
20131;2
20132;3
20133;2
20503;2
21001;1
21002;1
21003;1
21004;1
21005;1
21006;3
21007;1
21008;1
21009;1
21010;1
21011;1
21012;1
21013;1
21014;1
21015;1
21016;1
21017;1
21018;1
21019;1
21020;1
21021;2
21101;1
21102;1
21103;1
21104;1
21105;1
21106;1
21107;1
21108;1
21109;1
21110;1
21111;1
21112;1
21113;1
21201;2
21202;2
21203;2
21204;2
21205;2
21206;2
21207;2
21208;2
21209;2
21210;2
21211;2
21301;1
21302;1
21303;1
21304;1
21305;1
21306;1
21307;1
21309;1
21310;1
21311;1
21501;1
21502;2
21503;1
21701;3
21702;2
21703;2
21704;3
21706;2
21707;2
22001;1
22002;2
22003;1
22004;2
22005;2
22006;2
22007;3
22008;2
22009;2
22010;2
22011;2
22012;3
22013;1
22014;1
22101;1
22401;2
22402;2
22403;3
22404;2
22405;2
22406;2
22407;2
23001;1
23002;1
23003;1
23004;1
23005;1
23006;1
23007;1
23008;1
23009;1
23010;1
23011;1
28001;1
28002;2
28003;1
31001;2
31002;2
31003;2
31004;2
31005;2
31006;2
31007;2
31008;2
31009;2
31010;2
31011;2
31012;3
31013;2
31701;2
31702;2
31703;2
31704;3
31705;2
31706;2
31707;2
31708;2
31709;2
32001;1
32003;1
32004;1
32006;1
32601;2
32602;2
32603;2
32604;2
32605;2
32606;2
33001;1
33003;1
33005;1
33006;2
33009;2
33010;1
33011;2
33012;1
33013;1
33102;2
33103;2
33104;2
34002;1
34004;2
34005;3
34006;1
34007;1
34008;3
34009;1
34010;1
34011;1
35001;1
35002;1
35003;1
35004;2
35005;2
35006;2
35007;3
35008;2
35009;3
35010;2
35011;2
35012;2
35013;2
35014;3
41101;1
41102;2
41103;2
41201;2
41202;1
41203;3
41301;2
41302;2
41601;3
41602;3
41603;2
41604;2
41605;3
42002;1
42006;1
42007;3
42008;1
42009;3
42010;1
42012;2
42013;2
42014;1
42015;2
42016;2
42201;1
42202;1
42203;1
42205;1
42206;1
42207;1
42208;3
42501;1
42502;1
42504;2
42505;1
42701;2
42702;2
42703;2
42704;2
42705;2
42706;2
42707;2
43001;2
43002;2
43003;2
43004;3
43005;2
43006;1
43007;3
43008;3
43009;3
43010;3
43401;1
44101;1
44102;3
