"number";"cluster"
903;1
905;1
906;2
908;1
1001;1
1002;1
1003;1
1004;1
1005;1
1006;1
1007;1
1009;1
1010;1
1012;1
1013;1
1014;1
1015;1
1016;1
1017;1
1018;1
1019;1
1020;1
1022;1
1023;1
1024;1
1025;1
1026;1
1102;1
1116;1
2001;1
2002;1
2003;1
2004;1
2005;1
2006;1
2007;1
2008;2
2009;2
2010;2
2011;1
2012;2
2013;2
2014;1
2015;1
2016;1
2017;1
2020;1
2021;1
2022;2
2101;1
2102;2
2107;1
2108;2
3001;1
3002;1
3003;1
3004;1
3005;1
3006;1
3007;1
3008;1
3009;1
3010;1
3011;1
3012;1
3013;1
3014;1
3101;1
4001;1
4002;1
4003;1
4005;1
4006;1
4007;1
4009;1
4010;1
4011;1
4012;1
4013;1
4014;1
4015;1
4016;1
4017;1
4018;1
4019;1
4020;1
4021;1
4101;1
4103;1
4104;1
4105;1
4107;1
5001;1
5002;1
5003;2
5004;2
5005;2
5006;2
5007;1
5008;1
5009;1
5010;2
5012;2
5013;2
5014;2
5015;2
5016;2
5017;2
5018;1
5019;1
5020;1
5021;1
5022;1
5023;2
5024;2
5026;1
5027;1
5028;1
5029;2
5030;1
5031;2
5032;2
5033;1
5034;1
5035;2
5104;1
5105;1
5106;2
5107;1
5110;2
6001;1
6002;1
6003;1
6004;3
6005;2
6006;2
6007;2
6008;2
6009;2
6010;2
6012;1
6013;1
6014;1
6015;1
6016;1
6017;1
6018;2
6020;1
6021;1
6022;1
6024;1
6025;2
6026;1
6027;3
6028;1
6029;2
6030;2
6031;1
6032;1
6103;1
6104;2
6107;1
6108;3
7001;1
7002;3
7003;2
7004;2
7005;2
7006;1
7007;1
7008;1
7009;2
7010;2
7011;1
7012;3
7013;1
7014;1
7015;1
7016;1
7017;1
7018;1
7019;1
7020;1
7021;1
7022;1
7023;1
7024;1
7025;1
7026;1
7101;1
7102;2
7103;1
8001;1
8002;1
8003;2
8004;1
8005;1
8007;1
8008;1
8009;1
8010;2
8011;2
8012;2
8013;2
8015;2
8016;1
8017;1
8018;1
8019;2
8020;2
8025;1
8026;2
8027;3
8028;2
8029;1
8030;2
8031;1
8032;1
8033;2
8034;2
8035;2
8036;2
8037;2
8038;2
8039;2
8040;2
8041;2
8044;2
8045;1
8046;1
8047;2
8048;2
8049;2
8050;1
8051;2
8052;2
8053;2
8054;2
8055;2
8056;2
8057;2
8101;2
8102;2
8103;2
8104;2
8105;2
8110;2
8113;1
8115;2
8549;2
9001;3
9002;3
9003;2
9004;2
9005;2
9006;2
9007;2
9008;3
9009;1
9010;1
9011;1
9012;1
9013;1
9014;1
9015;1
9016;3
9017;2
9018;2
9019;2
9020;3
9021;3
9022;2
9023;2
9024;2
9025;2
9026;3
9027;2
9028;2
9029;3
9030;2
9031;2
9032;1
9033;1
9034;1
9035;2
9036;3
9037;2
9038;2
9039;1
9101;1
9102;2
9104;1
9106;1
9108;3
9111;1
9113;1
10001;1
10002;1
10003;1
10004;1
10005;1
10006;1
10007;1
10008;1
10009;1
10010;1
10011;1
10012;1
10013;1
10014;1
10015;3
10016;3
10017;1
10018;3
10019;1
10020;3
10021;3
10022;3
10023;3
10024;3
10025;3
10026;2
10027;2
10028;2
10029;2
10031;2
10032;3
10033;2
10034;2
10035;2
10036;2
10037;2
10038;2
10039;2
10040;2
10041;2
10042;1
10105;1
10107;2
10110;2
10111;1
10113;3
10114;1
10115;3
10151;2
10152;3
10153;2
10161;2
11001;1
11002;1
11003;1
11004;1
11006;1
11007;1
11008;1
11009;3
11010;3
11011;1
11012;3
11013;2
11014;2
11016;2
11017;2
11018;3
11019;3
11020;1
11021;2
11022;1
11023;3
11024;3
11025;1
11026;3
11027;3
11028;2
11029;3
11030;3
11031;3
11032;3
11033;1
11034;3
11035;3
11036;1
11037;1
11038;1
11039;1
11040;1
11041;1
11042;1
11043;1
11044;1
11045;1
11046;1
11101;1
11102;3
11103;1
11104;3
11105;3
11107;1
11109;3
11110;3
11111;3
11112;1
11113;3
12001;1
12002;1
12003;1
12004;1
12005;1
12007;1
12008;1
12009;1
12010;1
12011;1
12012;1
12013;3
12014;2
12015;2
12016;3
12017;1
12018;2
12019;3
12020;2
12021;2
12022;1
12023;3
12024;1
12026;1
12027;1
12028;2
12029;3
12030;1
12031;1
12032;1
12033;1
12034;2
12035;3
12036;2
12037;2
12038;3
12039;1
12040;2
12041;1
12042;1
12043;1
12101;1
12102;1
12105;1
12106;1
12107;3
12108;1
12109;1
12110;1
12111;3
12112;3
12113;1
12114;3
12115;2
12119;1
12120;2
12122;1
12123;1
12124;1
12125;1
12126;1
12127;1
12128;1
12130;2
12151;1
13001;3
13002;3
13004;1
13005;1
13006;1
13007;3
13008;2
13009;2
13010;2
13011;2
13013;1
13014;1
13015;1
13016;1
13017;2
13018;2
13019;1
13020;2
13021;3
13022;3
13023;3
13024;3
13025;1
13026;3
13027;3
13028;1
13029;2
13030;2
13031;2
13032;2
13033;2
13034;2
13035;2
13036;2
13037;2
13038;3
13039;2
13040;2
13041;2
13042;3
13043;3
13044;3
13045;3
13046;1
13047;1
13048;1
13050;2
13052;2
13053;1
13054;1
13055;2
13101;1
13102;2
13103;2
13104;1
13106;2
13107;1
13109;1
13110;3
13111;1
13113;2
13114;2
13116;2
13117;2
13118;1
13120;1
13122;2
13151;1
13514;1
14001;3
14002;2
14003;2
14004;2
14005;2
14006;2
14007;3
14008;2
14009;3
14010;2
14011;3
14012;3
14013;3
14014;2
14015;2
14016;2
14018;2
14019;2
14020;2
14021;2
14023;2
14024;2
14025;3
14026;2
14027;2
14028;3
14029;2
14030;2
14031;3
14032;2
14033;3
14034;2
14035;2
14036;2
14037;2
14101;3
14103;2
14104;2
14106;2
14107;2
14108;2
14110;3
14111;2
14112;2
14113;2
14114;2
14115;2
14116;2
14117;2
14120;2
14122;3
14124;2
14125;3
14127;2
15001;1
15002;3
15003;2
15004;2
15005;2
15008;3
15009;1
15010;1
15011;3
15012;3
15013;3
15014;2
15016;3
15017;3
15018;3
15019;2
15020;1
15023;2
15024;2
15025;1
15026;1
15027;2
15028;1
15029;1
15031;3
15032;1
15033;1
15034;1
15035;1
15036;1
15037;3
15038;3
15039;3
15040;3
15041;2
15042;2
15043;2
15044;2
15045;3
15046;3
15047;2
15048;2
15049;2
15051;3
15052;1
15053;3
15054;3
15055;1
15056;1
15058;2
15059;3
15060;3
15061;1
15064;1
15065;1
15067;1
15068;2
15069;1
15070;2
15071;1
15072;1
15102;1
15103;1
15104;2
15105;1
15106;1
15107;1
15109;1
15110;1
15111;3
15112;2
15113;2
15114;2
15115;2
15118;2
15120;1
15122;3
15123;1
15125;1
15126;1
16001;2
16002;2
16003;1
16004;2
16005;2
16006;2
16007;2
16008;2
16009;2
16010;2
16011;2
16012;2
16013;2
16014;2
16015;2
16016;2
16017;2
16018;2
16019;2
16020;2
16021;2
16022;2
16023;2
16024;1
16025;1
16026;3
16027;3
16028;1
16029;1
16030;1
16031;2
16032;2
16033;1
16034;3
16035;2
16036;1
16037;1
16038;1
16039;1
16040;1
16041;1
16042;1
16043;2
16044;3
16101;2
16102;2
16103;2
16104;2
16105;2
16107;2
16108;2
16110;2
16111;2
16112;2
16116;1
16118;1
16121;1
16122;1
16123;1
16124;1
16129;2
16130;2
16135;2
17001;3
17002;2
17003;3
17004;3
17005;3
17006;3
17007;3
17009;1
17010;1
17012;2
17013;3
17014;1
17015;2
17016;3
17017;3
17018;2
17019;2
17020;2
17021;2
17022;3
17024;2
17025;2
17026;3
17027;2
17028;1
17029;3
17030;1
17031;1
17032;1
17033;2
17036;3
17037;1
17038;2
17039;3
17040;3
17041;1
17042;2
17043;3
17044;2
17045;2
17046;2
17047;3
17048;2
17050;2
17101;1
17102;1
17104;1
17105;2
17107;1
17110;3
17111;3
17115;1
17116;2
17117;3
17119;3
18001;2
18002;2
18003;2
18004;2
18005;2
18006;2
18007;2
18008;2
18009;3
18010;3
18011;3
18012;3
18013;2
18014;2
18015;2
18016;2
18017;2
18018;3
18019;2
18020;2
18021;2
18022;2
18023;2
18024;2
18025;2
18026;2
18027;3
18028;3
18029;3
18030;3
18031;3
18032;2
18033;3
18034;2
18035;1
18037;3
18038;3
18039;2
18040;2
18041;2
18042;2
18043;2
18044;2
18045;2
18046;2
18047;3
18048;3
18049;2
18101;3
18102;3
18103;1
18105;3
18107;2
18108;2
18109;3
18110;3
18111;2
18112;2
18113;2
18114;2
18122;3
19001;3
19002;3
19003;2
19004;2
19005;3
19006;3
19007;3
19008;3
19009;2
19010;1
19011;3
19012;2
19013;3
19014;3
19015;3
19016;3
19017;2
19018;2
19019;3
