"P1";"P2";"P3";"P4";"P5";"P6";"P7";"P8";"P9";"time"
0,2519924766071;0,487002597001876;0,636018459668578;0,446324460300357;0,356858360173613;0,126783035329293;0,480689109802116;0,509220869960351;0,297807791889969;2017-03-11 09:00:00
0,210220998047674;0,552358107898931;0,675183686077466;0,516299638676493;0,35804245760517;0,142666012797273;0,442102486695855;0,550112571583468;0,256319331255182;2017-03-11 09:20:00
0,192257147613728;0,592183763018917;0,676815801777307;0,555202269237431;0,360218326742898;0,139392949857278;0,433207309795852;0,57540061006519;0,229245975018673;2017-03-11 09:40:00
0,192752254033786;0,586864735170454;0,700474496720486;0,557518046802078;0,364012955934728;0,144781851741125;0,439814673363779;0,558961865726573;0,21872293811202;2017-03-11 10:00:00
0,179660168176591;0,607335532289936;0,712466870104738;0,572564699689942;0,349851912980559;0,149535890953855;0,437136948029934;0,585637127155794;0,217054864932108;2017-03-11 10:20:00
0,184036854428219;0,618326294100849;0,70716269190098;0,584444913762288;0,34649273596098;0,136074677971216;0,425300483403441;0,577481314540324;0,209295854466151;2017-03-11 10:40:00
0,177265791343137;0,641804844945748;0,708696077900643;0,565797658995341;0,360756764623964;0,146159385454961;0,42976916846496;0,573805048013516;0,208279348227243;2017-03-11 11:00:00
0,189973850985477;0,625952606695483;0,702483173893631;0,555114605696677;0,349114150583909;0,136955161962325;0,417746555092442;0,593247924149279;0,213141317472155;2017-03-11 11:20:00
0,169749935023077;0,641174094184297;0,699738032320471;0,561320400440791;0,359478135872169;0,142753199625998;0,43743545522433;0,553654269203324;0,222815217039074;2017-03-11 11:40:00
0,167055734887544;0,640540312065099;0,688090310578126;0,53117752480873;0,335835057149972;0,146943127997768;0,420727742777336;0,563817866400952;0,196980763005944;2017-03-11 12:00:00
0,161609851619339;0,639004725150508;0,703317731430297;0,496798666551143;0,346681582226756;0,132261378604972;0,438122954788789;0,559435935173182;0,211726261304548;2017-03-11 12:20:00
0,144589477082008;0,626472111252001;0,701792420569061;0,485757991603576;0,345243049176541;0,133738448462885;0,452788215993726;0,536013333313301;0,219386212376756;2017-03-11 12:40:00
0,161956702627145;0,644506219986254;0,715792866447041;0,465065891899039;0,366554415456349;0,130446040998136;0,47478652662178;0,561705446009645;0,225487422659896;2017-03-11 13:00:00
0,151418380955159;0,66241685740652;0,716886896622425;0,481516171981282;0,353040514925058;0,12448222918911;0,459511555632124;0,537437930378588;0,208959163254742;2017-03-11 13:20:00
0,145275312564475;0,660256061677456;0,713085214802333;0,490786214515738;0,324188406192314;0,118991614965736;0,468135983442416;0,550966402074051;0,219582353032047;2017-03-11 13:40:00
0,142193041919933;0,668223011367745;0,719708554070745;0,484307813256291;0,332539614348238;0,131514179312455;0,462875122501576;0,542592588283627;0,216423970829926;2017-03-11 14:00:00
0,122299823804275;0,685028033010693;0,722753086948435;0,53514297652567;0,323250080696324;0,115228493770754;0,462038554992798;0,583991944154309;0,207863370088215;2017-03-11 14:20:00
0,142712178371127;0,675637109006857;0,725333468014704;0,487897583152192;0,341886206186263;0,111735690323818;0,467139240862809;0,544962194303121;0,212772506560578;2017-03-11 14:40:00
0,117923483999628;0,690593261360366;0,718650528660326;0,479460327316392;0,312779583263097;0,117580553576133;0,476160795347197;0,563869390916453;0,20918378035348;2017-03-11 15:00:00
0,1152164299598;0,697518040571078;0,72855633524366;0,478200907225524;0,340282693766105;0,104473851582473;0,497304594831585;0,55891090090824;0,221346557970095;2017-03-11 15:20:00
0,123977116480974;0,709504603732718;0,733381708150041;0,480433270788344;0,339630032091183;0,108075572176124;0,494588482150933;0,559120129615375;0,219077872668516;2017-03-11 15:40:00
0,12156529447273;0,686626865102129;0,72880146279441;0,42596106393325;0,311387353649707;0,107470646602576;0,501065137236889;0,533197222907694;0,23000854422035;2017-03-11 16:00:00
0,120863266439813;0,660671336593123;0,732637216390089;0,430544861326211;0,33609250927622;0,108876808408061;0,512090723509386;0,536811854797341;0,226741149754172;2017-03-11 16:20:00
0,131449283793723;0,685522785320641;0,717290678005084;0,400355904837337;0,315223642392622;0,106511769061856;0,511752027599073;0,513099634811865;0,23734997279277;2017-03-11 16:40:00
0,125068983388897;0,651238413341656;0,720283230100919;0,374485691211249;0,314200392197776;0,104061537353073;0,518974867224838;0,531011833410999;0,236636358529672;2017-03-11 17:00:00
0,109856337167781;0,652817689571247;0,73629647774863;0,337189535373777;0,328755973920052;0,107191739504062;0,536092344060174;0,498260676796297;0,255706087564904;2017-03-11 17:20:00
0,134067804770516;0,609427137193273;0,71323107105514;0,285192723223343;0,336614650921822;0,104626753299562;0,55749616347508;0,463735741369379;0,286581421479221;2017-03-11 17:40:00
0,134553259448844;0,599096691661039;0,715774354992574;0,254558275129375;0,346376057063467;0,0995908869466507;0,582284802858507;0,45351059432993;0,302217110479485;2017-03-11 18:00:00
0,135545774203014;0,565816658112999;0,711379902552046;0,207676777754293;0,325271906904517;0,102129769421152;0,602126516644709;0,419085003947867;0,316420869168417;2017-03-11 18:20:00
0,147300054147041;0,550704847814405;0,709307789979615;0,186001087594124;0,342706686934428;0,110436799109747;0,641714836009354;0,404226594668073;0,369630493365226;2017-03-11 18:40:00
0,143945164570638;0,52626824219678;0,729467064247765;0,145713784431707;0,35183787314606;0,108267550710154;0,66149012275137;0,393687183192794;0,409107108566601;2017-03-11 19:00:00
0,170893396174026;0,48992804341085;0,730377320214664;0,144587576778465;0,34547004126419;0,117424243125277;0,686953390706283;0,367878294391514;0,431888543985372;2017-03-11 19:20:00
0,176268338337422;0,510547491087946;0,741823053122165;0,115492733807043;0,33936417647562;0,123811302267726;0,707711460109515;0,379322607861572;0,45816343270286;2017-03-11 19:40:00
0,180136532069584;0,514671041164806;0,748869191272136;0,105263969365752;0,379145863224692;0,130545057323319;0,711887276293036;0,373432769615023;0,494031330172566;2017-03-11 20:00:00
0,181322615683244;0,508183949296805;0,763848183773597;0,113591451642875;0,341022620423778;0,135380782758671;0,724365504055881;0,374021933008732;0,518304200170719;2017-03-11 20:20:00
0,19811340333103;0,515642298755039;0,770124899972589;0,112904579180568;0,365639968994239;0,139581790549835;0,730171160130188;0,396108155026951;0,519225565976469;2017-03-11 20:40:00
0,199466118038021;0,505418316974643;0,762167612149282;0,113285882381867;0,381370564081342;0,140317149407025;0,734870022706435;0,397513098399582;0,529002835851929;2017-03-11 21:00:00
0,210255066979046;0,519337589547176;0,784478112609065;0,10985182601524;0,382985951582123;0,143858006812302;0,745712295920179;0,388583457449029;0,55093174717635;2017-03-11 21:20:00
0,195525948330969;0,51928650594177;0,785440744580834;0,117994882872708;0,378614806443882;0,14659523738793;0,749423397944184;0,402129705054917;0,557707676559113;2017-03-11 21:40:00
0,197461761711393;0,517708728025734;0,786701170561762;0,114290202468824;0,353147201174524;0,136307311421209;0,770616549878412;0,402228837282944;0,556838739125792;2017-03-11 22:00:00
0,205809829650612;0,507944535062282;0,792009667724667;0,115465215973635;0,365905281376081;0,142330192205659;0,755830541228325;0,394246869638096;0,56123261494843;2017-03-11 22:20:00
0,192738442718528;0,500988287820705;0,796419161922359;0,117615876405778;0,364933500224602;0,134202979796105;0,776731578503721;0,408358179883965;0,583779018736921;2017-03-11 22:40:00
0,195634973593781;0,498426111030915;0,783161190795989;0,117556787374125;0,37402610879748;0,138655703465822;0,780339126670054;0,403961674344932;0,585093611116926;2017-03-11 23:00:00
0,194187627959096;0,484131011623602;0,789843529534695;0,114193586197864;0,371899280576659;0,139547525758957;0,782978493047755;0,397090963470185;0,597085532220306;2017-03-11 23:20:00
0,187092065144104;0,474855164786918;0,787008806999766;0,112844686240853;0,379048251964708;0,135441489763697;0,790970705172659;0,376023878986109;0,605010847569188;2017-03-11 23:40:00
0,191752393087952;0,464885176607958;0,791657337482852;0,115148505019047;0,379445012922607;0,134850868855006;0,801803439874741;0,404667005163907;0,608308165024189;2017-03-12 00:00:00
0,199472433721022;0,442535471358326;0,797364799913618;0,114294293350017;0,376932652393111;0,130736463748813;0,796714728344568;0,40884337512156;0,612837711542109;2017-03-12 00:20:00
0,196617460224373;0,449278760122765;0,7934420130821;0,112422845201205;0,377762457253495;0,127667736429485;0,816565064023665;0,390833739182961;0,611525489683365;2017-03-12 00:40:00
0,190892357520101;0,433809141476127;0,800252072403946;0,106742499373223;0,390791993976159;0,130328696328586;0,798711956174708;0,397598519358993;0,636903838297703;2017-03-12 01:00:00
0,203627115828484;0,429963529803026;0,79221940700977;0,108789724777485;0,382334777498751;0,129136751946112;0,812628744584894;0,411388071003852;0,623104285963887;2017-03-12 01:20:00
0,205350250569905;0,415644356599713;0,779626334455393;0,109044843221399;0,387348051311316;0,12468027763842;0,810657155077267;0,400736018009169;0,646329646958599;2017-03-12 01:40:00
0,198103286613858;0,408839043539749;0,789789347300221;0,10563713692309;0,386572421538801;0,126064063866748;0,807575004241169;0,410526876923477;0,61935941212691;2017-03-12 02:00:00
0,200477636494598;0,411413223183093;0,781441725022683;0,106622163089417;0,406959367897847;0,124870486966002;0,827312053537737;0,399793392374874;0,635880466942888;2017-03-12 02:20:00
0,205585316640216;0,406665952722321;0,779112017544166;0,110452333697366;0,405146084549963;0,128110859810867;0,813249052696334;0,415211728712906;0,646626879008847;2017-03-12 02:40:00
0,203054978680143;0,395358569735542;0,774744293203413;0,109339974679266;0,402362718951306;0,129359244772124;0,811856623350961;0,392272257727328;0,60070691446354;2017-03-12 03:00:00
0,197971931900731;0,365337866601443;0,775253749750549;0,104631486739215;0,384325493165377;0,122252824461251;0,806754920610321;0,404190211289771;0,61499885011118;2017-03-12 03:20:00
0,205598371116484;0,399432666237208;0,783015355996918;0,120260608091192;0,427368343745526;0,129931007377878;0,815735049831802;0,40681794543019;0,650608308643971;2017-03-12 03:40:00
0,208488134251071;0,388718984066214;0,786396335184554;0,113881801878142;0,431169338474517;0,129875852800852;0,821211141750892;0,404972289457743;0,654241897663642;2017-03-12 04:00:00
0,202580993069165;0,379720516376078;0,78090318839988;0,11166825843865;0,435618828079865;0,13398851624656;0,823749600674219;0,412926272485046;0,655526345638683;2017-03-12 04:20:00
0,206310067254285;0,385270463405701;0,782122946099482;0,11570653898418;0,43280129591367;0,129689259370271;0,831430744646752;0,410998660215087;0,653677906593748;2017-03-12 04:40:00
0,205229077106544;0,380394916251489;0,777624937443836;0,116721867909431;0,427261982513615;0,133144747600065;0,827597837799444;0,405789465001977;0,650967300219764;2017-03-12 05:00:00
0,211036553095457;0,387757837914415;0,780328808843445;0,112141518900822;0,431655726044733;0,134563480384796;0,823673231261521;0,419907698132629;0,658060921781121;2017-03-12 05:20:00
0,210529825078203;0,388563931089138;0,77796823966139;0,117409294840128;0,43655290451246;0,129832477987344;0,830383234376434;0,425765111306959;0,651918366385408;2017-03-12 05:40:00
0,207018393407839;0,381311049247151;0,782089690887003;0,113946449730031;0,440371607132644;0,134467741704153;0,818628035301834;0,404436286253217;0,666351952119525;2017-03-12 06:00:00
0,208157122557214;0,387876867739724;0,782231911917762;0,114227056890479;0,43826658196285;0,130461120599359;0,824121747795535;0,425537386328516;0,647459697564104;2017-03-12 06:20:00
0,200475398820291;0,390079683140311;0,778790066193281;0,120536364249161;0,435597419867123;0,133244314716923;0,822942910773099;0,414661060998658;0,646997997268379;2017-03-12 06:40:00
0,209017165706426;0,382179586226112;0,772040435272131;0,119341921723612;0,449324360307487;0,131267407326896;0,823134847330367;0,402972624561648;0,628270480297313;2017-03-12 07:00:00
0,203499168207279;0,397044973497663;0,779958925533536;0,121152812020097;0,460227640693697;0,126483159508905;0,81496474325031;0,412352104284855;0,614047969225908;2017-03-12 07:20:00
0,19133286243717;0,408499680736063;0,772003827900182;0,129050075639022;0,454370066525379;0,133392287706914;0,814016024046546;0,411645213520801;0,612032637711937;2017-03-12 07:40:00
0,193368582156909;0,38507568072507;0,766856448972439;0,142686548723823;0,434807197672081;0,126488596455072;0,8021351193975;0,408511831067848;0,598490965259347;2017-03-12 08:00:00
0,18501777400233;0,421020456433106;0,771486278166203;0,137027479296968;0,446763151102952;0,132468227404123;0,80443100701652;0,405593336033913;0,56558417374498;2017-03-12 08:20:00
0,177359512533388;0,434500188356524;0,755876595365688;0,153791604354548;0,445466904340123;0,131337438766475;0,777707818378154;0,405129136787373;0,543384531239938;2017-03-12 08:40:00
0,17324589247851;0,417967854397909;0,75828628351492;0,158571171471971;0,427444368219035;0,126749566188716;0,773550351366354;0,417369348828428;0,53526351357141;2017-03-12 09:00:00
0,166622762891728;0,455344531195282;0,76449885131456;0,166678522017371;0,451707873257786;0,130345829546147;0,762499384969588;0,419110967375567;0,496380357348783;2017-03-12 09:20:00
0,158906297562397;0,455401044716987;0,759031818678681;0,176234869436704;0,447852481608196;0,119824857336225;0,742672996303036;0,405556826917052;0,471039271040282;2017-03-12 09:40:00
0,15000239007679;0,498315677796953;0,748074169843272;0,185208885378528;0,444405376866642;0,116582001867001;0,742393447139027;0,421013229157614;0,432738588384206;2017-03-12 10:00:00
