"","number","name","address","lat","lon","lon2"
"194",8002,"08002 - GARE SAINT LAZARE - COUR DU HAVRE","Cour du Havre - Face au 2, rue d'Amsterdam - 75008 PARIS",48.87572,2.32668,1.53074113393074
"195",8003,"08003 - GALILLE","63 RUE GALILEE - 75008 PARIS",48.8717051913931,2.29852826567981,1.51221988575075
"196",8004,"08004 - MALESHERBES PASQUIER","FACE 4 BD MALESHERBES - 75008 PARIS",48.8704218834336,2.32328899479171,1.52851016484273
"197",8005,"08005 - MADELEINE","04 PLACE DE LA MADELEINE - 75008 PARIS",48.8690900883376,2.32442963049651,1.5292605980747
"198",8007,"08007 - HAUSSMANN ROME","1 RUE DE ROME - 75008 PARIS",48.8742300555803,2.32557011172411,1.53001092967491
"199",8008,"08008 - ROME SAINT LAZARE","1 RUE JOSEPH SANSBOEUF - 75008 PARIS",48.8753531744647,2.3228843657519,1.52824395620414
"200",8009,"08009 - SAINT LAZARE RER","1 RUE DE L'ISLY - 75008 PARIS",48.8748080249657,2.32648148621828,1.53061053014709
"201",8010,"08010 - LIEGE","22 RUE DE LIEGE - 75008 PARIS",48.8795811656381,2.32642735247481,1.53057491513005
"202",8011,"08011 - DUBLIN","1 RUE CLAPEYRON - 75008 PARIS",48.8809353567738,2.32451663514648,1.52931783912055
"203",8012,"08012 - CLICHY","10 BOULEVARD DES BATIGNOLLES SUR TPC - 75008 PARIS",48.8833180443546,2.32620717538549,1.53043005888537
"204",8013,"08013 - MARIGNAN","24 RUE DE MARIGNAN - 75008 PARIS",48.8696161948985,2.30662083490235,1.51754405090803
"205",8015,"08015 - ROQUEPINE","4 RUE ROQUEPINE - 75008 PARIS",48.8734861693498,2.32028123421063,1.52653133541948
"206",8016,"08016 - SQUARE LOUIS XVI","DEV 32 RUE PASQUIER - 75008 PARIS",48.8732044010289,2.32365883074314,1.52875348283388
"207",8017,"08017 - ROCHER","14 RUE ROCHER - 75008 PARIS",48.876079329226,2.32273156204932,1.52814342544231
"208",8018,"08018 - SAINT AUGUSTIN","18 PLACE HENRI BERGSON - 75008 PARIS",48.876201162155,2.31979392397255,1.52621073016804
"209",8019,"08019 - EUROPE","03 RUE DE NAPLES - 75008 PARIS",48.8799571638376,2.32135967628095,1.5272408509685
"210",8020,"08020 - METRO ROME","74 BOULEVARD DES BATIGNOLLES - 75008 PARIS",48.8821489456319,2.31986005477421,1.52625423814436
"211",8025,"08025 - MIROMESNIL","39 RUE DE MIROMESNIL - 75008 PARIS",48.8737604721401,2.31587630834637,1.52363329993014
"212",8026,"08026 - MESSINE","2 AVENUE MESSINE - 75008 PARIS",48.8754572002448,2.31546549458492,1.52336302231438
"213",8027,"08027 - MAIRIE DU 8 ÈME","28 RUE DE MADRID - 75008 PARIS",48.8779840275035,2.31840486278285,1.52529685584901
"214",8028,"08028 - HOUSSAYE","1 RUE ARSENE HOUSSAYE - 75008 PARIS",48.8734340813977,2.29770677798004,1.51167942250998
"215",8029,"08029 - PLACE DU CANADA","1 AVENUE FRANKLIN ROOSEVELT - 75008 PARIS",48.8653462693627,2.31019378796476,1.51989472492519
"216",8030,"08030 - MONTAIGNE","25 RUE BAYARD - 75008 PARIS",48.8672932362145,2.30769160565034,1.51824851943355
"217",8031,"08031 - ROND POINT DES CHAMPS ELYSEES","2 RUE JEAN MERMOZ - 75008 PARIS",48.8697088479524,2.31071465537424,1.52023740770451
"218",8032,"08032 - MATIGNON","27 AVENUE MATIGNON - 75008 PARIS",48.871476421301,2.31388541994929,1.52232347874181
"219",8033,"08033 - SAINT PHILIPPE DU ROULE","1 RUE DU CDT RIVIERE - 75008 PARIS",48.8727876808465,2.30972258893223,1.51958471936303
"220",8034,"08034 - HAUSSMANN COURCELLES","49 RUE DE BERRI - 75008 PARIS",48.8748103900282,2.30831406418914,1.51865803981861
"221",8035,"08035 - NARVICK","54 RUE DE LA BIENFAISANCE - 75008 PARIS",48.8765999408354,2.31316505435543,1.52184954453255
"222",8036,"08036 - RIO","39 RUE DE LISBONNE - 75008 PARIS",48.8774556768138,2.30969422141951,1.51956605615253
"223",8037,"08037 - MALSHERBES MONCEAU","75 RUE DE MONCEAU - 75008 PARIS",48.8796064571805,2.31455352418705,1.52276302979244
"224",8038,"08038 - FRANCOIS 1 ER","22 RUE FRANCOIS 1ER - 75008 PARIS",48.8668876499781,2.30667557572067,1.51758006532441
"225",8039,"08039 - COLISEE","6 RUE DU COLISEE - 75008 PARIS",48.8704819385523,2.30766254015219,1.51822939701293
"226",8040,"08040 - CHAMPS ELYSEES CHARRON","65 RUE PIERRE CHARRON - 75008 PARIS",48.8700703391143,2.30431544671583,1.51602731782622
"227",8041,"08041 - CHAMPS ELYSEES LINCOLN","16 RUE DE LINCOLN - 75008 PARIS",48.8706901579086,2.30322242397478,1.51530820953886
"228",8044,"08044 - VAN DYCK","2 RUE ALFRED DE VIGNY - 75008 PARIS",48.8783613836142,2.30525444822057,1.5166450943267
"229",8045,"08045 - ALMA","FACE 3 AVENUE MONTAIGNE - 75008 PARIS",48.8649209825384,2.30254918238593,1.51486527858439
"230",8046,"08046 - ALMA MARCEAU","2 Avenue MARCEAU - 75008 PARIS",48.8651944052956,2.30024954515728,1.51335232910316
"231",8047,"08047 - GEORGE V","28 AVENUE GEORGE V - 75008 PARIS",48.8681659405583,2.30127460931682,1.51402672690342
"232",8048,"08048 - MARCEAU","45 AVENUE MARCEAU - 75008 PARIS",48.8688517082349,2.29851404880358,1.51221053235569
"233",8049,"08049 - DUNANT","42 AVENUE GEORGE V - 75008 PARIS",48.8704378053506,2.30083026142352,1.51373438691767
"234",8050,"08050 - BOETIE PONTHIEU","116 RUE DE LA BOETIE - 75008 PARIS",48.8715127415192,2.30748756441945,1.51811427909748
"235",8051,"08051 - CHAPTAL","45 BD BATIGNOLLES - 75008 PARIS",48.881914,2.320284,1.52653315505414
"236",8052,"08052 - WASHINGTON","2 RUE BALZAC - 75008 PARIS",48.8728829909744,2.29997293264267,1.51317034354679
"237",8053,"08053 - FRIEDLAND","PLACE GEORGES GUILLAUMIN - 75008 PARIS",48.8747502039566,2.30177143532599,1.51435359265576
"238",8054,"08054 - HOCHE ALBRECHT","10 AVENUE BERTHIER ALBRECHT - 75008 PARIS",48.8761403982639,2.3013031383076,1.5140454963516
"239",8055,"08055 - TERNES COURCELLES","87 BD COURCELLES - 75008 PARIS",48.8781888764185,2.29929600386146,1.51272498675938
"240",8056,"08056 - WAGRAM","21 RUE BEAUJON - 75008 PARIS",48.875377647487,2.29655534247627,1.51092188400503
"241",8057,"08057 - HOCHE","62 AVENUE HOCHE - 75008 PARIS",48.8749447581072,2.29743857720451,1.51150297110314
"242",8101,"08101 - LONDRES AMSTERDAM","42 RUE DE LONDRES - 75008 PARIS",48.878034461504,2.32648354096942,1.53061188198409
"243",8102,"08102 - LAMENAIS WASHINGTON","1 RUE LAMENNAIS - 75008 PARIS",48.8735553344888,2.30328866612515,1.51535179077236
"244",8103,"08103 - D'ARTOIS BERRY","31 RUE D'ARTOIS - 75008 PARIS",48.8737943183796,2.30629955027108,1.51733267521357
"245",8104,"08104 - FRIEDLAND CHATEAUBRIAND","27/31 RUE DE CHATEAUBRIAND - 75008 PARIS",48.8740144756374,2.29991625786582,1.51313305676383
"246",8105,"08105 - FRANCOIS 1ER LINCOLN","56 RUE FRANCOIS 1ER - 75008 PARIS",48.8695179793442,2.30242621884156,1.51478437989814
"247",8110,"08110 - STOCKOLM ROME","6 RUE DE STOCKOLM - 75008 PARIS",48.8771119187665,2.32232932086804,1.52787878779469
"248",8113,"08113 - PLACE ST AUGUSTIN","5 PLACE SAINT AUGUSTIN - 75008 PARIS",48.874923109802,2.31939514437732,1.52594836992521
"249",8115,"08115 - BASSANO","10 RUE VERNET - 75008 PARIS",48.8713453271035,2.3001865722682,1.51331089874245
"250",8549,"08549 - PLACE DUNANT","39 AVENUE GEORGE V - 75008 PARIS",48.8704091350747,2.30112319174409,1.51392710808735
"251",9001,"09001 - POISSONNIERE","5 RUE DE BELLEFOND - 75009 PARIS",48.8775014652985,2.34856937338595,1.54514232543015
"252",9002,"09002 - MAUBEUGE CONDORCET","19 RUE D'ABBEVILLE - 75009 PARIS",48.8792233706285,2.34914749353609,1.5455226752394
"253",9003,"09003 - PLACE BARBÈS","PLACE BARBES - 75009 PARIS",48.8836531972476,2.34904085503439,1.54545251692755
"254",9004,"09004 - ROCHECHOUART GERANDO","19 RUE GUERANDO - 75009 PARIS",48.8829110895394,2.34631937162712,1.54366203151622
"255",9005,"09005 - SQUARE D'ANVERS","95 RUE DE DUNKERQUE - 75009 PARIS",48.8826334843108,2.34488440621221,1.54271795644514
"256",9006,"09006 - TRUDAINE ROCHECHOUART","81 RUE DUNKERQUE - 75009 PARIS",48.8821076343589,2.34626199853888,1.54362428530869
"257",9007,"09007 - CONDORCET","34 RUE CONDORCET - 75009 PARIS",48.8798312251102,2.34539633898637,1.54305476105739
"258",9008,"09008 - TOUR D'AUVERGNE","24 RUE D'AUVERGNE - 75009 PARIS",48.8791617777755,2.34369843072095,1.54193769380984
"259",9009,"09009 - SQUARE MONTHOLON","26 RUE MONTHOLON - 75009 PARIS",48.8766011713626,2.34578551680324,1.54331080421446
"260",9010,"09010 - CADET","1/3 RUE DE ROCHECHOUART - 75009 PARIS",48.876719895109,2.34439302185395,1.54239467079789
"261",9011,"09011 - FOLIES BERGERES","14 RUE GEOFFROY MARIE - 75009 PARIS",48.8737819405933,2.34451387633789,1.54247418191665
"262",9012,"09012 - ROUGEMONT","3-5 RUE ROUGEMONT - 75009 PARIS",48.8715422136421,2.34583645559793,1.54334431724949
"263",9013,"09013 - MAIRIE DU 9EME","20 RUE DE LA GRANGE BATELIERE - 75009 PARIS",48.8732671375829,2.34075344805276,1.54000016647092
"264",9014,"09014 - FAUBOURG MONTMARTRE","55 RUE DU FAUBOURG MONTMARTRE - 75009 PARIS",48.8753297231533,2.34077266233144,1.54001280769651
"265",9015,"09015 - LAMARTINE","43 RUE LAMARTINE - 75009 PARIS",48.8766221203731,2.33979989931612,1.53937281923178
"266",9016,"09016 - MARTYRS CHORON","24 RUE DE CHORON - 75009 PARIS",48.8777706953468,2.33978496750702,1.53936299547673
"267",9017,"09017 - TRUDAINE MARTYRS","01 RUE LALLIER - 75009 PARIS",48.8810321490163,2.34077441211784,1.54001395889479
"268",9018,"09018 - PLACE PIGALLE","05 RUE DUPERRE - 75009 PARIS",48.8820702270344,2.33667963144424,1.53731997037402
"269",9019,"09019 - VICTOR MASSE","38 RUE VICTOR MASSE - 75009 PARIS",48.881149033953,2.33668100429512,1.53732087358345
"270",9020,"09020 - TOUDOUZE CLAUZEL","FACE 27 RUE CLAUZEL - 75009 PARIS",48.8795052656248,2.33719063927171,1.53765616645654
"271",9021,"09021 - SAINT GEORGES","56 RUE SAINT GEORGES - 75009 PARIS",48.877872278318,2.33744680420367,1.5378246993869
"272",9022,"09022 - LAFITTE ROSSINI","19 RUE ROSSINI - 75009 PARIS",48.8733462751051,2.33798086770167,1.53817606397701
"273",9023,"09023 - ITALIENS LAFFITE","1 RUE LAFFITE - 75009 PARIS",48.8718157373963,2.33720154784508,1.53766334329304
"274",9024,"09024 - LAFAYETTE TAITBOUT","27 RUE TAITBOUT - 75009 PARIS",48.8733858054295,2.33529683976619,1.53641022081617
"275",9025,"09025 - TAITBOUT CHÂTEAUDUN","77 RUE TAITBOUT - 75009 PARIS",48.876383969379,2.33535667793353,1.5364495888187
"276",9026,"09026 - BRUYERE PIGALLE","28 RUE J.B.PIGALLE - 75009 PARIS",48.8793982644772,2.33370917333728,1.53536568254289
"277",9027,"09027 - FONTAINE DOUAI","24 RUE DE DOUAI - 75009 PARIS",48.8823532598454,2.33326337274818,1.5350723868171
"278",9028,"09028 - MONCEY BLANCHE","4 RUE MONCEY - 75009 PARIS",48.8801539858598,2.33107516002003,1.53363274439409
"279",9029,"09029 - TRINITE","62 RUE SAINT LAZARE - 75009 PARIS",48.8768593272933,2.33276238001163,1.53474277974194
"280",9030,"09030 - VICTOIR CHAUSSEE D ANTIN","79 RUE DE LA VICTOIRE - 75009 PARIS",48.8751858641775,2.33203631336864,1.53426509476747
"281",9031,"09031 - PROVENCE","69 RUE DE PROVENCE - 75009 PARIS",48.8742844754207,2.33297651156431,1.53488365858035
"282",9032,"09032 - MATHURINS","12 RUE DES MATHURINS - 75009 PARIS",48.8729712519271,2.32946561170083,1.53257380985249
"283",9033,"09033 - HAVRE CAUMARTIN","FACE 45 RUE CAUMARTIN - 75009 PARIS",48.8727950198726,2.32831574261618,1.53181730190705
"284",9034,"09034 - GODOT DE MAUROY","2 RUE GODOT DE MAUROY - 75009 PARIS",48.8699566815748,2.3265996571137,1.53068827571178
"285",9035,"09035 - PLACE DE BUDAPEST","38 RUE DE LONDRES - 75009 PARIS",48.8777532340006,2.32733929071423,1.53117488649469
"286",9036,"09036 - ATHENES CLICHY","4 RUE D'ATHENES - 75009 PARIS",48.878113787876,2.32956021945824,1.53263605304273
"287",9037,"09037 - CLICHY PARME","01 RUE DE PARME - 75009 PARIS",48.8812664242266,2.32819709345057,1.53173924168463
"288",9038,"09038 - SQUARE BERLIOZ","50 BIS RUE DOUAI - 75009 PARIS",48.883207841228,2.33084994902851,1.53348457630543
"289",9039,"09039 - CHAUSSEE D'ANTIN","22 rue de la Chaussée d'Antin - 75009 PARIS",48.87243,2.33359,1.53528727746378
"290",9101,"09101 - CADET LA FAYETTE","24-26 RUE CADET - 75009 PARIS",48.8756396718174,2.34352359155475,1.54182266574259
"291",9102,"09102 - PLACE D'ESTIENNE D'ORVES","2 RUE DE LONDRES - 75009 PARIS",48.8767324989372,2.33048422584945,1.53324396413967
"292",9104,"9104 - CAUMARTIN PROVENCE","52 RUE DE CAUMARTIN - 75009 PARIS",48.8745052459648,2.32847426086664,1.53192159231504
"293",9106,"09106 - AUBER","3 RUE BOUDREAU - 75009 PARIS",48.872190251401,2.3294234940009,1.53254610028532
"294",9108,"09108 - ROCHECHOUART MAUBEUGE","25 RUE DE ROCHECHOUART - 75009 PARIS",48.8778900149743,2.34478560298721,1.54265295302367
"295",9111,"09111 - LA FAYETTE PROVENCE","28 RUE DE LA VICTOIRE - 75009 PARIS",48.8751437349467,2.33811850514438,1.53826661673679
"296",9113,"09113 - BLEUE","5 RUE BLEUE - 75009 PARIS",48.8758218550307,2.34730323030246,1.54430931990324
"297",10001,"10001 - JOHANN STRAUSS","FACE 50 RUE RENE BOULANGER - 75010 PARIS",48.8684999417127,2.35997004960728,1.55264292028918
"298",10002,"10002 - STRASBOURG","3 BD STRASBOURG - 75010 PARIS",48.8696791244594,2.35432769737758,1.54893077222837
"299",10003,"10003 - HAUTEVILLE","1 RUE D'HAUTEVILLE - 75010 PARIS",48.8707743602404,2.34964963683273,1.54585303927712
"300",10004,"10004 - METZ","7 RUE DE METZ - 75010 PARIS",48.870893425956,2.35352156501111,1.54840041138255
"301",10005,"10005 - CONSERVATOIRE","59 RUE DES PETITES ECURIES - 75010 PARIS",48.8739721723737,2.34838875750478,1.54502349681652
"302",10006,"10006 - PETITES ECURIES","5 RUE DES PETITES ECURIES - 75010 PARIS",48.8729397678371,2.35403448428308,1.54873786501949
"303",10007,"10007 - CHATEAU D'EAU","57 RUE DU CHATEAU D'EAU - 75010 PARIS",48.8724299732571,2.35548939017387,1.54969505908702
"304",10008,"10008 - CITE RIVERIN","12 RUE CITE RIVERIN / ANGLE RUE DU CHATEAU D'EAU - 75010 PARIS",48.8707649818776,2.35872446227434,1.55182343855279
"305",10009,"10009 - HITTORFF","FACE 14 RUE HITTORFF - 75010 PARIS",48.8720836088694,2.35766368561921,1.55112554521983
"306",10010,"10010 - JACQUES BONSERGENT","FACE 8 PLACE JACQUES BONSERGENT - 75010 PARIS",48.8709999898214,2.36114143657489,1.55341358501964
"307",10011,"10011 - BOURSE DU TRAVAIL","3 RUE DU CHATEAU D'EAU - 75010 PARIS",48.8690917486947,2.36226176181459,1.55415065583634
"308",10012,"10012 - VINAIGRIERS","58 RUE DES VINAIGRIERS - 75010 PARIS",48.87326784117,2.35932361343062,1.55221762482695
"309",10013,"10013 - SAINT LOUIS","2 RUE ALIBERT - 75010 PARIS",48.8711399497046,2.36628044396993,1.55679457854138
"310",10014,"10014 - BEAUREPAIRE","14 RUE DE MARSEILLE - 75010 PARIS",48.8716626619994,2.36393331138036,1.55525038148737
"311",10015,"10015 - RECOLLETS","46 RUE LUCIE SAMPAIX - 75010 PARIS",48.8741129165068,2.36249852869626,1.55430642663633
"312",10016,"10016 - VILLEMIN","29 RUE DES RECOLLETS - 75010 PARIS",48.8750346558839,2.35980123859793,1.55253185819389
"313",10017,"10017 - GARE DE L'EST SAINT LAURENT","1 RUE DE LA FIDELITE - 75010 PARIS",48.8745750367803,2.3567967652049,1.55055519143761
"314",10018,"10018 - ALBAN SATRAGNE","110-112 RUE FAUBOURG SAINT DENIS - 75010 PARIS",48.8753849055811,2.35609401864229,1.55009284892806
"315",10019,"10019 - PARADIS","23 RUE PARADIS - 75010 PARIS",48.8750340562449,2.35218489482655,1.54752100551926
"316",10020,"10020 - CHABROL","59 RUE CHABROL - 75010 PARIS",48.8771003510981,2.35122216805235,1.54688761997677
"317",10021,"10021 - MARCHE ST QUENTIN","4 RUE DES PETITS HOTELS - 75010 PARIS",48.8773560576523,2.35451144563739,1.54905166165862
"318",10022,"10022 - CHABROL SAINT QUENTIN","FACE 124 RUE DU FAUBOURG SAINT DENIS - 75010 PARIS",48.8768669057798,2.35611908299182,1.55010933896142
"319",10023,"10023 - VERDUN","1 AVENUE DE VERDUN - 75010 PARIS",48.8761560542715,2.36091490832055,1.55326455029338
"320",10024,"10024 - BUISSON SAINT LOUIS","2 RUE DU BUISSON SAINT LOUIS - 75010 PARIS",48.8718258899262,2.37220322485639,1.5606912228286
"321",10025,"10025 - ECLUSES SAINT MARTIN","148 QUAI DE JEMMAPES - 75010 PARIS",48.8774203430896,2.36601144898322,1.55661760461674
"322",10026,"10026 - CHATEAU LANDON","2 RUE DE CHATEAU LANDON - 75010 PARIS",48.879305,2.362424,1.55425739361889
"323",10027,"10027 - DUNKERQUE","4 RUE DE DUNKERQUE - 75010 PARIS",48.8793551031739,2.35837919245454,1.55159628281351
"324",10028,"10028 - GARE DU NORD DENAN","24 RUE DE DUNKERQUE - 75010 PARIS",48.8803706209829,2.35282005703121,1.54793888374635
"325",10029,"10029 - PLACE DE ROUBAIX","39 RUE DE DUNKERQUE - 75010 PARIS",48.880726685766,2.3514643332019,1.5470469423398
"326",10031,"10031 - AQUEDUC","48 RUE LOUIS BLANC - 75010 PARIS",48.8819972099902,2.36362521455299,1.55504768215317
"327",10032,"10032 - DODU","N° 12-14 RUE CLAUDE VELLEFAUX- 75010 PARIS",48.872859139003,2.37007170698515,1.55928888039937
"328",10033,"10033 - LARIBOISIERE","15 RUE SAINT VINCENT DE PAUL - 75010 PARIS",48.8809557416478,2.35243051483852,1.54768260086355
"329",10034,"10034 - CHAPELLE LOUIS BLANC","68 RUE LOUIS BLANC - 75010 PARIS",48.8838493184415,2.36005308898532,1.55269755255133
"330",10035,"10035 - AUBERVILLIERS","1 BOULEVARD DE LA CHAPELLE - 75010 PARIS",48.8843481513331,2.3641633298742,1.55540171246975
"331",10036,"10036 - AQUEDUC","80 RUE DE L'AQUEDUC - 75010 PARIS",48.8838432656888,2.36711064403166,1.55734077371385
"332",10037,"10037 - VERSION 2 JAURES","EGLISE SAINT JOSEPH ARTISAN - 75010 PARIS",48.8812681639529,2.36811752799007,1.55800321061632
"333",10038,"10038 - COLONEL FABIEN","69 RUE DE LA GRANGE AUX BELLES - 75010 PARIS",48.8775200284906,2.3697912450764,1.55910436229623
"334",10039,"10039 - SAMBRE ET MEUSE","37 RUE SAMBRE ET MEUSE - 75010 PARIS",48.8744056662172,2.37380723799512,1.56174651573128
"335",10040,"10040 - BELLEVILLE","8 BOULEVARD DE LA VILETTE - 75010 PARIS",48.87277815649,2.37634839464598,1.56341836274644
"336",10041,"10041 - CHARTRES (18 ARR.)","FACE 39 BOULEVARD DE LA CHAPELLE - 75010 PARIS",48.8841411939677,2.35610946587772,1.55010301178616
"337",10042,"10042 - POISSONNIÈRE - ENGHIEN","52 RUE D'ENGHIEN / ANGLE RUE DU FAUBOURG POISSONIERE - 75010 PARIS",48.8724200630531,2.34839523628281,1.54502775925572
"338",10105,"10105 - BONNE NOUVELLE PROP2","2 RUE DE MAZAGRAN - 75010 PARIS",48.8702780785796,2.35128163668651,1.54692674486051
"339",10107,"10107 - MAGENTA PARE","9 RUE AMBROISE PARE - 75010 PARIS",48.8819497431612,2.35233950656268,1.54762272580064
"340",10110,"10110 - LOUIS BLANC","10 RUE LOUIS BLANC - 75010 PARIS",48.879332174655,2.36862871574876,1.55833952507701
"341",10111,"10111 - JEMMAPES","100 QUAI DE JEMMAPES - 75010 PARIS",48.8734627987082,2.36403505925044,1.55531732221408
"342",10113,"10113 - PARMENTIER LOUVEL-TESSIER","151 AVENUE PARMENTIER - 75010 PARIS",48.8713798742566,2.36989638366668,1.55917353380452
"343",10114,"10114 - HOPITAL SAINT LOUIS","12 BIS RUE DE LA GRANGE AUX BELLES - 75010 PARIS",48.8747949948413,2.36666943698496,1.55705050011587
"344",10115,"10115 - DODU","1 - 3 RUE DES ECLUSES SAINT MARTIN - 75010 PARIS",48.8761373390584,2.3680844979417,1.55798147988683
"345",10151,"10151 - GARE DU NORD 1","8-10 RUE DE DUNKERQUE - 75010 PARIS",48.8796393529952,2.35690495841521,1.55062637260452
"346",10152,"10152 - GARE DU NORD 2","3 BOULEVARD DE DENAIN - 75010 PARIS",48.8790493107602,2.35415909595825,1.54881984802401
"347",10153,"10153 - GARE DU NORD 3","7 BOULEVARD DE DENAIN - 75010 PARIS",48.8795777185263,2.35446313115058,1.54901987517646
"348",10161,"10161 - GARE DE L'EST","FACE 129 RUE DU FBG SAINT MARTIN - 75010 PARIS",48.8756701124814,2.35950993759232,1.55234020896338
"349",11001,"11001 - BASTILLE RICHARD LENOIR","2 BOULEVARD RICHARD LENOIR - 75011 PARIS",48.853848226211,2.3697014882175,1.55904531055041
"350",11002,"11002 - ROQUETTE THIERE","37 RUE DE LA ROQUETTE - 75011 PARIS",48.8551062954047,2.37342454193056,1.5614947369702
"351",11003,"11003 - ROQUETTE DALLERY","29 RUE KELLER - 75011 PARIS",48.8555128613223,2.37524034702615,1.56268936947275
"352",11004,"11004 - CHARONNE SAINT ANTOINE","3 RUE DE CHARONNE - 75011 PARIS",48.8522552900425,2.37402723561374,1.56189125390077
"353",11006,"11006 - LEDRU ROLLIN-BASFROI","169 AVENUE LEDRU ROLLIN - 75011 PARIS",48.8564337069437,2.37902058776143,1.56517641968578
"354",11007,"11007 - FAIDHERBE PALAIS DE LA FEMME","17 RUE JEAN MACE - 75011 PARIS",48.8532893189507,2.38304117720418,1.56782159721026
"355",11008,"11008 - FAIDHERBE CHALIGNY","223 RUE DU FAUBOURG SAINT ANTOINE - 75011 PARIS",48.8503797538799,2.38386933547444,1.56836644907201
"356",11009,"11009 - RUE DES BOULETS","45 RUE DES BOULETS - 75011 PARIS",48.8521930954375,2.3890216505832,1.57175619784363
"357",11010,"11010 - ST ANTOINE GONNET","1 RUE DES BOULETS - 75011 PARIS",48.8492592621152,2.3917546141943,1.57355423617166
"358",11011,"11011 - RICHARD LENOIR","FACE 86 BOULEVARD RICHARD LENOIR - 75011 PARIS",48.8618048520715,2.37265142826551,1.56098609938863
"359",11012,"11012 - MONTREUIL VOLTAIRE","93 RUE DE MONTREUIL - 75011 PARIS",48.8505070118419,2.39307555827447,1.57442329570676
"360",11013,"11013 - NATION VOLAIRE","5 PLACE DE LA NATION - 75011 PARIS",48.8492766381855,2.39493447775012,1.5756462935002
"361",11014,"11014 - NATION TRONE","FACE 21 PLACE DE LA NATION - 75011 PARIS",48.8484828166097,2.39721188193514,1.57714461568658
"362",11016,"11016 - PHILIPPE AUGUSTE","5 RUE DU PASSAGE PHILIPPE AUGUSTE - 75011 PARIS",48.8518182000139,2.39325537630921,1.57454159941092
"363",11017,"11017 - ALEXANDRE DUMAS","FACE 77 BOULEVARD DE CHARONNE - 75011 PARIS",48.8541760404149,2.39609349532184,1.57640882030749
"364",11018,"11018 - SAINT MAUR AVENUE DE LA REPUBLIQUE","87 RUE DE SAINT MAUR - 75011 PARIS",48.8642116747038,2.37825584151286,1.56467328709354
"365",11019,"11019 - CHARONNE PHILIPPE AUGUSTE","156 RUE DE CHARONNE - 75011 PARIS",48.8556031620258,2.39054639061998,1.57275933634693
"366",11020,"11020 - CHARONNE","1 RUE DE BELFORT - 75011 PARIS",48.8563171780307,2.38307245237446,1.56784217339161
"367",11021,"11021 - PHILIPPE AUGUSTE (20EME ARR.)","212 BOULEVARD CHARONNE - 75011 PARIS",48.8584450542619,2.39039812238911,1.57266178950772
"368",11022,"11022 - LEON BLUM ROQUETTE","142 RUE DE LA ROQUETTE - 75011 PARIS",48.8580019060234,2.38179770265078,1.5670035054882
"369",11023,"11023 - LEO FROT ROQUETTE","2 RUE SAINT MAUR - 75011 PARIS",48.858688774063,2.38355399457147,1.56815898380331
"370",11024,"11024 - BOULEVARD VOLTAIRE","82 RUE SEDAINE - 75011 PARIS",48.8588289084143,2.37887132712036,1.56507821993207
"371",11025,"11025 - FROMENT BREGUET","9 RUE FROMENT - 75011 PARIS",48.8570414504784,2.37289470306807,1.56114615180114
"372",11026,"11026 - CHEMIN VERT SAINT MAUR","105 RUE DU CHEMIN VERT - 75011 PARIS",48.8611944193302,2.38130190492353,1.56667731625065
"373",11027,"11027 - SAINT AMBROISE PARMENTIER","17 RUE SAINT AMBROISE - 75011 PARIS",48.8621350384716,2.37722985857134,1.56399828481936
"374",11028,"11028 - BLUETS REPUBLIQUE","FACE 20 RUE GUILLAUME BERTRAND - 75011 PARIS",48.8638251743415,2.38090637715497,1.56641709541026
"375",11029,"11029 - MENILMONTANT OBERKAMPF","137 BOULEVARD MENILMONTANT - 75011 PARIS",48.8666176586814,2.38301344041578,1.56780334895828
"376",11030,"11030 - SAINT MAUR OBERKAMPF","80 RUE OBERKAMPF - 75011 PARIS",48.865307984235,2.37601991201957,1.56320225143417
"377",11031,"11031 - PARMENTIER","1 RUE JACQUARD - 75011 PARIS",48.8645557653168,2.3730715073892,1.56126247275933
"378",11032,"11032 - METALLOS","81 BIS RUE JP TIMBAUD - 75011 PARIS",48.867937963098,2.3778855156848,1.56442964680869
"379",11033,"11033 - BREGUET SABIN","FACE 23 BD RICHARD LENOIR - 75011 PARIS",48.8568704677583,2.37055463986152,1.55960660575
"380",11034,"11034 - PARMENTIER FONTAINE AU ROI","124 AVENUE PARMENTIER - 75011 PARIS",48.8678767055174,2.37270597867147,1.56102198853122
"381",11035,"11035 - GONCOURT","140 AVENUE PARMENTIER - 75011 PARIS",48.8694696053287,2.37153681066394,1.56025278367211
"382",11036,"11036 - JULES FERRY FAUBOURG DU TEMPLE","FACE 28 RUE JULES FERRY - 75011 PARIS",48.8684101048247,2.36784149724351,1.55782160780975
"383",11037,"11037 - FAUBOURG DU TEMPLE PLACE DE LA REPUBLIQUE","2 RUE DU FAUBOURG DU TEMPLE - 75011 PARIS",48.868,2.36498,1.55593900619059
"384",11038,"11038 - TEMPLE REPUBLIQUE","44 BD DU TEMPLE - 75011 PARIS",48.8657450770948,2.36531295078023,1.55615805713652
"385",11039,"11039 - JULES FERRY REPUBLIQUE","FACE 121 BOULEVARD RICHARD LENOIR - 75011 PARIS",48.8658042766864,2.36933707496693,1.55880556019694
"386",11040,"11040 - TEMPLE JEAN PIERRE TIMBAUD","18 BD DU TEMPLE - 75011 PARIS",48.864420141732,2.36613637424997,1.55669979393564
