"P1";"P2";"P3";"P4";"P5";"P6";"P7";"P8";"P9";"P10";"time"
0,721629517955537;0,756222160627029;0,0538381404701831;0,187369142154566;0,252939964141001;0,532478835258837;0,0905021990566937;0,825646757114277;0,718573376419532;0,294724015574008;2017-03-06 23:20:00
0,710064692229421;0,741026957066406;0,0781259994895139;0,18829475148451;0,271633005626596;0,519570672282989;0,0901394820298253;0,825127337740649;0,723170650334174;0,314734508021009;2017-03-06 23:40:00
0,679154766633003;0,71750228639538;0,121250191653558;0,197527776211816;0,256708076814442;0,533035545444955;0,0911821702776646;0,829949049871919;0,728878473177473;0,313094889335848;2017-03-07 00:00:00
0,664811565922226;0,690475857577847;0,150898249870368;0,206812660077314;0,265814465399391;0,523128819237456;0,0910565637742071;0,823264177331695;0,725047114810438;0,323424738910499;2017-03-07 00:20:00
0,649887448197358;0,67224685282024;0,197005120313841;0,204544510012876;0,259644543219673;0,522239893779247;0,0904236975751501;0,829954739892405;0,73593485275631;0,339060503685108;2017-03-07 00:40:00
0,653315717513845;0,649854687061018;0,251877479869058;0,20545661166254;0,263772426337637;0,515540069684962;0,090511412923034;0,823180269628888;0,726522424389217;0,341523358693256;2017-03-07 01:00:00
0,640241631047476;0,640124728820392;0,285009823550739;0,212645583541101;0,268823969219195;0,522918505474029;0,0937802799929483;0,825153009757348;0,725542248749532;0,343671314470274;2017-03-07 01:20:00
0,632128446862238;0,624198742615873;0,329234988021101;0,218892207254066;0,272138722673462;0,531833071777158;0,0942807759190441;0,818457291535348;0,712129625888868;0,326182537110468;2017-03-07 01:40:00
0,635667569470186;0,604407780839981;0,354042958318821;0,219270625266742;0,273148987941932;0,518921209452487;0,0967377595391152;0,829617654864071;0,713513273996506;0,351102900683111;2017-03-07 02:00:00
0,605223050720181;0,607326214344159;0,385804582766821;0,223266966803619;0,272251494000848;0,525483169418645;0,0993099749620803;0,823465584012731;0,709186154230322;0,342727673165747;2017-03-07 02:20:00
0,603102317584195;0,580060043217242;0,417871620440014;0,229169502953448;0,279069735759988;0,514436494490417;0,103263392019354;0,823236257956232;0,710347937977196;0,342791729211937;2017-03-07 02:40:00
0,581347703857617;0,548452319246811;0,448075231263943;0,219041551382787;0,278344753781813;0,507104851430286;0,102607313224963;0,80477369413368;0,677977713880576;0,320957685524627;2017-03-07 03:00:00
0,57635092777157;0,523757845753213;0,480369449613886;0,221321795961126;0,268340493562197;0,52280604914367;0,104105638694402;0,777563556106209;0,685781001270299;0,34589999447122;2017-03-07 03:20:00
0,569771571634316;0,535251756501115;0,519586502239253;0,237768264970408;0,26454183338921;0,513671913505873;0,10879904360582;0,816591269233348;0,698916687016452;0,343860413093323;2017-03-07 03:40:00
0,560054315493571;0,512201537502046;0,558564257317056;0,241319483969717;0,285887512910141;0,515324218636244;0,111287196409981;0,816062179856368;0,682952481772044;0,347564934483115;2017-03-07 04:00:00
0,559053782066958;0,503116248689077;0,602417352921139;0,244413284284585;0,273380918633629;0,521673903846707;0,11480030701307;0,814659453769562;0,692856572606195;0,338225042516938;2017-03-07 04:20:00
0,545085699216516;0,493676027994039;0,620182596144064;0,249734553199262;0,265517837729956;0,510653190825848;0,121504910989287;0,810627361706599;0,68525359821496;0,337159414848057;2017-03-07 04:40:00
0,542000378313327;0,499763615258709;0,628611722246144;0,254722281310263;0,275657833438312;0,518747883713356;0,120107048696304;0,808466237564062;0,68341749339379;0,328336354399353;2017-03-07 05:00:00
0,546270202153526;0,494865211101954;0,637166335706162;0,258828687605981;0,279808510393257;0,50359595083454;0,124482831593698;0,804690764763335;0,676391455171423;0,334287591816631;2017-03-07 05:20:00
0,550797301900758;0,49398341237806;0,633365441915287;0,252952069551513;0,266672993726953;0,524973087299841;0,11716657366397;0,80827487088801;0,677925270842621;0,333361614573139;2017-03-07 05:40:00
0,550795370315154;0,501138142927531;0,632756722707273;0,252173602073775;0,278228865332826;0,513073743399491;0,122484042603912;0,804464517349908;0,679497000221856;0,323514883132692;2017-03-07 06:00:00
0,551304849245022;0,500990399220263;0,622297637570477;0,253556997651358;0,279477056915562;0,508526336694415;0,120905279589859;0,805634248842825;0,674484333742948;0,311113113615944;2017-03-07 06:20:00
