"P1";"P2";"time"
0,573595506822165;0,262994992020174;2017-03-09 12:00:00
0,566194774132371;0,26408042533991;2017-03-09 12:20:00
0,581776972335625;0,258881108090147;2017-03-09 12:40:00
0,58152904381758;0,251047087020175;2017-03-09 13:00:00
0,581205841061073;0,254059220828628;2017-03-09 13:20:00
0,583757553831957;0,256445161090181;2017-03-09 13:40:00
0,597968587310353;0,24880273287764;2017-03-09 14:00:00
0,596071603396437;0,251716348932874;2017-03-09 14:20:00
0,600077474321862;0,246800620655108;2017-03-09 14:40:00
0,604349445557815;0,243639513140801;2017-03-09 15:00:00
0,605201431966032;0,239310512014531;2017-03-09 15:20:00
0,611939921831426;0,238545863887305;2017-03-09 15:40:00
0,612701996931636;0,239954177223117;2017-03-09 16:00:00
0,612919215371472;0,235442728873637;2017-03-09 16:20:00
0,607439181278787;0,235812519009584;2017-03-09 16:40:00
0,596611296276732;0,231094158568922;2017-03-09 17:00:00
0,598161089656616;0,222742804027214;2017-03-09 17:20:00
0,591466839714226;0,217357047997809;2017-03-09 17:40:00
0,582827503818092;0,212656020305819;2017-03-09 18:00:00
0,579834554012228;0,206398910043576;2017-03-09 18:20:00
0,579988097220532;0,205129796038965;2017-03-09 18:40:00
0,578385793332936;0,206382269618241;2017-03-09 19:00:00
0,58935380372012;0,206000317914381;2017-03-09 19:20:00
0,588426556166415;0,211978918730695;2017-03-09 19:40:00
0,607426008893445;0,209110359914759;2017-03-09 20:00:00
0,616622558608984;0,225019099984277;2017-03-09 20:20:00
0,622810238855747;0,227018091253241;2017-03-09 20:40:00
0,628092215967584;0,235846511419842;2017-03-09 21:00:00
0,635302797474032;0,239438907152212;2017-03-09 21:20:00
0,627007619899104;0,23570584919121;2017-03-09 21:40:00
0,630343597529522;0,236770047355733;2017-03-09 22:00:00
0,628391267008193;0,23958151686322;2017-03-09 22:20:00
0,617810403686447;0,244501647298905;2017-03-09 22:40:00
0,623261609887229;0,243297660390998;2017-03-09 23:00:00
0,625887721624742;0,247534048609215;2017-03-09 23:20:00
0,612247808011249;0,252308033151792;2017-03-09 23:40:00
0,621006050732952;0,258419390438835;2017-03-10 00:00:00
0,615144182686458;0,268405022778528;2017-03-10 00:20:00
0,611254348514681;0,27322225409779;2017-03-10 00:40:00
0,608502189753163;0,280917201845702;2017-03-10 01:00:00
0,603673746642425;0,284059523471644;2017-03-10 01:20:00
0,603973057621223;0,291174770548498;2017-03-10 01:40:00
0,600507831418067;0,296141683560901;2017-03-10 02:00:00
0,59529774935211;0,298662209351542;2017-03-10 02:20:00
0,59310134806649;0,302747223020581;2017-03-10 02:40:00
0,574760115018772;0,300810032825466;2017-03-10 03:00:00
0,576753159463753;0,300917453877257;2017-03-10 03:20:00
0,578640628582605;0,317770137495981;2017-03-10 03:40:00
0,576558688665875;0,321009208236215;2017-03-10 04:00:00
0,576007767819398;0,322933214562479;2017-03-10 04:20:00
0,570800965426157;0,328648977522812;2017-03-10 04:40:00
0,570807515620223;0,328430233711448;2017-03-10 05:00:00
0,569208482016319;0,327774811131009;2017-03-10 05:20:00
0,572595267374717;0,322561651247085;2017-03-10 05:40:00
0,569451357114254;0,327356431298883;2017-03-10 06:00:00
0,570463090925383;0,322858694795408;2017-03-10 06:20:00
0,568674939600092;0,320773019564404;2017-03-10 06:40:00
0,559497990869694;0,310756214471554;2017-03-10 07:00:00
0,546998338455837;0,309880313486555;2017-03-10 07:20:00
0,537193589802318;0,304473549536559;2017-03-10 07:40:00
0,531488949529465;0,29128849261445;2017-03-10 08:00:00
0,518231736908354;0,267857048591336;2017-03-10 08:20:00
0,497218930068287;0,248932648709189;2017-03-10 08:40:00
0,511818642851568;0,249177891635631;2017-03-10 09:00:00
0,534957489729026;0,255498344479885;2017-03-10 09:20:00
0,549750857074248;0,266950529755925;2017-03-10 09:40:00
0,561479194810313;0,263041588821666;2017-03-10 10:00:00
0,568893936568837;0,270463462257015;2017-03-10 10:20:00
0,572400218687301;0,270442570208213;2017-03-10 10:40:00
0,567817467390963;0,268831508603307;2017-03-10 11:00:00
0,567262126149219;0,26559474803989;2017-03-10 11:20:00
0,570360396871333;0,265891730265559;2017-03-10 11:40:00
0,570469999253951;0,262131716986508;2017-03-10 12:00:00
0,575007677241719;0,252990963116677;2017-03-10 12:20:00
0,56280308405817;0,253148589558403;2017-03-10 12:40:00
0,579378725430708;0,247099508295125;2017-03-10 13:00:00
0,583187566177982;0,25142744013007;2017-03-10 13:20:00
0,580938801747326;0,242883505858066;2017-03-10 13:40:00
0,582650050420761;0,252706073089224;2017-03-10 14:00:00
0,592005764025303;0,250672632415795;2017-03-10 14:20:00
0,592610847415834;0,248779284908658;2017-03-10 14:40:00
0,595760044977827;0,247836361243243;2017-03-10 15:00:00
0,588497034772951;0,243771549526729;2017-03-10 15:20:00
0,602365725647792;0,245812207054704;2017-03-10 15:40:00
0,582822175621433;0,247122316061293;2017-03-10 16:00:00
0,589983615499152;0,238113497128114;2017-03-10 16:20:00
0,587866376686933;0,232804271241662;2017-03-10 16:40:00
0,584513780724863;0,233354716071117;2017-03-10 17:00:00
0,571138274411909;0,231627981179694;2017-03-10 17:20:00
0,567802934307548;0,228533674031525;2017-03-10 17:40:00
0,565648396329308;0,221850631704663;2017-03-10 18:00:00
0,569181226102163;0,215852204562269;2017-03-10 18:20:00
0,56472767397618;0,217940996510317;2017-03-10 18:40:00
0,558208040908473;0,215300062124556;2017-03-10 19:00:00
0,575804441051614;0,21310600981941;2017-03-10 19:20:00
0,588123226769744;0,22167615196544;2017-03-10 19:40:00
0,589475373659437;0,233860335488852;2017-03-10 20:00:00
0,604181723010794;0,231073915162631;2017-03-10 20:20:00
0,610906336311238;0,240364446702769;2017-03-10 20:40:00
0,620027502458675;0,249052217118838;2017-03-10 21:00:00
0,622338526650139;0,252794667265142;2017-03-10 21:20:00
0,618548420773468;0,257348913476575;2017-03-10 21:40:00
0,626058389281886;0,254499308228318;2017-03-10 22:00:00
0,618347166482941;0,252089824944939;2017-03-10 22:20:00
0,628258712622123;0,258263155250972;2017-03-10 22:40:00
0,617096754155005;0,253713981306883;2017-03-10 23:00:00
0,609942958011422;0,262094174536633;2017-03-10 23:20:00
0,612227874068366;0,268345439815211;2017-03-10 23:40:00
0,608788048850555;0,275344505307606;2017-03-11 00:00:00
0,6033892837293;0,278626177787863;2017-03-11 00:20:00
0,603226889957944;0,283617187646212;2017-03-11 00:40:00
0,590686393950941;0,290740916287639;2017-03-11 01:00:00
0,588214077807319;0,298336576309179;2017-03-11 01:20:00
0,585047114652336;0,308479826306386;2017-03-11 01:40:00
0,581359841244802;0,310243423960778;2017-03-11 02:00:00
0,577827296751111;0,314265054224336;2017-03-11 02:20:00
0,576421088692446;0,318091554819867;2017-03-11 02:40:00
0,565939207432163;0,319158743051746;2017-03-11 03:00:00
0,557248489318373;0,324149948018092;2017-03-11 03:20:00
0,563643690860816;0,329665108844587;2017-03-11 03:40:00
0,560531651752977;0,335780596749963;2017-03-11 04:00:00
0,554874527589989;0,34319717162368;2017-03-11 04:20:00
0,560664484356729;0,338607828185663;2017-03-11 04:40:00
0,554916663264213;0,346824971380094;2017-03-11 05:00:00
0,563416621913692;0,330589246508905;2017-03-11 05:20:00
0,569148113723955;0,322158698182869;2017-03-11 05:40:00
0,566822925663254;0,321192507415874;2017-03-11 06:00:00
0,566364750722331;0,318838125239185;2017-03-11 06:20:00
0,565353954527904;0,314478149952379;2017-03-11 06:40:00
0,568240812476107;0,310792889633387;2017-03-11 07:00:00
0,547729533095467;0,308571580022822;2017-03-11 07:20:00
0,542758346422658;0,295221104340791;2017-03-11 07:40:00
0,530738399324852;0,298592028201016;2017-03-11 08:00:00
0,518230400049745;0,266728883645974;2017-03-11 08:20:00
0,51174390417729;0,248325944908506;2017-03-11 08:40:00
0,53235111008675;0,256229767781564;2017-03-11 09:00:00
0,552341542895672;0,261099083354863;2017-03-11 09:20:00
0,562604023086691;0,25873542701142;2017-03-11 09:40:00
0,569324724481465;0,259444191090285;2017-03-11 10:00:00
0,57883843014953;0,260210423483229;2017-03-11 10:20:00
0,575698556202657;0,256210281331073;2017-03-11 10:40:00
0,582558358075071;0,256610079546562;2017-03-11 11:00:00
0,575825890556763;0,254580984543163;2017-03-11 11:20:00
0,578402737079816;0,25480107801847;2017-03-11 11:40:00
0,571179322637733;0,243923518871536;2017-03-11 12:00:00
0,579049999904652;0,236229588464965;2017-03-11 12:20:00
0,577431213925797;0,230787796606918;2017-03-11 12:40:00
0,596970051234527;0,232881714201709;2017-03-11 13:00:00
0,592465110414912;0,227489867396638;2017-03-11 13:20:00
0,594673759574946;0,223088991362599;2017-03-11 13:40:00
0,59626080733019;0,226452019423765;2017-03-11 14:00:00
0,605387231675006;0,222988264737548;2017-03-11 14:20:00
0,602199388544476;0,220015476187182;2017-03-11 14:40:00
0,606472185554536;0,211716145559837;2017-03-11 15:00:00
0,616537946603649;0,211455772167135;2017-03-11 15:20:00
0,623726197851305;0,211598600731492;2017-03-11 15:40:00
0,612875002381683;0,201197750835207;2017-03-11 16:00:00
0,610822956129537;0,206376353755671;2017-03-11 16:20:00
0,609385849735952;0,199675214314852;2017-03-11 16:40:00
0,606826492905008;0,193644991524698;2017-03-11 17:00:00
0,615279939883713;0,187513143162553;2017-03-11 17:20:00
0,597698681614234;0,189897185568043;2017-03-11 17:40:00
0,60424599901842;0,184264251061373;2017-03-11 18:00:00
0,594381825786929;0,177514848974194;2017-03-11 18:20:00
0,600790841035238;0,187868046548999;2017-03-11 18:40:00
0,609469035879159;0,18410842035659;2017-03-11 19:00:00
0,606727158038395;0,193648061254367;2017-03-11 19:20:00
0,619855034063793;0,197136950124323;2017-03-11 19:40:00
0,627639210644443;0,206628127830894;2017-03-11 20:00:00
0,634332966146952;0,208012849337526;2017-03-11 20:20:00
0,644590041507353;0,215558211625055;2017-03-11 20:40:00
0,640746937045146;0,220331001141516;2017-03-11 21:00:00
0,653074272794154;0,226570279068571;2017-03-11 21:20:00
0,655267955954167;0,226874931669139;2017-03-11 21:40:00
0,660811785703589;0,218750740101055;2017-03-11 22:00:00
0,657563048557596;0,22407037709845;2017-03-11 22:20:00
0,664997622519497;0,221731005346046;2017-03-11 22:40:00
0,662698565879588;0,223423027959887;2017-03-11 23:00:00
0,660585067083094;0,225168423308202;2017-03-11 23:20:00
0,656301676336737;0,224212054732736;2017-03-11 23:40:00
0,66314199771966;0,225682460073198;2017-03-12 00:00:00
0,659657589547807;0,226201640273662;2017-03-12 00:20:00
0,66258676608594;0,223375442038009;2017-03-12 00:40:00
0,659674959559848;0,226955708568596;2017-03-12 01:00:00
0,658716177579968;0,228679755680248;2017-03-12 01:20:00
0,651746907562858;0,229811727445218;2017-03-12 01:40:00
0,653815807274178;0,224467620978277;2017-03-12 02:00:00
0,655074406652282;0,229951430259397;2017-03-12 02:20:00
0,653589315780818;0,233173993686289;2017-03-12 02:40:00
0,640286333558493;0,229980779449;2017-03-12 03:00:00
0,638723467720868;0,221717299796705;2017-03-12 03:20:00
0,652461533584078;0,239543675684541;2017-03-12 03:40:00
0,65214225240033;0,240462446508119;2017-03-12 04:00:00
