"P1";"P2";"P3";"P4";"P5";"P6";"time"
0,77407345158103;0,148462082846822;0,335683898120737;0,359747807701157;0,513722897602476;0,506131721132218;2017-03-07 05:00:00
0,76977887986175;0,153971600429149;0,330098015750607;0,363560601222682;0,519947850919176;0,497079634145537;2017-03-07 05:20:00
0,773040406532114;0,143886710971929;0,333251471974772;0,360961752515588;0,5170921511237;0,506097537853069;2017-03-07 05:40:00
0,771913459406914;0,151503663375453;0,332532888729367;0,357334381870285;0,519710724725074;0,500108930868902;2017-03-07 06:00:00
0,767581584419938;0,149031700479544;0,331489525410942;0,353873211707342;0,523219948362177;0,494980767408755;2017-03-07 06:20:00
0,770596463443962;0,146667047628337;0,340518053082667;0,346827522444204;0,518125567129255;0,482135527802734;2017-03-07 06:40:00
0,755096492024437;0,148898112844471;0,347535051131813;0,326446582131539;0,523896751396559;0,478059704297575;2017-03-07 07:00:00
0,729913353968324;0,147978685321284;0,354222811197469;0,32359150797474;0,534982311505863;0,420357996099366;2017-03-07 07:20:00
0,719490551250215;0,150433821770601;0,370589474188364;0,306511786334326;0,538686346758133;0,411732146529108;2017-03-07 07:40:00
0,705310613692021;0,154033522007641;0,392974756020762;0,280883948465363;0,550407560015385;0,383677164560406;2017-03-07 08:00:00
0,689678141322878;0,142868738343263;0,412138904615089;0,244546477979126;0,562126554480598;0,32087673398018;2017-03-07 08:20:00
0,652083484722915;0,134149218645455;0,460382751927366;0,211613509840899;0,578203770709315;0,272663033828564;2017-03-07 08:40:00
0,639547661530606;0,130086801826003;0,526336874754223;0,199084914874573;0,613270389832617;0,263077020270628;2017-03-07 09:00:00
0,645808725571834;0,129261775520679;0,570485306362707;0,194665712837111;0,639364729913316;0,25090119323086;2017-03-07 09:20:00
0,659263204221627;0,142870908948842;0,586891045218695;0,18290158174927;0,675799741040849;0,249932050722839;2017-03-07 09:40:00
0,666187454703822;0,145031450836544;0,588415287213838;0,19836009645799;0,683350335356028;0,245237589214928;2017-03-07 10:00:00
0,652766804119239;0,141630628464039;0,607449514815553;0,1943627927675;0,704774473970889;0,238726044242288;2017-03-07 10:20:00
0,657463527860921;0,147526144821978;0,596252865525313;0,198357674444993;0,695568071985421;0,254998458935044;2017-03-07 10:40:00
0,648968360561323;0,153577662353887;0,610349472503235;0,191009041935202;0,702254494813143;0,253463037281357;2017-03-07 11:00:00
0,653505007098398;0,150889937850734;0,583636001978318;0,198018751986758;0,693994462409131;0,239330434308699;2017-03-07 11:20:00
0,651713470654882;0,155250014412817;0,596053520357398;0,180124456106887;0,692520981519328;0,263910461254432;2017-03-07 11:40:00
0,644476298017099;0,156175894061343;0,551248618477585;0,203105652566358;0,680005087668976;0,269972893190822;2017-03-07 12:00:00
0,641550119017778;0,163095241780136;0,554939465609231;0,191923911582143;0,707877425645112;0,269448324661096;2017-03-07 12:20:00
0,656016009216229;0,161714078138897;0,53394191826745;0,191232397468434;0,687553078743287;0,274912730018611;2017-03-07 12:40:00
