"P1";"P2";"P3";"P4";"time"
0,426604860057584;0,380029111444715;0,723344718488859;0,215536375444953;2017-03-07 04:00:00
0,421054794236595;0,388985210445815;0,722228542923878;0,222774807753686;2017-03-07 04:20:00
0,410300484477388;0,38716284213922;0,71563834038772;0,23095807227845;2017-03-07 04:40:00
0,418331794208518;0,381325967665782;0,716445322552211;0,233329893346622;2017-03-07 05:00:00
0,415944265255994;0,381710110389267;0,711893139347628;0,238770426938158;2017-03-07 05:20:00
0,417641683534899;0,382960300663832;0,715356373335301;0,231521260702437;2017-03-07 05:40:00
0,419987117026537;0,381262810658787;0,712550483223587;0,234213731980088;2017-03-07 06:00:00
0,419474442007718;0,375620448124871;0,710331588902531;0,23241466641889;2017-03-07 06:20:00
0,423898401102139;0,364242827575226;0,710878151550443;0,228234250434648;2017-03-07 06:40:00
0,427712275722603;0,355933736434984;0,701451000085872;0,222572807540866;2017-03-07 07:00:00
0,439142523987054;0,314114039631736;0,67957197300159;0,225194479774721;2017-03-07 07:20:00
0,446355467360457;0,310759467290834;0,673643981666162;0,218369939040678;2017-03-07 07:40:00
0,463289275860349;0,28562323683445;0,662447382884175;0,213600639770429;2017-03-07 08:00:00
0,481498680612989;0,240176522490797;0,649015917141768;0,190991375856791;2017-03-07 08:20:00
0,521737608011897;0,21410996868216;0,612874481562536;0,173376369657995;2017-03-07 08:40:00
0,573073693720762;0,203675374372384;0,609161161670036;0,171184605736766;2017-03-07 09:00:00
0,619007449246412;0,189435849446821;0,615131881647189;0,170686530250162;2017-03-07 09:20:00
0,638750990117781;0,190810008916342;0,631944738358712;0,175445886044662;2017-03-07 09:40:00
0,652012163391567;0,201299722042743;0,634941605725661;0,176509383116621;2017-03-07 10:00:00
0,672826360704211;0,187523522872253;0,629824686895321;0,177088361928232;2017-03-07 10:20:00
0,649626565467467;0,2011515159334;0,637550527589907;0,183444223317154;2017-03-07 10:40:00
0,667261399507024;0,197881173517627;0,631022399674502;0,182657835138854;2017-03-07 11:00:00
0,648418304833026;0,18726562483448;0,633031921850989;0,183616865049832;2017-03-07 11:20:00
0,649926363893854;0,206422455746255;0,631588797083816;0,178713892903842;2017-03-07 11:40:00
0,617597186003949;0,209004514479457;0,628525293990695;0,187787056300943;2017-03-07 12:00:00
0,631717040026524;0,210953579048453;0,628653064111669;0,187813272348491;2017-03-07 12:20:00
0,604418895898279;0,217062801838293;0,63564908766441;0,187382748864961;2017-03-07 12:40:00
0,630977901380753;0,210975533113166;0,633040744279558;0,174608483757166;2017-03-07 13:00:00
0,62094755146245;0,235319654137776;0,625989979343676;0,181496553040837;2017-03-07 13:20:00
0,650682536024755;0,213350975145739;0,638324259392843;0,171174447086713;2017-03-07 13:40:00
0,632854587606636;0,218544736913518;0,627758639081652;0,174580617700057;2017-03-07 14:00:00
0,642283655828541;0,212755475934902;0,647439259338027;0,163989072265496;2017-03-07 14:20:00
0,638771845229402;0,210535801668468;0,627848787131665;0,170394968130474;2017-03-07 14:40:00
0,656034085804415;0,212061666749625;0,65199012988133;0,16223853645047;2017-03-07 15:00:00
0,647589026925029;0,216569751876095;0,648722183647341;0,161925368746362;2017-03-07 15:20:00
0,647255229136031;0,213852448930475;0,643965785636557;0,163980339960259;2017-03-07 15:40:00
0,638587374990459;0,211228848113896;0,642280257100897;0,149494596596931;2017-03-07 16:00:00
0,628382280693065;0,220455829501998;0,638824461606034;0,165154808172633;2017-03-07 16:20:00
0,592171838932721;0,229365530469738;0,640884414877855;0,163184661219867;2017-03-07 16:40:00
0,589416861741556;0,23439540950143;0,642436542432841;0,152808673235415;2017-03-07 17:00:00
0,562280976825875;0,246123964815501;0,640851442318794;0,152422830187219;2017-03-07 17:20:00
0,520613480050048;0,254364029809579;0,644298637475193;0,16080220447839;2017-03-07 17:40:00
0,505045154861718;0,27691218581625;0,65383177430412;0,167761180757598;2017-03-07 18:00:00
0,457276745112222;0,29672641587609;0,654476285275146;0,158751307047888;2017-03-07 18:20:00
0,435426171003518;0,335285711802869;0,657887664218869;0,167044968903163;2017-03-07 18:40:00
0,385727385855231;0,361591218027142;0,671065297802027;0,17252674574017;2017-03-07 19:00:00
0,355731541273502;0,389238973422468;0,667365014987014;0,178513633646484;2017-03-07 19:20:00
0,342641394860368;0,419777429200201;0,689811744537229;0,187889144562941;2017-03-07 19:40:00
0,331926370963592;0,452958643113931;0,694979342700543;0,190774998142238;2017-03-07 20:00:00
0,31113484127664;0,481096469195492;0,705884763145714;0,192371958706956;2017-03-07 20:20:00
0,315176346601879;0,505576960939787;0,710888119688292;0,20752205897251;2017-03-07 20:40:00
0,310846183448439;0,515824348799814;0,703969440050799;0,212158336759911;2017-03-07 21:00:00
0,304424739911026;0,540021363157614;0,718285265264191;0,211764037498919;2017-03-07 21:20:00
0,296704789221583;0,54886871688107;0,721092121423771;0,211161243961777;2017-03-07 21:40:00
0,294841954100809;0,557060927823985;0,709988625680342;0,204427355450083;2017-03-07 22:00:00
0,291638274210621;0,578919632119547;0,709684938010444;0,213242403022167;2017-03-07 22:20:00
0,282280685176908;0,579708661020059;0,719634862757412;0,207525968297064;2017-03-07 22:40:00
0,276185588897915;0,590197194260045;0,716693108042762;0,208674076985481;2017-03-07 23:00:00
0,272542129459791;0,596975252290398;0,715832121747428;0,207752624608831;2017-03-07 23:20:00
0,272336610146134;0,604633113333156;0,708322270064345;0,215889514725253;2017-03-07 23:40:00
0,26936230694399;0,617015459237557;0,697627511787566;0,22401354878534;2017-03-08 00:00:00
0,260214481429509;0,624027012928504;0,701025883394393;0,232963573226691;2017-03-08 00:20:00
0,259846101432052;0,623957570780544;0,689669887862622;0,243430385547499;2017-03-08 00:40:00
0,258279176521362;0,632985880102462;0,678972633190591;0,252348905159087;2017-03-08 01:00:00
0,245500119671045;0,632081403376198;0,676199813365838;0,265181472783901;2017-03-08 01:20:00
0,255253676699802;0,634758512121208;0,670109297770307;0,270336790764248;2017-03-08 01:40:00
0,253660693671131;0,640589348570188;0,662937008441561;0,287727395319337;2017-03-08 02:00:00
0,248926661375366;0,630491016785298;0,662768577288462;0,289387065340749;2017-03-08 02:20:00
0,255434106863178;0,637421701008644;0,654834624052327;0,296353334982867;2017-03-08 02:40:00
0,232214221389706;0,601081989662487;0,641178092158415;0,285166619187258;2017-03-08 03:00:00
0,237010804283165;0,628602774399068;0,62408616115986;0,301434699252861;2017-03-08 03:20:00
0,24541643942534;0,621668330014466;0,631738461141752;0,317954033156486;2017-03-08 03:40:00
0,244020174642278;0,630423580225986;0,624878282057159;0,328036556218686;2017-03-08 04:00:00
0,248090578323421;0,632429752077551;0,622686844681101;0,332533849388075;2017-03-08 04:20:00
0,244407322502156;0,625811762498506;0,611676302463737;0,339524283952649;2017-03-08 04:40:00
0,24174902059577;0,627185978123321;0,617334914489801;0,340740611466943;2017-03-08 05:00:00
0,257151209246608;0,610655564268166;0,616356851699954;0,343352777929884;2017-03-08 05:20:00
0,254978636372763;0,604132042353707;0,624269127771542;0,333389964412198;2017-03-08 05:40:00
0,264936594842113;0,59822934594258;0,61853904911833;0,338786903779309;2017-03-08 06:00:00
0,261437788620243;0,595674454056186;0,613749773107407;0,33239605349832;2017-03-08 06:20:00
0,264878634785826;0,582552332025652;0,613608524477594;0,331193265763111;2017-03-08 06:40:00
0,272306633102896;0,563891568849232;0,609175752722992;0,323476230419115;2017-03-08 07:00:00
0,285240728505422;0,518403361232608;0,590556156280834;0,318526032116139;2017-03-08 07:20:00
0,310850184569116;0,469345360033513;0,573530224037207;0,315339451393569;2017-03-08 07:40:00
0,338578421822181;0,400789111379681;0,566304866884884;0,28227419200406;2017-03-08 08:00:00
0,38172356824734;0,325613669733483;0,53103367823421;0,254543820576136;2017-03-08 08:20:00
0,478153485770266;0,237715131038665;0,508934339818613;0,216756846034802;2017-03-08 08:40:00
0,599737465248784;0,195842800742108;0,516547168456483;0,18571975896415;2017-03-08 09:00:00
0,684258620573466;0,172126014623267;0,523804698495831;0,181712330521443;2017-03-08 09:20:00
0,735254295190981;0,161253982166906;0,555416908472591;0,181791739064658;2017-03-08 09:40:00
0,75938486957243;0,157599525908181;0,572764745588925;0,176657645078546;2017-03-08 10:00:00
0,760619056562946;0,147548369400058;0,571151853539086;0,181185713989309;2017-03-08 10:20:00
0,76961355720916;0,158108913645065;0,582266331184421;0,183234966426529;2017-03-08 10:40:00
0,762563212795137;0,161277891184267;0,586282381160369;0,186836722096875;2017-03-08 11:00:00
0,760409751281715;0,152455950698375;0,58315763742778;0,175159452511628;2017-03-08 11:20:00
0,75160447841557;0,163420348401129;0,585270312836896;0,179698383667043;2017-03-08 11:40:00
0,746668600074532;0,161776717693828;0,593321137625716;0,173974348623753;2017-03-08 12:00:00
