"number";"cluster"
12036;6
12037;6
12038;10
12039;3
12040;6
12041;7
12042;4
12043;4
12101;4
12102;5
12105;1
12106;1
12107;7
12108;5
12109;3
12110;1
12111;10
12112;8
12113;3
12114;10
12115;6
12119;3
12120;7
12122;5
12123;1
12124;4
12125;5
12126;3
12127;1
12128;4
12130;6
12151;5
13001;8
13002;8
13004;4
13005;3
13006;4
13007;8
13008;9
13009;2
13010;9
13011;6
13013;4
13014;4
13015;4
13016;1
13017;2
13018;7
13019;1
13020;2
13021;8
13022;10
13023;10
13024;8
13025;3
13026;8
13027;10
13028;3
13029;6
13030;9
13031;10
13032;10
13033;6
13034;7
13035;9
13036;2
13037;6
13038;8
13039;10
13040;6
13041;9
13042;7
13043;8
13044;10
13045;7
13046;3
13047;4
13048;3
13050;2
13052;7
13053;1
13054;1
13055;1
13101;4
13102;2
13103;6
13104;1
13106;9
13107;3
13109;3
13110;8
13111;5
13113;10
13114;2
13116;6
13117;6
13118;4
13120;4
13122;9
13151;5
13514;4
14001;10
14002;9
14003;9
14004;9
14005;9
14006;9
14007;7
14008;6
14009;10
14010;9
14011;8
14012;8
14013;8
14014;10
14015;6
14016;10
14018;6
14019;6
14020;6
14021;6
14023;6
14024;9
14025;10
14026;10
14027;10
14028;10
14029;10
14030;6
14031;10
14032;10
14033;10
14034;6
14035;9
14036;9
14037;6
14101;7
14103;9
14104;10
14106;9
14107;10
14108;9
14110;10
14111;9
14112;2
14113;2
14114;6
14115;6
14116;6
14117;9
14120;10
14122;10
14124;6
14125;10
14127;7
15001;7
15002;7
15003;6
15004;6
15005;6
15008;7
15009;3
15010;4
15011;7
15012;3
15013;3
15014;10
15016;10
15017;10
15018;10
15019;10
15020;3
15023;7
15024;7
15025;3
15026;5
15027;10
15028;4
15029;5
15031;8
15032;3
15033;3
15034;3
15035;3
15036;3
15037;3
15038;8
15039;8
15040;8
15041;10
15042;1
15043;6
15044;6
15045;10
15046;10
15047;10
15048;10
15049;7
15051;8
15052;3
15053;8
15054;3
15055;3
15056;1
15058;2
15059;7
15060;3
15061;5
15064;1
15065;7
15067;3
15068;2
15069;3
15070;7
15071;4
15072;5
15102;5
15103;4
15104;2
15105;3
15106;7
15107;5
15109;3
15110;5
15111;10
15112;6
15113;6
15114;6
15115;6
15118;7
15120;4
15122;8
15123;7
15125;1
15126;5
16001;2
16002;6
16003;4
16004;6
16005;9
16006;9
16007;2
16008;2
16009;6
16010;6
16011;6
16012;2
16013;6
16014;9
16015;6
16016;6
16017;6
16018;6
16019;2
16020;6
16021;9
16022;6
16023;6
16024;5
16025;4
16026;10
16027;10
16028;4
16029;4
16030;4
16031;6
16032;7
16033;4
16034;7
16035;6
16036;5
16037;4
16038;4
16039;4
16040;4
16041;4
16042;4
16043;6
16044;7
16101;2
16102;10
16103;6
16104;6
16105;6
16107;6
16108;6
16110;2
16111;6
16112;6
16116;4
16118;3
16121;5
16122;4
16123;7
16124;4
16129;6
16130;6
16135;6
17001;8
17002;10
17003;8
17004;8
17005;8
17006;8
17007;8
17009;3
17010;3
17012;10
17013;10
17014;4
17015;6
17016;8
17017;10
17018;2
17019;2
17020;10
17021;6
17022;10
17024;6
17025;6
17026;7
17027;7
17028;5
17029;3
17030;3
17031;4
17032;4
17033;6
17036;8
17037;3
17038;6
17039;7
17040;7
17041;4
17042;2
17043;7
17044;7
17045;6
17046;6
17047;7
17048;6
17050;6
17101;4
17102;3
17104;3
17105;7
17107;4
17110;8
17111;8
17115;1
17116;7
17117;8
17119;8
18001;9
18002;9
18003;9
18004;6
18005;6
18006;6
18007;6
18008;6
18009;10
18010;8
18011;8
18012;10
18013;6
18014;10
18015;9
18016;9
18017;9
18018;10
18019;9
18020;6
18021;9
18022;9
18023;10
18024;10
18025;9
18026;10
18027;10
18028;10
18029;10
18030;10
18031;8
18032;7
18033;8
18034;10
18035;7
18037;7
18038;3
18039;10
18040;6
18041;6
18042;6
18043;6
18044;9
18045;9
18046;9
18047;8
18048;7
18049;7
18101;8
18102;7
18103;5
18105;10
18107;6
18108;6
18109;10
18110;8
18111;9
18112;2
18113;9
18114;6
18122;7
19001;7
19002;10
19003;6
19004;7
19005;8
19006;8
19007;8
19008;7
19009;7
19010;3
19011;10
19012;10
19013;8
19014;8
19015;8
19016;10
19017;6
19018;6
19019;10
19020;10
19021;10
19023;6
19024;9
19025;9
19026;6
19027;6
19028;9
19029;10
19030;8
19031;10
19033;2
19034;6
19035;8
19036;6
19037;6
19038;9
19039;9
19040;9
19041;9
19043;6
19044;2
19045;2
19046;6
19101;9
19102;6
19103;10
19105;6
19106;2
19109;10
19110;1
19113;9
19114;6
19115;5
19116;6
19117;8
19118;6
19119;6
19120;9
19121;9
19123;10
19124;6
19125;8
20001;6
20002;9
20004;7
20005;6
20006;10
20007;10
20008;6
20009;6
20011;10
20012;10
20013;6
20015;10
20016;10
20017;10
20018;6
20020;9
20021;6
20022;9
20023;9
20024;9
20025;9
20026;9
20027;6
20028;9
20030;6
20031;10
20032;6
20033;8
20034;9
20035;9
20036;9
20037;9
20038;6
20039;10
20040;10
20041;10
20042;9
20043;10
20044;6
20045;6
20047;2
20048;9
20103;9
20104;9
20105;2
20106;9
20107;2
20108;6
20109;9
20110;9
20111;9
20112;9
20113;6
20115;9
20116;10
20117;9
20118;10
20119;9
20120;6
20121;9
20122;6
20131;7
20132;10
20133;6
20503;7
21001;7
21002;3
21003;3
21004;3
21005;5
21006;8
21007;4
21008;3
21009;4
21010;4
21011;4
21012;1
21013;3
21014;5
21015;4
21016;3
21017;5
21018;4
21019;7
21020;4
21021;2
21101;4
21102;3
21103;4
21104;1
21105;4
21106;4
21107;4
21108;5
21109;3
21110;4
21111;5
21112;1
21113;4
21201;10
21202;6
21203;6
21204;6
21205;6
21206;6
21207;6
21208;6
21209;10
21210;10
21211;6
21301;4
21302;4
21303;4
21304;4
21305;5
21306;1
21307;4
21309;3
21310;4
21311;4
21501;4
21502;7
21503;7
21701;10
21702;6
21703;6
21704;3
21706;6
21707;6
22001;4
22002;7
22003;1
22004;2
22005;2
22006;7
22007;7
22008;6
22009;2
22010;2
22011;7
22012;7
22013;5
22014;4
22101;4
22401;6
22402;6
22403;8
22404;6
22405;6
22406;6
22407;6
23001;1
23002;7
23003;4
23004;4
23005;3
23006;4
23007;3
23008;4
23009;7
23010;7
23011;4
28001;4
28002;7
28003;4
31001;2
31002;2
31003;6
31004;6
31005;6
31006;6
31007;6
31008;6
31009;6
31010;6
31011;6
31012;8
31013;6
31701;6
31702;7
31703;7
31704;7
31705;6
31706;6
31707;6
31708;6
31709;6
32001;7
32003;7
32004;1
32006;5
32601;6
32602;6
32603;6
32604;6
32605;6
32606;6
33001;7
33003;7
33005;4
33006;6
33009;7
33010;4
33011;7
33012;7
33013;4
33102;10
33103;6
33104;10
34002;3
34004;10
34005;8
34006;1
34007;3
34008;3
34009;1
34010;5
34011;1
35001;4
35002;4
35003;4
35004;6
35005;10
35006;7
35007;7
35008;6
35009;7
35010;10
35011;10
35012;6
35013;6
35014;7
41101;5
41102;6
41103;6
41201;6
41202;3
41203;8
41301;6
41302;6
41601;8
41602;8
41603;7
41604;2
41605;3
42002;4
42006;3
42007;10
42008;3
42009;10
42010;3
42012;6
42013;10
42014;4
42015;6
42016;6
42201;4
42202;4
42203;4
42205;3
42206;4
42207;1
42208;8
42501;4
42502;4
42504;6
42505;3
42701;6
42702;6
42703;6
42704;6
42705;10
42706;6
42707;6
43001;2
43002;2
43003;2
43004;8
43005;2
43006;4
43007;7
43008;8
43009;8
43010;8
43401;4
44101;4
44102;8
