NOM ETABLISSEMENT;ADRESSE;CODE POSTAL;COMMUNE;CODE DEPARTEMENT;REGION;FAUTEUILS;SEANCES;TRANCHE D'ENTREES
OCINE 1 (EX LE NOUVEAU REX 1;RUE DU LION D'OR;62500;SAINT-OMER;62;NORD-PAS-DE-CALAIS;1 481;12 069;De 300 à 400 000 entrées
LES TOILES DU LAC 1;14 RUE DANIEL ROPS;73100;AIX-LES-BAINS;73;RHONE-ALPES;1 480;13 490;De 300 à 400 000 entrées
ETOILE LILAS 1;PLACE DU MAQUIS DU VERCORS;75020;PARIS 20ME;75;ILE-DE-FRANCE;1 480;12 368;De 300 à 400 000 entrées
MONCINE 1;3 CARREFOUR DE L'HOURS;34500;BEZIERS;34;LANGUEDOC-ROUSSILLON;1 462;15 667;De 200 à 300 000 entrées
ALTICINE 1;6 RUE DU PORT;45200;MONTARGIS;45;CENTRE;1 456;14 927;De 300 à 400 000 entrées
AMPHI 1;8/10 RUE ROCHEBRUN;38200;VIENNE;38;RHONE-ALPES;1 437;11 359;De 300 à 400 000 entrées
GAUMONT ALESIA 1;50 RUE D'ALESIA;75014;PARIS 14ME;75;ILE-DE-FRANCE;1 435;7 096;De 200 à 300 000 entrées
MEGARAMA 1;1 RUE DES SOURCES;25480;ECOLE-VALENTIN;25;FRANCHE-COMTE;1 431;17 285;De 400 à 500 000 entrées
FORUM 1;1 RUE DU MAIRE MASSING;57200;SARREGUEMINES;57;LORRAINE;1 394;10 064;De 200 à 300 000 entrées
CINE LEMAN 1;63 AVENUE DE SENEVULLAZ;74200;THONON-LES-BAINS;74;RHONE-ALPES;1 392;13 419;De 400 à 500 000 entrées
PATHE PLACE D'ARC 1;2 RUE NICOLAS COPERNIC;45000;ORLEANS;45;CENTRE;1 379;10 492;De 75 à 100 000 entrées
CINEMOVIDA;ARCADES ROUGES;49300;CHOLET;49;PAYS-DE-LA-LOIRE;1 368;15 647;De 300 à 400 000 entrées
GRAND ECRAN 1;56 AVENUE GALLIENI;33500;LIBOURNE;33;AQUITAINE;1 367;12 896;De 200 à 300 000 entrées
PATHE MASSENA 1;31 AVENUE JEAN MEDECIN;06000;NICE;06;PROVENCE-ALPES-COTE D'AZUR;1 366;13 039;De 400 à 500 000 entrées
MADELEINE 1;36 AVENUE DU MARECHAL FOCH;13004;MARSEILLE;13;PROVENCE-ALPES-COTE D'AZUR;1 358;14 344;De 300 à 400 000 entrées
CINE MONT BLANC 1;AVENUE DE GENEVE;74700;SALLANCHES;74;RHONE-ALPES;1 350;13 284;De 400 à 500 000 entrées
OMNIA REPUBLIQUE 1;28 RUE DE LA REPUBLIQUE;76000;ROUEN;76;HAUTE-NORMANDIE;1 345;12 279;De 150 à 200 000 entrées
CINEMOVIKING1;ESPLANADE JEAN GREMILLON;50000;SAINT-LO;50;BASSE-NORMANDIE;1 344;14 179;De 200 à 300 000 entrées
PATHE BEAUX ARTS 1;3 RUE GUSTAVE COURBET;25000;BESANCON;25;FRANCHE-COMTE;1 330;14 068;De 300 à 400 000 entrées
UTOPOLIS LONGWY 1;AVENUE DE SAINTIGNON;54400;LONGWY;54;LORRAINE;1 330;9 704;De 200 à 300 000 entrées
CINEMAS LIDO 1;AVENUE VICTOR HUGO;83700;SAINT-RAPHAEL;83;PROVENCE-ALPES-COTE D'AZUR;1 305;11 215;De 300 à 400 000 entrées
U G C SAINT JEAN 5;54 RUE ST JEAN;54000;NANCY;54;LORRAINE;1 304;11 377;De 200 à 300 000 entrées
MAJESTIC 1;11 PLACE HENRI IV;77100;MEAUX;77;ILE-DE-FRANCE;1 304;12 983;De 200 à 300 000 entrées
GRAND ECRAN 1;CAP OCEAN;33260;LA TESTE-DE-BUCH;33;AQUITAINE;1 295;10 572;De 200 à 300 000 entrées
MEGA CGR 1;166 PLACE DU 7EME BATAILLON;83300;DRAGUIGNAN;83;PROVENCE-ALPES-COTE D'AZUR;1 288;10 343;De 150 à 200 000 entrées
LA COURSIVE SALLE BLEUE;4 RUE ST JEAN DU PEROT;17000;LA ROCHELLE;17;POITOU-CHARENTES;1 280;1 176;De 40 à 50 000 entrées
UGC LYON BASTILLE 3;12 RUE DE LYON;75012;PARIS 12ME;75;ILE-DE-FRANCE;1 274;13 985;De 300 à 400 000 entrées
FRANCAIS 1;38 RUE DU GENERAL DE GAULLE;95880;ENGHIEN-LES-BAINS;95;ILE-DE-FRANCE;1 263;10 342;De 300 à 400 000 entrées
MEGA CGR 1;ROUTE DE PERPIGNAN;11100;NARBONNE;11;LANGUEDOC-ROUSSILLON;1 258;18 591;De 300 à 400 000 entrées
ATLANTIC CINE 1;ROUTE DE ROYAN;17100;SAINTES;17;POITOU-CHARENTES;1 254;9 679;De 300 à 400 000 entrées
CLOVIS 1;12, RUE DU BEFFROI;02202;SOISSONS;02;PICARDIE;1 249;8 213;De 150 à 200 000 entrées
MK2 GAMBETTA 1;6 RUE BELGRAND;75020;PARIS 20ME;75;ILE-DE-FRANCE;1 238;12 278;De 400 à 500 000 entrées
 JAUDE 1;CENTRE COMMERCIAL FOND DE JAUDE;63000;CLERMONT-FERRAND;63;AUVERGNE;1 234;11 863;De 200 à 300 000 entrées
CINEVILLE COLOMBIER 3;PLACE DU COLOMBIER;35000;RENNES;35;BRETAGNE;1 230;9 525;De 200 à 300 000 entrées
CINE LUMIERE 1;RUE DE LA SOCIETE FRANCAISE;18100;VIERZON;18;CENTRE;1 191;5 685;De 100 à 150 000 entrées
COLISEE 1;19 RUE DU REMPART;68000;COLMAR;68;ALSACE;1 167;5 829;De 75 à 100 000 entrées
LE PARIS 1;RUE BARRIERE DE JAUDE;63000;CLERMONT-FERRAND;63;AUVERGNE;1 162;14 489;De 200 à 300 000 entrées
CINE DYKE 1;PLACE MICHELET;43000;LE PUY-EN-VELAY;43;AUVERGNE;1 151;7 630;De 200 à 300 000 entrées
CLUB 1;40 BD CLEMENCEAU;22000;SAINT-BRIEUC;22;BRETAGNE;1 150;6 734;De 100 à 150 000 entrées
CGR SAINT LOUIS 1;11 RUE DU MARECHAL JOFFRE;64000;PAU;64;AQUITAINE;1 148;13 981;De 75 à 100 000 entrées
UGC GOBELINS 3;66 BIS AV DES GOBELINS;75013;PARIS 13ME;75;ILE-DE-FRANCE;1 148;14 724;De 500 à 1 million d'entrées
L ELLIPSE 1;BD LOUIS CAMPI;20000;AJACCIO;2A;CORSE;1 147;755;De 30 à 40 000 entrées
GAUMONT OPERA PREMIER 1;32 RUE LOUIS LEGRAND;75002;PARIS 2ME;75;ILE-DE-FRANCE;1 138;11 807;De 300 à 400 000 entrées
A L'AFFICHE 1;7 PLACE EMILE GOGUENHEIM;52000;CHAUMONT;52;CHAMPAGNE-ARDENNE;1 134;10 840;De 200 à 300 000 entrées
VARIETES 1;5/7 BD VICTOR HUGO;06000;NICE;06;PROVENCE-ALPES-COTE D'AZUR;1 133;13 202;De 200 à 300 000 entrées
ROYAL 1;33 AV DE LA LIBERATION;42000;SAINT-ETIENNE;42;RHONE-ALPES;1 126;11 163;De 50 à 75 000 entrées
CGR COLISEE 1;11 RUE DU PORT;72000;LE MANS;72;PAYS-DE-LA-LOIRE;1 126;13 164;De 100 à 150 000 entrées
ROYAL 1;13 RUE BOUSSAIROLLES;34000;MONTPELLIER;34;LANGUEDOC-ROUSSILLON;1 123;6 316;De 50 à 75 000 entrées
CINE-QUAI 1;QUAI LAMARTINE;52100;SAINT-DIZIER;52;CHAMPAGNE-ARDENNE;1 122;8 848;De 150 à 200 000 entrées
LES CINEMAS DE MOULINS 1;RUE MARCELLIN DESBOUTINS;03000;MOULINS;03;AUVERGNE;1 118;15 329;De 200 à 300 000 entrées
GAUMONT COMEDIE 1;10 PLACE DE LA COMEDIE;34000;MONTPELLIER;34;LANGUEDOC-ROUSSILLON;1 113;14 221;De 300 à 400 000 entrées
MK2 QUAI DE LOIRE 1;5/19 QUAI DE LA LOIRE;75019;PARIS 19ME;75;ILE-DE-FRANCE;1 108;9 470;De 400 à 500 000 entrées
EMPIRE;30 COURS NAPOLEON;20000;AJACCIO;2A;CORSE;1 100;576;De 20 à 30 000 entrées
PALACE 1 (EX-PALACE 1);33 BOULEVARD DE LA MOTTE;51200;EPERNAY;51;CHAMPAGNE-ARDENNE;1 096;6 799;De 150 à 200 000 entrées
MEGA CGR CENTRE 1;ALLEE DE GLAIN;64100;BAYONNE;64;AQUITAINE;1 096;13 803;De 200 à 300 000 entrées
MONCINE 1;AVENUE DES BARTHES;64600;ANGLET;64;AQUITAINE;1 095;12 202;De 200 à 300 000 entrées
STUDIO URSULINES 1;2 RUE DES URSULINES;37000;TOURS;37;CENTRE;1 091;11 094;De 300 à 400 000 entrées
MEGARAMA PIAN MEDOC 1;ROUTE DE PAUILLAC;33290;LE PIAN-MEDOC;33;AQUITAINE;1 084;10 571;De 200 à 300 000 entrées
CINEMOVIDA 1;86 AVENUE CHARLES DE GAULLE;36000;CHATEAUROUX;36;CENTRE;1 078;11 666;De 200 à 300 000 entrées
GAUMONT CONVENTION 2;27 A 31 RUE ALAIN CHARTIER;75015;PARIS 15ME;75;ILE-DE-FRANCE;1 078;2 437;De 50 à 75 000 entrées
PASS R L 1;RUE DES FABRIQUES;38500;VOIRON;38;RHONE-ALPES;1 076;9 122;De 200 à 300 000 entrées
CAMEO SAINT SEBASTIEN 2 (EX-UGC SAINT SEBASTIEN 2);6 RUE LEOPOLD LALLEMENT;54000;NANCY;54;LORRAINE;1 062;6 911;De 100 à 150 000 entrées
COMOEDIA 01;13 AV BERTHELOT;69007;LYON;69;RHONE-ALPES;1 062;10 669;De 300 à 400 000 entrées
DARCY 1;8, PLACE DARCY;21000;DIJON;21;BOURGOGNE;1 059;10 405;De 100 à 150 000 entrées
CINE JALLES 1;PLACE DE LA REPUBLIQUE;33160;SAINT-MEDARD-EN-JALLES;33;AQUITAINE;1 054;2 886;De 75 à 100 000 entrées
COLISEE CONCORDE 1;8 RUE HENRI MOUHOT;25200;MONTBELIARD;25;FRANCHE-COMTE;1 053;4 976;De 50 à 75 000 entrées
DIAGONAL CAPITOLE 1;5 RUE DE VERDUN;34000;MONTPELLIER;34;LANGUEDOC-ROUSSILLON;1 049;11 512;De 300 à 400 000 entrées
LE GRAND CLUB 1;11 AVENUE DU SABLAR;40100;DAX;40;AQUITAINE;1 043;12 486;De 200 à 300 000 entrées
PATHE CORDELIERS 7;20 RUE THOMASSIN;69002;LYON;69;RHONE-ALPES;1 043;11 778;De 200 à 300 000 entrées
MERIGNAC CINE 1;PLACE CHARLES DE GAULLE;33700;MERIGNAC;33;AQUITAINE;1 041;6 381;De 200 à 300 000 entrées
TANNEUR 1;12 RUE DU 21 JANVIER;39100;DOLE;39;FRANCHE-COMTE;1 037;8 206;De 100 à 150 000 entrées
CINE PRESQU'ILE;4 AVENUE ANNE DE BRETAGNE;44350;GUERANDE;44;PAYS-DE-LA-LOIRE;1 029;8 612;De 150 à 200 000 entrées
CGR ODEON 1;51 RUE DU MARECHAL FOCH;50100;CHERBOURG;50;BASSE-NORMANDIE;1 025;8 081;De 50 à 75 000 entrées
CGR DRAGON 1;8 COURS DES DAMES;17000;LA ROCHELLE;17;POITOU-CHARENTES;1 024;11 594;De 150 à 200 000 entrées
BRETAGNE 1;73 BD DU MONTPARNASSE;75006;PARIS 6ME;75;ILE-DE-FRANCE;1 020;4 080;De 75 à 100 000 entrées
ETOILE PALACE 1;LES 4 CHEMINS;03200;VICHY;03;AUVERGNE;1 012;10 571;De 200 à 300 000 entrées
SALLE COQUELICOT;4 SQUARE DU THEATRE;14200;HEROUVILLE-SAINT-CLAIR;14;BASSE-NORMANDIE;1 009;5 439;De 100 à 150 000 entrées
REX 2;13 RUE ST JACQUES;38000;GRENOBLE;38;RHONE-ALPES;1 009;11 162;De 100 à 150 000 entrées
CIN'AMAND 1;LE MONT DES BRUYÈRES;59230;SAINT-AMAND-LES-EAUX;59;NORD-PAS-DE-CALAIS;1 007;7 996;De 200 à 300 000 entrées
LES 4 DELTA 4;81 BIS AVENUE DU BAC;94210;SAINT-MAUR-DES-FOSSES;94;ILE-DE-FRANCE;1 001;6 658;De 150 à 200 000 entrées
CYRANO 1;2 PLACE DES CARMES;24100;BERGERAC;24;AQUITAINE;998;7 368;De 100 à 150 000 entrées
VICTORIA 1 (EX NOUVEAU CASIN;36 AV VICTORIA;73100;AIX-LES-BAINS;73;RHONE-ALPES;996;5 078;De 50 à 75 000 entrées
MEGARAMA 1;PROMENADE DE LA CHEVALERIE;39000;LONS-LE-SAUNIER;39;FRANCHE-COMTE;995;795;De 10 à 20 000 entrées
GAUMONT OPERA FRANCAIS 8;38 BD DES ITALIENS;75009;PARIS 9ME;75;ILE-DE-FRANCE;994;10 225;De 200 à 300 000 entrées
MK2 QUAI DE SEINE 1;14 QUAI DE LA SEINE;75019;PARIS 19ME;75;ILE-DE-FRANCE;992;11 412;De 500 à 1 million d'entrées
C2L1;18 RUE CHARLES DE GAULLE;78300;POISSY;78;ILE-DE-FRANCE;983;9 088;De 200 à 300 000 entrées
PATHE PARIS 1;54 AVENUE JEAN MEDECIN;06000;NICE;06;PROVENCE-ALPES-COTE D'AZUR;979;7 800;De 200 à 300 000 entrées
REX 1;18 AV THIERS;24200;SARLAT-LA-CANEDA;24;AQUITAINE;979;4 143;De 75 à 100 000 entrées
MK2 NATION 1;133 BOULEVARD DIDEROT;75012;PARIS 12ME;75;ILE-DE-FRANCE;976;7 598;De 200 à 300 000 entrées
LE REGENT 4;16 RUE DE L'INDEPENDANCE;31800;SAINT-GAUDENS;31;MIDI-PYRENEES;972;9 421;De 150 à 200 000 entrées
OLYMPIA 1;1 RUE GAMBETTA;25300;PONTARLIER;25;FRANCHE-COMTE;964;8 023;De 200 à 300 000 entrées
VOX 1(EX-PATHE VOX 1);17 RUE DES FRANCS BOURGEOIS;67000;STRASBOURG;67;ALSACE;964;11 708;De 150 à 200 000 entrées
GALAXY 6 (EX-PATHE 6);57 AVENUE VICTOR HUGO;16100;COGNAC;16;POITOU-CHARENTES;962;7 695;De 100 à 150 000 entrées
UGC VELIZY 6;CENTRE COMMERCIAL VELIZY II;78140;VELIZY-VILLACOUBLAY;78;ILE-DE-FRANCE;962;14 986;De 400 à 500 000 entrées
LE GRAND FORUM 1;PLACE GEORGES MELIES;27400;LOUVIERS;27;HAUTE-NORMANDIE;960;5 224;De 100 à 150 000 entrées
CINE SAR 1 (EX-LORRAIN 1);37  AV POINCARE;57400;SARREBOURG;57;LORRAINE;948;5 637;De 150 à 200 000 entrées
LOFT 1;PLACE DU CHATELET;86100;CHATELLERAULT;86;POITOU-CHARENTES;946;10 295;De 150 à 200 000 entrées
STARS 1;18 RUE NATIONALE;62200;BOULOGNE-SUR-MER;62;NORD-PAS-DE-CALAIS;944;10 404;De 200 à 300 000 entrées
ERMITAGE 2;6 RUE DE FRANCE;77300;FONTAINEBLEAU;77;ILE-DE-FRANCE;944;6 934;De 150 à 200 000 entrées
STUDIO 4;66 RUE JEAN JAURES;94500;CHAMPIGNY-SUR-MARNE;94;ILE-DE-FRANCE;944;6 425;De 100 à 150 000 entrées
PALACE 1;13 QUAI CARNOT;49400;SAUMUR;49;PAYS-DE-LA-LOIRE;943;7 451;De 150 à 200 000 entrées
KATORZA 2;3 RUE CORNEILLE;44000;NANTES;44;PAYS-DE-LA-LOIRE;932;9 758;De 200 à 300 000 entrées
MERCURE 1;6 RUE PIERRE BROSSOLETTE;76500;ELBEUF;76;HAUTE-NORMANDIE;932;5 569;De 100 à 150 000 entrées
LE CLUB;FORUM DE LA GARE;35300;FOUGERES;35;BRETAGNE;900;6 153;De 150 à 200 000 entrées
CINE VENDOME 1;2 RUE DARREAU;41100;VENDOME;41;CENTRE;900;6 016;De 100 à 150 000 entrées
THEATRE ANNECY;1 RUE JEAN JAURES;74000;ANNECY;74;RHONE-ALPES;900;17;Moins de 2000 entrées
EMPIRE 1;22 QUAI CARNOT;88100;SAINT-DIE;88;LORRAINE;900;3 645;De 75 à 100 000 entrées
CAP CINEMA BEAUNE 1;13 BIS BOULEVARD MARECHAL JOFFRE;21000;BEAUNE;21;BOURGOGNE;898;9 445;De 200 à 300 000 entrées
ESPACE 1;BOULEVARD PHELIPON;85400;LUCON;85;PAYS-DE-LA-LOIRE;897;4 783;De 75 à 100 000 entrées
ASTORIA 1;31-33 COURS VITTON;69006;LYON;69;RHONE-ALPES;894;9 849;De 200 à 300 000 entrées
STUDIO 2;9 BOULEVARD MAIN;79000;NIORT;79;POITOU-CHARENTES;893;1 665;De 50 à 75 000 entrées
LES 400 COUPS 1;12 RUE CLAVEAU;49000;ANGERS;49;PAYS-DE-LA-LOIRE;886;12 328;De 300 à 400 000 entrées
NEF 3;18 BD EDOUARD REY;38000;GRENOBLE;38;RHONE-ALPES;876;12 849;De 100 à 150 000 entrées
LE VAUBAN 3;10 BD DE LA TOUR D AUVERGNE;35400;SAINT-MALO;35;BRETAGNE;872;6 062;De 200 à 300 000 entrées
MISTRAL 2;70 AV DU GENERAL LECLERC;75014;PARIS 14ME;75;ILE-DE-FRANCE;870;9 648;De 150 à 200 000 entrées
LE PALACE 1;BOULEVARD DE COLMAR;68100;MULHOUSE;68;ALSACE;854;14 232;De 150 à 200 000 entrées
ELDORADO 1;PLACE RENE CASSIN;83300;DRAGUIGNAN;83;PROVENCE-ALPES-COTE D'AZUR;852;4 337;De 40 à 50 000 entrées
VEO - GRAND - MERMOZ 1;AVENUE JACQUES DOUZANS;31600;MURET;31;MIDI-PYRENEES;849;10 827;De 400 à 500 000 entrées
VIKING 1;17-19 RUE ABBE LECORNU;61100;FLERS;61;BASSE-NORMANDIE;849;2 384;De 75 à 100 000 entrées
MERIDIEN 1 GARANCE;ROUTE DE PAU;65420;IBOS;65;MIDI-PYRENEES;846;1 440;De 30 à 40 000 entrées
ROYAL CINEMA 1;18-20 RUE DU MARECHAL BOSQUET;40000;MONT-DE-MARSAN;40;AQUITAINE;844;6 461;De 100 à 150 000 entrées
PARNASSIEN 1;98 BD DU MONTPARNASSE;75014;PARIS 14ME;75;ILE-DE-FRANCE;842;13 847;De 200 à 300 000 entrées
NORMANDY 1;17 RUE DES CARMES;15000;AURILLAC;15;AUVERGNE;840;7 565;De 100 à 150 000 entrées
ARCADES 3;6 PLACE GAMBETTA;13300;SALON-DE-PROVENCE;13;PROVENCE-ALPES-COTE D'AZUR;838;9 717;De 150 à 200 000 entrées
STUDIO A;CENTRE COMMERCIAL PARLY II;78150;LE CHESNAY;78;ILE-DE-FRANCE;838;5 120;De 100 à 150 000 entrées
MAJESTIC;1, PLACE VOLTAIRE;42700;FIRMINY;42;RHONE-ALPES;837;2 490;De 75 à 100 000 entrées
THEATRE 1;1 PLACE DE PARIS;27200;VERNON;27;HAUTE-NORMANDIE;836;3 239;De 75 à 100 000 entrées
OLYMPIA 1;5 RUE D ANTIBES;06400;CANNES;06;PROVENCE-ALPES-COTE D'AZUR;835;6 911;De 150 à 200 000 entrées
CASABLANCA;34 AV DU GAL DE GAULLE;22300;LANNION;22;BRETAGNE;828;5 760;De 150 à 200 000 entrées
LE FIGUIER BLANC 1 (EX-GALILEE 2);3TER RUE GREGOIRE COLLAS;95100;ARGENTEUIL;95;ILE-DE-FRANCE;826;3 195;De 50 à 75 000 entrées
VERS LE LARGE 1;ROUTE DE DINARD;22100;DINAN;22;BRETAGNE;821;5 920;De 200 à 300 000 entrées
CINE 32 1;73 AVENUE DE L'YSER;32000;AUCH;32;MIDI-PYRENEES;820;5 625;De 150 à 200 000 entrées
UGC ODEON 2;124 BD ST GERMAIN;75006;PARIS 6ME;75;ILE-DE-FRANCE;816;8 635;De 200 à 300 000 entrées
LE FAUTEUIL ROUGE 1;ZA BOCAPOLE;79300;BRESSUIRE;79;POITOU-CHARENTES;816;6 145;De 150 à 200 000 entrées
MK2 ODEON 2;113 BD ST GERMAIN;75006;PARIS 6ME;75;ILE-DE-FRANCE;815;9 227;De 200 à 300 000 entrées
ROYAL PALACE01;165 GRANDE RUE CHARLES DE GAULLE;94130;NOGENT-SUR-MARNE;94;ILE-DE-FRANCE;815;9 406;De 200 à 300 000 entrées
GARENNE 1;12 RUE ALEXANDRE LE PONTOIS;56000;VANNES;56;BRETAGNE;813;6 938;De 100 à 150 000 entrées
DEVOSGE 1;4/6/8 RUE DEVOSGE;21000;DIJON;21;BOURGOGNE;812;9 627;De 75 à 100 000 entrées
REX;PLACE CARDINAL MAURY;84600;VALREAS;84;PROVENCE-ALPES-COTE D'AZUR;807;1 898;De 30 à 40 000 entrées
BONNEVEINE 1;AVENUE DE HAMBOURG;13008;MARSEILLE;13;PROVENCE-ALPES-COTE D'AZUR;806;8 029;De 150 à 200 000 entrées
GULF STREAM 1;52 AV DU GENERAL DE GAULLE;44500;LA BAULE-ESCOUBLAC;44;PAYS-DE-LA-LOIRE;804;7 260;De 100 à 150 000 entrées
LA PLEIADE;12 AVENUE COUSIN DE MERICOURT;94230;CACHAN;94;ILE-DE-FRANCE;802;4 129;De 75 à 100 000 entrées
LE CELTIC 1;RUE DE COLGUEN;29900;CONCARNEAU;29;BRETAGNE;801;6 379;De 100 à 150 000 entrées
LE GRAND PALACE 1;BD DE L ILE VERTIME;85100;LES SABLES-D OLONNE;85;PAYS-DE-LA-LOIRE;798;4 761;De 150 à 200 000 entrées
BUXY 1;CENTRE COMMERCIAL VAL D'YERRES 2;91800;BOUSSY-SAINT-ANTOINE;91;ILE-DE-FRANCE;797;7 266;De 100 à 150 000 entrées
CINELAC 1;13 RUE DU LAC;56800;PLOERMEL;56;BRETAGNE;794;7 792;De 100 à 150 000 entrées
FORUM 1;17 AV CARNOT;02000;LAON;02;PICARDIE;790;6 904;De 100 à 150 000 entrées
MELIES;134 RUE ANATOLE FRANCE;93600;AULNAY-SOUS-BOIS;93;ILE-DE-FRANCE;789;1 103;De 30 à 40 000 entrées
TRAVELLING 1;RUE BRESCOU;34300;AGDE;34;LANGUEDOC-ROUSSILLON;782;4 764;De 100 à 150 000 entrées
MEGARAMA 1;8 AVENUE SALVADOR ALLENDE;94110;ARCUEIL;94;ILE-DE-FRANCE;781;10 528;De 200 à 300 000 entrées
LE MORNY;23 AV DU GENERAL DE GAULLE;14800;DEAUVILLE;14;BASSE-NORMANDIE;777;3 256;De 100 à 150 000 entrées
CGR OLYMPIA 1;54 RUE CHAUDRIER;17000;LA ROCHELLE;17;POITOU-CHARENTES;777;2 490;De 20 à 30 000 entrées
FAMILY;BD PASTEUR;42173;SAINT-JUST-SAINT-RAMBERT;42;RHONE-ALPES;776;4 315;De 100 à 150 000 entrées
SALLE PIERRE DAURE;UNIVERSITE DE CAEN;14000;CAEN;14;BASSE-NORMANDIE;768;35;De 2 à 5 000 entrées
THEATRE DE DION;ROUTE DE SUCE;44470;CARQUEFOU;44;PAYS-DE-LA-LOIRE;768;56;De 2 à 5 000 entrées
CINE TOILES 1;AVENUE FRANCOIS CUZIN;04000;DIGNE LES BAINS;04;PROVENCE-ALPES-COTE D'AZUR;767;5 742;De 100 à 150 000 entrées
J.EUSTACHE. CHAPLIN 1;1 RUE DES POILUS;33600;PESSAC;33;AQUITAINE;767;6 854;De 200 à 300 000 entrées
ROXANE 4;6 RUE ST SIMON;78000;VERSAILLES;78;ILE-DE-FRANCE;767;7 446;De 100 à 150 000 entrées
UGC MAILLOT 3;PALAIS CONGRES PL PORTE MAILLOT;75017;PARIS 17ME;75;ILE-DE-FRANCE;764;7 225;De 200 à 300 000 entrées
CINEMARINE 1;PLACE DE LA FELICITE;85800;SAINT-GILLES-CROIX-DE-VIE;85;PAYS-DE-LA-LOIRE;763;4 195;De 150 à 200 000 entrées
PALACE 1;16 BD DU PECHER;26200;MONTELIMAR;26;RHONE-ALPES;761;4 368;De 100 à 150 000 entrées
UGC OPERA 1;32 BD DES ITALIENS;75009;PARIS 9ME;75;ILE-DE-FRANCE;760;7 647;De 200 à 300 000 entrées
LE PARNASSE;3 AVENUE DE LA GARE;40200;MIMIZAN;40;AQUITAINE;750;686;De 20 à 30 000 entrées
VARIETES 1;24 RUE DE LA REPUBLIQUE;38230;PONT-DE-CHERUY;38;RHONE-ALPES;749;4 649;De 100 à 150 000 entrées
LA FAIENCERIE;ALLEE NELSON;60100;CREIL;60;PICARDIE;749;55;De 5 à 10 000 entrées
ATLANTIC CINE 1;PLACE ERNEST BREANT;44110;CHATEAUBRIANT;44;PAYS-DE-LA-LOIRE;748;4 270;De 100 à 150 000 entrées
C 2 L 1;25/27/29 RUE DU VIEUX MARCHE;78100;SAINT-GERMAIN-EN-LAYE;78;ILE-DE-FRANCE;742;8 998;De 200 à 300 000 entrées
NAVIRE 1;9 BD D ALSACE;26000;VALENCE;26;RHONE-ALPES;739;7 234;De 75 à 100 000 entrées
CONTI 3;PLACE DU PATIS;95290;L ISLE-ADAM;95;ILE-DE-FRANCE;739;6 224;De 150 à 200 000 entrées
MANIVEL;12 QUAI JEAN BART;35600;REDON;35;BRETAGNE;737;6 547;De 150 à 200 000 entrées
CONCORDE 1;19 BD DELBREL;82200;MOISSAC;82;MIDI-PYRENEES;737;3 099;De 50 à 75 000 entrées
NORMANDY 1;20 GRANDE RUE/6 RUE DES CARREAUX;61000;ALENCON;61;BASSE-NORMANDIE;734;3 235;De 100 à 150 000 entrées
OLBIA 1;4 RUE DU SOLDAT BELLON;83400;HYERES;83;PROVENCE-ALPES-COTE D'AZUR;733;8 319;De 200 à 300 000 entrées
COLOMBIER 1;RUE RENE COTY;76330;NOTRE-DAME-DE-GRAVENCHON;76;HAUTE-NORMANDIE;731;619;De 5 à 10 000 entrées
STARS 5;13 AV DU GENERAL DE GAULLE;91290;ARPAJON;91;ILE-DE-FRANCE;731;6 865;De 100 à 150 000 entrées
LE PERRAY 2;44/46 AV GABRIEL PERI;91700;SAINTE-GENEVIEVE-DES-BOIS;91;ILE-DE-FRANCE;728;6 719;De 75 à 100 000 entrées
APOLLO 1;38 R DR PELTIER 26R VICTOR HUGO;17300;ROCHEFORT;17;POITOU-CHARENTES;722;5 965;De 75 à 100 000 entrées
REX 1;ZONE DE NIEL;56300;PONTIVY;56;BRETAGNE;722;3 666;De 100 à 150 000 entrées
PALACE 1;11 AV LOUIS DELFIEU;13400;AUBAGNE;13;PROVENCE-ALPES-COTE D'AZUR;721;6 693;De 20 à 30 000 entrées
SALLE 1;RUE DE LA GARE;59280;ARMENTIERES;59;NORD-PAS-DE-CALAIS;720;4 543;De 50 à 75 000 entrées
CGR CASTILLE 6;24 PLACE DU MARECHAL LECLERC;86000;POITIERS;86;POITOU-CHARENTES;719;8 369;De 75 à 100 000 entrées
LE GRAND LARGE 1;PLACE BELLET;76400;FECAMP;76;HAUTE-NORMANDIE;716;5 481;De 150 à 200 000 entrées
LES STUDIOS 1;136 RUE JEAN JAURES;29200;BREST;29;BRETAGNE;715;10 479;De 100 à 150 000 entrées
IMAG'IN CINEMA L'OLYMPIA 1;RUE JOSEPH RIGAL;81600;GAILLAC;81;MIDI-PYRENEES;709;4 822;De 150 à 200 000 entrées
CINOCHE 1 - JEANNE MOREAU 1;ALLEE JEAN WIENER;91130;RIS-ORANGIS;91;ILE-DE-FRANCE;707;3 344;De 50 à 75 000 entrées
RIALTO 4;4 RUE DE RIVOLI;06000;NICE;06;PROVENCE-ALPES-COTE D'AZUR;704;9 352;De 100 à 150 000 entrées
STAR 1;98 RUE D ANTIBES;06400;CANNES;06;PROVENCE-ALPES-COTE D'AZUR;702;7 540;De 150 à 200 000 entrées
SALLE PAUL ELUARD;PLACE MARCEL POINTET;93240;STAINS;93;ILE-DE-FRANCE;699;73;De 5 à 10 000 entrées
MARCEL CARNE;66 RUE GAMBETTA;10100;ROMILLY-SUR-SEINE;10;CHAMPAGNE-ARDENNE;698;3 405;De 50 à 75 000 entrées
